payment_reference,occurrences,payment_ids,accounts,amounts,providers
TXN0000028939,2,2,2,2,2
TXN0000028977,2,2,2,2,2
TXN0000028980,2,1,1,1,1
TXN0000029003,2,2,2,2,2
TXN0000029004,2,2,2,2,2
TXN0000029009,3,3,3,3,2
TXN0000029049,2,2,2,2,2
TXN0000029069,3,3,3,3,2
TXN0000029106,2,2,2,2,2
TXN0000029116,3,3,3,3,2
TXN0000029121,2,2,2,2,1
TXN0000029152,2,1,1,1,1
TXN0000029179,3,3,3,3,3
TXN0000029181,2,2,2,2,2
TXN0000029213,2,2,2,2,2
TXN0000029227,2,2,2,2,2
TXN0000029271,2,2,2,2,2
TXN0000029295,2,2,2,2,2
TXN0000029301,2,2,2,2,2
TXN0000029308,2,2,2,2,2
TXN0000029311,2,1,1,1,1
TXN0000029318,2,2,2,2,2
TXN0000029356,2,2,2,2,2
TXN0000029367,2,1,1,1,1
TXN0000029379,2,2,2,2,2
TXN0000029412,2,2,2,2,2
TXN0000029435,2,2,2,2,2
TXN0000029444,2,2,2,2,2
TXN0000029488,2,2,2,2,2
TXN0000029494,3,2,2,2,2
TXN0000029567,2,2,2,2,2
TXN0000029578,2,2,2,2,2
TXN0000029597,2,2,2,2,2
TXN0000029607,2,2,2,2,1
TXN0000029625,2,2,2,2,2
TXN0000029635,2,2,2,2,2
TXN0000029659,2,2,2,2,2
TXN0000029667,2,2,2,2,2
TXN0000029728,2,1,1,1,1
TXN0000029732,2,2,2,2,2
TXN0000029752,2,1,1,1,1
TXN0000029754,2,2,2,2,2
TXN0000029809,2,2,2,2,2
TXN0000029834,2,2,2,2,2
TXN0000029847,2,2,2,2,2
TXN0000029850,2,2,2,2,2
TXN0000029853,2,1,1,1,1
TXN0000029878,2,2,2,2,2
TXN0000029887,2,2,2,2,2
TXN0000029909,2,2,2,2,2
TXN0000029912,2,2,2,2,2
TXN0000029961,2,2,2,2,2
TXN0000030001,2,2,2,2,2
TXN0000030028,3,3,3,3,3
TXN0000030054,2,2,2,2,2
TXN0000030058,2,2,2,2,2
TXN0000030079,3,3,3,3,3
TXN0000030135,2,2,2,2,2
TXN0000030143,2,2,2,2,2
TXN0000030173,3,2,2,2,2
TXN0000030250,2,2,2,2,2
TXN0000030254,3,2,2,2,2
TXN0000030261,2,2,2,2,2
TXN0000030277,3,3,3,3,3
TXN0000030291,2,2,2,2,2
TXN0000030306,2,2,2,2,2
TXN0000030323,2,2,2,2,2
TXN0000030332,2,2,2,2,2
TXN0000030347,2,2,2,2,2
TXN0000030363,2,2,2,2,1
TXN0000030398,2,2,2,2,2
TXN0000030404,2,2,2,2,1
TXN0000030406,2,2,2,2,2
TXN0000030424,2,2,2,2,2
TXN0000030449,2,2,2,2,2
TXN0000030461,2,1,1,1,1
TXN0000030537,2,2,2,2,2
TXN0000030540,2,1,1,1,1
TXN0000030579,2,2,2,2,2
TXN0000030582,2,2,2,2,2
TXN0000030590,2,1,1,1,1
TXN0000030595,2,2,2,2,2
TXN0000030617,2,2,2,2,2
TXN0000030625,2,2,2,2,2
TXN0000030632,2,2,2,2,2
TXN0000030638,2,2,2,2,2
TXN0000030648,3,3,3,3,3
TXN0000030659,3,3,3,3,2
TXN0000030690,2,1,1,1,1
TXN0000030704,2,1,1,1,1
TXN0000030712,2,2,2,2,1
TXN0000030713,2,2,2,2,1
TXN0000030719,2,2,2,2,2
TXN0000030727,2,2,2,2,2
TXN0000030729,2,2,2,2,1
TXN0000030750,2,2,2,2,2
TXN0000030780,2,2,2,2,2
TXN0000030790,2,2,2,2,2
TXN0000030791,2,2,2,2,2
TXN0000030796,2,2,2,2,2
TXN0000030812,2,1,1,1,1
TXN0000030830,2,2,2,2,2
TXN0000030842,2,1,1,1,1
TXN0000030858,3,3,3,3,3
TXN0000030861,2,2,2,2,2
TXN0000030863,2,2,2,2,2
TXN0000030906,2,2,2,2,2
TXN0000030916,2,2,2,2,2
TXN0000030933,2,2,2,2,2
TXN0000030935,2,1,1,1,1
TXN0000030949,2,2,2,2,2
TXN0000030969,2,2,2,2,2
TXN0000030978,3,3,3,3,3
TXN0000030979,3,3,3,3,3
TXN0000031010,2,2,2,2,2
TXN0000031024,2,1,1,1,1
TXN0000031037,2,2,2,2,2
TXN0000031077,2,2,2,2,2
TXN0000031078,2,1,1,1,1
TXN0000031085,2,2,2,2,2
TXN0000031109,2,2,2,2,2
TXN0000031135,2,2,2,2,1
TXN0000031139,2,2,2,2,2
TXN0000031145,2,2,2,2,2
TXN0000031219,2,2,2,2,2
TXN0000031248,2,1,1,1,1
TXN0000031249,2,2,2,2,1
TXN0000031265,2,2,2,2,2
TXN0000031279,2,2,2,2,2
TXN0000031294,2,2,2,2,2
TXN0000031309,2,2,2,2,2
TXN0000031310,2,2,2,2,2
TXN0000031340,2,2,2,2,2
TXN0000031441,2,1,1,1,1
TXN0000031462,2,2,2,2,2
TXN0000031494,2,2,2,2,2
TXN0000031501,3,3,3,3,3
TXN0000031523,2,2,2,2,2
TXN0000031529,2,2,2,2,2
TXN0000031531,3,3,3,3,3
TXN0000031551,2,2,2,2,1
TXN0000031589,2,2,2,2,2
TXN0000031606,2,2,2,2,2
TXN0000031608,2,1,1,1,1
TXN0000031620,3,3,3,3,3
TXN0000031645,2,2,2,2,2
TXN0000031651,3,3,3,3,2
TXN0000031653,2,2,2,2,2
TXN0000031659,2,1,1,1,1
TXN0000031702,2,2,2,2,2
TXN0000031769,3,2,2,2,2
TXN0000031778,2,1,1,1,1
TXN0000031786,2,2,2,2,1
TXN0000031821,2,2,2,2,2
TXN0000031841,2,2,2,2,2
TXN0000031848,3,3,3,3,3
TXN0000031859,2,2,2,2,2
TXN0000031860,2,2,2,2,2
TXN0000031861,2,2,2,2,2
TXN0000031871,2,2,2,2,2
TXN0000031918,2,2,2,2,2
TXN0000031922,2,2,2,2,2
TXN0000031933,2,2,2,2,2
TXN0000031943,2,2,2,2,2
TXN0000031976,3,2,2,2,2
TXN0000032003,2,2,2,2,2
TXN0000032016,3,2,2,2,2
TXN0000032055,2,2,2,2,2
TXN0000032068,3,3,3,3,3
TXN0000032071,2,2,2,2,1
TXN0000032092,2,2,2,2,2
TXN0000032105,2,2,2,2,2
TXN0000032119,2,1,1,1,1
TXN0000032133,2,2,2,2,2
TXN0000032148,2,2,2,2,2
TXN0000032235,2,2,2,2,2
TXN0000032254,2,2,2,2,2
TXN0000032260,3,3,3,3,3
TXN0000032270,2,2,2,2,2
TXN0000032271,3,3,3,3,2
TXN0000032278,2,2,2,2,2
TXN0000032306,2,2,2,2,1
TXN0000032315,2,2,2,2,2
TXN0000032340,4,3,3,3,3
TXN0000032385,2,2,2,2,2
TXN0000032399,2,2,2,2,1
TXN0000032422,2,2,2,2,2
TXN0000032432,2,2,2,2,2
TXN0000032493,2,1,1,1,1
TXN0000032502,2,2,2,2,2
TXN0000032512,2,2,2,2,2
TXN0000032526,2,2,2,2,2
TXN0000032527,2,2,2,2,2
TXN0000032537,2,2,2,2,2
TXN0000032591,2,2,2,2,2
TXN0000032594,2,1,1,1,1
TXN0000032600,2,1,1,1,1
TXN0000032601,2,2,2,2,2
TXN0000032619,2,2,2,2,2
TXN0000032621,2,2,2,2,2
TXN0000032631,2,2,2,2,2
TXN0000032641,2,2,2,2,2
TXN0000032663,2,2,2,2,2
TXN0000032669,4,4,4,4,3
TXN0000032695,2,2,2,2,2
TXN0000032725,2,2,2,2,2
TXN0000032747,2,2,2,2,2
TXN0000032750,2,2,2,2,2
TXN0000032766,2,2,2,2,2
TXN0000032794,2,2,2,2,2
TXN0000032805,2,2,2,2,2
TXN0000032823,2,2,2,2,2
TXN0000032830,2,2,2,2,2
TXN0000032869,3,3,3,3,3
TXN0000032884,2,2,2,2,2
TXN0000032940,2,2,2,2,2
TXN0000032942,2,2,2,2,2
TXN0000032971,2,2,2,2,2
TXN0000032983,2,2,2,2,2
TXN0000033022,2,2,2,2,2
TXN0000033038,4,4,4,4,3
TXN0000033044,2,2,2,2,2
TXN0000033051,3,3,3,3,3
TXN0000033065,2,2,2,2,2
TXN0000033069,2,2,2,2,2
TXN0000033078,2,1,1,1,1
TXN0000033081,2,2,2,2,2
TXN0000033096,2,2,2,2,2
TXN0000033116,2,2,2,2,2
TXN0000033182,2,2,2,2,2
TXN0000033187,2,2,2,2,2
TXN0000033202,2,1,1,1,1
TXN0000033211,2,1,1,1,1
TXN0000033235,2,2,2,2,2
TXN0000033265,2,2,2,2,2
TXN0000033288,2,2,2,2,2
TXN0000033303,2,1,1,1,1
TXN0000033305,2,2,2,2,2
TXN0000033314,2,2,2,2,2
TXN0000033317,2,2,2,2,2
TXN0000033349,2,2,2,2,2
TXN0000033365,2,2,2,2,2
TXN0000033379,2,2,2,2,2
TXN0000033384,2,2,2,2,2
TXN0000033416,2,2,2,2,2
TXN0000033432,2,2,2,2,2
TXN0000033472,2,2,2,2,2
TXN0000033484,2,2,2,2,2
TXN0000033513,2,2,2,2,2
TXN0000033523,2,2,2,2,2
TXN0000033537,2,2,2,2,2
TXN0000033552,2,2,2,2,2
TXN0000033577,2,2,2,2,2
TXN0000033580,2,2,2,2,2
TXN0000033588,2,2,2,2,2
TXN0000033606,3,3,3,3,3
TXN0000033611,2,2,2,2,2
TXN0000033628,2,2,2,2,2
TXN0000033637,2,2,2,2,2
TXN0000033650,2,2,2,2,2
TXN0000033659,2,2,2,2,2
TXN0000033661,2,2,2,2,2
TXN0000033665,2,2,2,2,2
TXN0000033678,2,2,2,2,2
TXN0000033707,2,2,2,2,2
TXN0000033719,2,2,2,2,2
TXN0000033723,2,1,1,1,1
TXN0000033800,2,2,2,2,2
TXN0000033804,2,2,2,2,2
TXN0000033812,2,2,2,2,2
TXN0000033863,2,2,2,2,2
TXN0000033869,2,1,1,1,1
TXN0000033884,2,2,2,2,2
TXN0000033897,2,2,2,2,2
TXN0000033914,2,2,2,2,2
TXN0000033941,2,2,2,2,2
TXN0000033985,2,1,1,1,1
TXN0000034020,2,2,2,2,2
TXN0000034031,2,2,2,2,2
TXN0000034032,2,1,1,1,1
TXN0000034037,3,3,3,3,3
TXN0000034086,2,2,2,2,2
TXN0000034094,3,2,2,2,2
TXN0000034114,2,2,2,2,2
TXN0000034116,2,2,2,2,2
TXN0000034128,2,2,2,2,2
TXN0000034132,2,2,2,2,2
TXN0000034145,2,2,2,2,2
TXN0000034158,3,3,3,3,2
TXN0000034171,2,2,2,2,2
TXN0000034192,2,2,2,2,2
TXN0000034246,2,2,2,2,1
TXN0000034259,2,2,2,2,2
TXN0000034262,2,2,2,2,2
TXN0000034294,2,2,2,2,2
TXN0000034299,2,1,1,1,1
TXN0000034319,2,2,2,2,2
TXN0000034320,3,3,3,3,3
TXN0000034335,2,1,1,1,1
TXN0000034378,3,2,2,2,2
TXN0000034389,2,2,2,2,2
TXN0000034404,2,2,2,2,2
TXN0000034452,2,2,2,2,2
TXN0000034461,2,2,2,2,2
TXN0000034463,2,2,2,2,1
TXN0000034474,2,2,2,2,2
TXN0000034495,2,2,2,2,2
TXN0000034502,2,2,2,2,2
TXN0000034509,3,3,3,3,3
TXN0000034525,2,2,2,2,2
TXN0000034533,2,2,2,2,2
TXN0000034585,3,3,3,3,3
TXN0000034595,2,2,2,2,2
TXN0000034634,2,2,2,2,2
TXN0000034637,2,2,2,2,2
TXN0000034653,2,1,1,1,1
TXN0000034659,2,2,2,2,2
TXN0000034671,3,3,3,3,3
TXN0000034716,2,2,2,2,2
TXN0000034765,2,2,2,2,2
TXN0000034777,2,1,1,1,1
TXN0000034789,2,1,1,1,1
TXN0000034803,2,1,1,1,1
TXN0000034814,2,2,2,2,2
TXN0000034819,2,2,2,2,2
TXN0000034849,2,2,2,2,2
TXN0000034890,2,2,2,2,2
TXN0000034903,2,2,2,2,2
TXN0000034919,2,2,2,2,2
TXN0000034931,2,2,2,2,2
TXN0000034938,2,2,2,2,2
TXN0000035005,2,1,1,1,1
TXN0000035024,2,2,2,2,2
TXN0000035032,2,2,2,2,2
TXN0000035037,2,2,2,2,2
TXN0000035096,2,1,1,1,1
TXN0000035121,2,2,2,2,2
TXN0000035156,2,1,1,1,1
TXN0000035167,2,2,2,2,2
TXN0000035168,2,2,2,2,2
TXN0000035172,2,2,2,2,2
TXN0000035175,3,3,3,3,3
TXN0000035288,2,2,2,2,2
TXN0000035313,2,1,1,1,1
TXN0000035357,2,2,2,2,2
TXN0000035366,2,2,2,2,2
TXN0000035401,2,2,2,2,2
TXN0000035434,2,2,2,2,2
TXN0000035442,2,2,2,2,2
TXN0000035447,2,2,2,2,2
TXN0000035449,2,2,2,2,2
TXN0000035450,2,2,2,2,2
TXN0000035499,3,2,2,2,2
TXN0000035510,3,3,3,3,2
TXN0000035515,2,2,2,2,1
TXN0000035521,2,2,2,2,2
TXN0000035554,2,2,2,2,2
TXN0000035558,2,2,2,2,2
TXN0000035578,3,3,3,3,3
TXN0000035620,2,2,2,2,2
TXN0000035709,2,2,2,2,2
TXN0000035736,2,2,2,2,2
TXN0000035740,2,2,2,2,2
TXN0000035783,2,2,2,2,2
TXN0000035788,2,2,2,2,2
TXN0000035832,2,2,2,2,2
TXN0000035838,2,2,2,2,2
TXN0000035846,2,2,2,2,2
TXN0000035849,2,2,2,2,2
TXN0000035880,2,2,2,2,2
TXN0000035881,2,2,2,2,2
TXN0000035901,2,2,2,2,1
TXN0000035915,2,2,2,2,2
TXN0000035923,2,2,2,2,2
TXN0000035935,3,3,3,3,3
TXN0000035952,2,2,2,2,2
TXN0000035992,2,1,1,1,1
TXN0000036045,2,2,2,2,1
TXN0000036049,3,3,3,3,2
TXN0000036069,2,2,2,2,2
TXN0000036078,2,2,2,2,2
TXN0000036097,2,1,1,1,1
TXN0000036132,2,2,2,2,2
TXN0000036136,2,2,2,2,2
TXN0000036140,2,2,2,2,1
TXN0000036174,2,2,2,2,2
TXN0000036181,2,2,2,2,2
TXN0000036226,2,2,2,2,2
TXN0000036230,2,2,2,2,2
TXN0000036232,2,2,2,2,2
TXN0000036247,2,1,1,1,1
TXN0000036285,2,1,1,1,1
TXN0000036290,2,2,2,2,2
TXN0000036293,2,2,2,2,2
TXN0000036327,2,2,2,2,2
TXN0000036347,3,2,2,2,2
TXN0000036359,3,3,3,3,3
TXN0000036378,2,2,2,2,2
TXN0000036379,2,2,2,2,2
TXN0000036489,2,2,2,2,2
TXN0000036492,2,2,2,2,2
TXN0000036515,2,2,2,2,2
TXN0000036573,2,2,2,2,2
TXN0000036586,2,2,2,2,2
TXN0000036603,2,2,2,2,2
TXN0000036628,2,2,2,2,2
TXN0000036644,3,3,3,3,2
TXN0000036649,2,2,2,2,2
TXN0000036696,3,2,2,2,2
TXN0000036706,2,2,2,2,2
TXN0000036717,2,2,2,2,2
TXN0000036719,2,2,2,2,2
TXN0000036722,2,2,2,2,2
TXN0000036749,3,2,2,2,2
TXN0000036767,2,2,2,2,2
TXN0000036804,2,2,2,2,2
TXN0000036817,2,2,2,2,2
TXN0000036828,2,2,2,2,2
TXN0000036847,2,2,2,2,2
TXN0000036884,2,2,2,2,2
TXN0000036901,2,2,2,2,2
TXN0000036980,2,2,2,2,2
TXN0000037001,2,2,2,2,2
TXN0000037020,2,2,2,2,2
TXN0000037053,2,2,2,2,1
TXN0000037070,2,1,1,1,1
TXN0000037087,2,2,2,2,2
TXN0000037089,4,3,3,3,3
TXN0000037094,2,2,2,2,2
TXN0000037128,2,2,2,2,2
TXN0000037129,3,3,3,3,3
TXN0000037146,3,3,3,3,3
TXN0000037150,2,1,1,1,1
TXN0000037162,2,2,2,2,2
TXN0000037172,2,2,2,2,2
TXN0000037195,2,2,2,2,2
TXN0000037198,2,2,2,2,2
TXN0000037203,2,2,2,2,2
TXN0000037234,2,2,2,2,2
TXN0000037243,4,3,3,3,3
TXN0000037245,2,2,2,2,2
TXN0000037264,2,2,2,2,2
TXN0000037270,2,2,2,2,1
TXN0000037362,2,2,2,2,2
TXN0000037365,2,2,2,2,2
TXN0000037377,2,2,2,2,2
TXN0000037385,2,2,2,2,2
TXN0000037399,2,2,2,2,2
TXN0000037401,2,1,1,1,1
TXN0000037402,4,4,4,4,2
TXN0000037415,2,2,2,2,2
TXN0000037432,2,2,2,2,2
TXN0000037436,2,2,2,2,2
TXN0000037437,2,2,2,2,2
TXN0000037460,4,4,4,4,3
TXN0000037508,2,2,2,2,2
TXN0000037514,2,2,2,2,2
TXN0000037537,2,1,1,1,1
TXN0000037539,2,2,2,2,2
TXN0000037544,2,2,2,2,2
TXN0000037551,2,2,2,2,2
TXN0000037583,2,2,2,2,2
TXN0000037604,2,2,2,2,2
TXN0000037630,2,2,2,2,2
TXN0000037631,2,2,2,2,2
TXN0000037638,3,3,3,3,3
TXN0000037671,2,2,2,2,2
TXN0000037673,2,2,2,2,2
TXN0000037687,2,2,2,2,1
TXN0000037688,2,2,2,2,2
TXN0000037691,3,2,2,2,2
TXN0000037700,3,3,3,3,3
TXN0000037729,2,2,2,2,2
TXN0000037784,2,2,2,2,2
TXN0000037814,3,3,3,3,3
TXN0000037823,2,2,2,2,2
TXN0000037830,2,2,2,2,2
TXN0000037834,2,2,2,2,2
TXN0000037835,3,2,2,2,1
TXN0000037836,3,2,2,2,2
TXN0000037853,2,2,2,2,2
TXN0000037881,3,2,2,2,2
TXN0000037926,2,2,2,2,2
TXN0000037938,2,2,2,2,2
TXN0000037970,3,3,3,3,3
TXN0000037973,2,2,2,2,2
TXN0000037975,2,2,2,2,2
TXN0000038016,2,2,2,2,2
TXN0000038020,2,2,2,2,2
TXN0000038035,2,2,2,2,2
TXN0000038041,2,2,2,2,2
TXN0000038044,2,2,2,2,2
TXN0000038060,3,3,3,3,3
TXN0000038082,2,1,1,1,1
TXN0000038089,2,2,2,2,2
TXN0000038106,2,2,2,2,2
TXN0000038123,2,1,1,1,1
TXN0000038152,2,2,2,2,2
TXN0000038154,2,2,2,2,2
TXN0000038165,2,2,2,2,2
TXN0000038171,2,1,1,1,1
TXN0000038182,2,2,2,2,2
TXN0000038191,2,2,2,2,2
TXN0000038213,2,1,1,1,1
TXN0000038215,2,2,2,2,2
TXN0000038254,2,1,1,1,1
TXN0000038287,2,1,1,1,1
TXN0000038289,2,1,1,1,1
TXN0000038302,2,1,1,1,1
TXN0000038308,2,1,1,1,1
TXN0000038337,2,1,1,1,1
TXN0000038350,2,2,2,2,2
TXN0000038358,2,2,2,2,2
TXN0000038375,2,2,2,2,2
TXN0000038388,2,2,2,2,2
TXN0000038394,2,2,2,2,2
TXN0000038413,2,2,2,2,2
TXN0000038415,2,1,1,1,1
TXN0000038439,2,2,2,2,2
TXN0000038450,2,2,2,2,2
TXN0000038478,2,2,2,2,2
TXN0000038489,2,2,2,2,2
TXN0000038496,2,2,2,2,2
TXN0000038516,3,3,3,3,3
TXN0000038517,2,2,2,2,1
TXN0000038541,2,2,2,2,2
TXN0000038549,2,2,2,2,2
TXN0000038566,2,1,1,1,1
TXN0000038567,2,1,1,1,1
TXN0000038589,3,3,3,3,3
TXN0000038592,2,2,2,2,2
TXN0000038596,2,1,1,1,1
TXN0000038626,2,2,2,2,2
TXN0000038698,2,2,2,2,2
TXN0000038728,2,2,2,2,2
TXN0000038770,2,2,2,2,2
TXN0000038807,2,2,2,2,2
TXN0000038834,2,2,2,2,2
TXN0000038838,2,2,2,2,2
TXN0000038859,2,2,2,2,2
TXN0000038862,2,2,2,2,2
TXN0000038883,2,2,2,2,2
TXN0000038888,2,2,2,2,2
TXN0000038905,2,2,2,2,2
TXN0000038950,2,2,2,2,2
TXN0000038984,2,2,2,2,2
TXN0000038987,2,2,2,2,2
TXN0000038991,2,2,2,2,2
TXN0000039001,2,2,2,2,2
TXN0000039018,2,2,2,2,2
TXN0000039049,3,3,3,3,3
TXN0000039072,2,2,2,2,2
TXN0000039086,2,2,2,2,2
TXN0000039096,4,4,4,4,4
TXN0000039111,2,2,2,2,2
TXN0000039120,2,2,2,2,2
TXN0000039144,2,2,2,2,2
TXN0000039173,2,2,2,2,2
TXN0000039185,2,2,2,2,2
TXN0000039203,2,2,2,2,2
TXN0000039204,2,2,2,2,2
TXN0000039205,2,2,2,2,2
TXN0000039210,2,2,2,2,2
TXN0000039233,3,2,2,2,1
TXN0000039235,2,2,2,2,2
TXN0000039284,2,1,1,1,1
TXN0000039286,2,2,2,2,2
TXN0000039289,2,1,1,1,1
TXN0000039295,2,2,2,2,2
TXN0000039298,2,2,2,2,2
TXN0000039300,2,2,2,2,1
TXN0000039316,3,2,2,2,2
TXN0000039321,2,2,2,2,2
TXN0000039323,2,2,2,2,2
TXN0000039330,2,2,2,2,2
TXN0000039353,2,2,2,2,2
TXN0000039357,2,2,2,2,2
TXN0000039372,2,2,2,2,2
TXN0000039393,2,2,2,2,2
TXN0000039428,2,2,2,2,2
TXN0000039434,2,2,2,2,2
TXN0000039440,2,2,2,2,2
TXN0000039454,2,2,2,2,2
TXN0000039462,3,2,2,2,2
TXN0000039495,2,2,2,2,2
TXN0000039520,2,2,2,2,2
TXN0000039528,2,2,2,2,2
TXN0000039532,2,2,2,2,2
TXN0000039580,2,2,2,2,1
TXN0000039583,2,2,2,2,2
TXN0000039618,2,2,2,2,2
TXN0000039626,2,2,2,2,2
TXN0000039672,2,2,2,2,2
TXN0000039699,2,2,2,2,2
TXN0000039754,2,1,1,1,1
TXN0000039770,2,2,2,2,2
TXN0000039783,2,2,2,2,2
TXN0000039801,3,3,3,3,3
TXN0000039830,2,2,2,2,2
TXN0000039862,2,2,2,2,2
TXN0000039870,2,2,2,2,2
TXN0000039883,2,2,2,2,2
TXN0000039891,2,1,1,1,1
TXN0000039904,2,2,2,2,2
TXN0000039905,2,2,2,2,2
TXN0000039950,2,2,2,2,2
TXN0000039964,2,2,2,2,2
TXN0000039968,3,2,2,2,2
TXN0000039976,2,2,2,2,2
TXN0000040025,2,2,2,2,2
TXN0000040032,2,2,2,2,2
TXN0000040045,2,2,2,2,2
TXN0000040048,2,2,2,2,2
TXN0000040050,2,2,2,2,2
TXN0000040058,2,2,2,2,2
TXN0000040068,2,2,2,2,1
TXN0000040074,2,2,2,2,2
TXN0000040092,2,2,2,2,2
TXN0000040111,2,2,2,2,2
TXN0000040114,2,2,2,2,2
TXN0000040128,2,2,2,2,2
TXN0000040150,2,2,2,2,1
TXN0000040211,2,2,2,2,2
TXN0000040232,2,2,2,2,2
TXN0000040249,2,2,2,2,2
TXN0000040261,2,2,2,2,2
TXN0000040272,2,2,2,2,2
TXN0000040302,3,3,3,3,3
TXN0000040303,3,3,3,3,3
TXN0000040313,2,2,2,2,2
TXN0000040326,3,3,3,3,3
TXN0000040329,2,2,2,2,1
TXN0000040338,2,1,1,1,1
TXN0000040351,2,2,2,2,2
TXN0000040367,3,3,3,3,3
TXN0000040413,2,2,2,2,2
TXN0000040452,2,2,2,2,2
TXN0000040458,3,3,3,3,2
TXN0000040488,2,2,2,2,2
TXN0000040519,2,1,1,1,1
TXN0000040521,2,1,1,1,1
TXN0000040530,2,2,2,2,2
TXN0000040547,2,2,2,2,2
TXN0000040552,2,2,2,2,2
TXN0000040569,2,2,2,2,2
TXN0000040607,2,2,2,2,2
TXN0000040628,2,2,2,2,2
TXN0000040632,2,2,2,2,2
TXN0000040661,2,2,2,2,2
TXN0000040693,2,2,2,2,2
TXN0000040694,2,2,2,2,2
TXN0000040698,2,2,2,2,2
TXN0000040711,2,2,2,2,2
TXN0000040753,2,2,2,2,2
TXN0000040768,2,2,2,2,2
TXN0000040781,2,2,2,2,2
TXN0000040788,2,2,2,2,2
TXN0000040796,2,2,2,2,2
TXN0000040808,2,2,2,2,2
TXN0000040845,2,2,2,2,2
TXN0000040856,2,2,2,2,2
TXN0000040868,3,2,2,2,2
TXN0000040890,2,2,2,2,2
TXN0000040895,2,2,2,2,2
TXN0000040898,2,2,2,2,2
TXN0000040910,2,1,1,1,1
TXN0000040914,2,1,1,1,1
TXN0000040933,2,2,2,2,2
TXN0000040987,2,2,2,2,2
TXN0000041009,2,2,2,2,2
TXN0000041023,2,2,2,2,2
TXN0000041039,2,2,2,2,2
TXN0000041065,2,2,2,2,2
TXN0000041075,3,3,3,3,3
TXN0000041191,2,2,2,2,2
TXN0000041192,2,2,2,2,2
TXN0000041195,3,2,2,2,1
TXN0000041206,2,2,2,2,2
TXN0000041215,2,2,2,2,2
TXN0000041284,3,3,3,3,2
TXN0000041334,2,2,2,2,2
TXN0000041399,2,1,1,1,1
TXN0000041402,2,2,2,2,2
TXN0000041404,2,1,1,1,1
TXN0000041414,2,2,2,2,2
TXN0000041456,2,2,2,2,2
TXN0000041457,2,2,2,2,2
TXN0000041479,2,2,2,2,2
TXN0000041500,2,2,2,2,2
TXN0000041513,2,2,2,2,2
TXN0000041543,2,2,2,2,2
TXN0000041604,2,2,2,2,2
TXN0000041606,2,2,2,2,2
TXN0000041611,3,2,2,2,2
TXN0000041615,2,2,2,2,2
TXN0000041618,2,2,2,2,2
TXN0000041619,2,2,2,2,2
TXN0000041630,2,2,2,2,2
TXN0000041641,2,2,2,2,2
TXN0000041655,2,2,2,2,2
TXN0000041683,2,2,2,2,2
TXN0000041686,2,2,2,2,2
TXN0000041689,2,2,2,2,2
TXN0000041704,3,2,2,2,2
TXN0000041709,2,2,2,2,2
TXN0000041722,2,2,2,2,1
TXN0000041780,2,2,2,2,2
TXN0000041798,2,2,2,2,2
TXN0000041799,2,2,2,2,2
TXN0000041819,2,2,2,2,2
TXN0000041832,2,2,2,2,2
TXN0000041839,2,2,2,2,2
TXN0000041848,2,2,2,2,2
TXN0000041859,2,2,2,2,2
TXN0000041887,2,2,2,2,2
TXN0000041899,2,2,2,2,2
TXN0000041912,2,2,2,2,2
TXN0000041929,2,2,2,2,2
TXN0000041951,3,3,3,3,3
TXN0000041954,2,2,2,2,1
TXN0000041983,2,2,2,2,2
TXN0000042002,2,2,2,2,2
TXN0000042018,2,2,2,2,2
TXN0000042033,2,2,2,2,2
TXN0000042041,2,2,2,2,2
TXN0000042064,2,2,2,2,2
TXN0000042078,2,2,2,2,2
TXN0000042122,2,2,2,2,2
TXN0000042163,3,2,2,2,2
TXN0000042168,2,1,1,1,1
TXN0000042238,2,2,2,2,2
TXN0000042266,2,2,2,2,2
TXN0000042270,2,2,2,2,2
TXN0000042295,2,2,2,2,1
TXN0000042301,2,2,2,2,2
TXN0000042360,2,2,2,2,2
TXN0000042384,2,1,1,1,1
TXN0000042400,2,2,2,2,2
TXN0000042443,3,2,2,2,2
TXN0000042464,2,2,2,2,2
TXN0000042472,2,2,2,2,2
TXN0000042498,2,2,2,2,2
TXN0000042506,2,2,2,2,2
TXN0000042527,2,2,2,2,2
TXN0000042539,3,3,3,3,2
TXN0000042556,2,2,2,2,2
TXN0000042583,3,3,3,3,3
TXN0000042590,2,2,2,2,2
TXN0000042599,3,3,3,3,3
TXN0000042614,2,2,2,2,2
TXN0000042618,2,2,2,2,2
TXN0000042633,2,2,2,2,2
TXN0000042643,3,3,3,3,3
TXN0000042650,2,2,2,2,2
TXN0000042675,2,2,2,2,1
TXN0000042691,3,2,2,2,1
TXN0000042700,2,2,2,2,2
TXN0000042703,2,2,2,2,2
TXN0000042711,2,2,2,2,2
TXN0000042712,2,2,2,2,2
TXN0000042727,2,2,2,2,2
TXN0000042754,2,1,1,1,1
TXN0000042765,2,2,2,2,2
TXN0000042770,2,2,2,2,2
TXN0000042771,2,2,2,2,2
TXN0000042772,2,1,1,1,1
TXN0000042774,2,2,2,2,2
TXN0000042816,2,2,2,2,2
TXN0000042895,2,2,2,2,2
TXN0000042898,2,2,2,2,2
TXN0000042908,2,2,2,2,2
TXN0000042916,2,2,2,2,2
TXN0000042954,2,2,2,2,2
TXN0000042964,2,2,2,2,2
TXN0000043032,2,2,2,2,2
TXN0000043087,2,2,2,2,2
