account_id,recovered_account,recovery_amount,total_calls,total_attempts,call_exposure_group,attempt_exposure_group
ACC0015749,0,0.0,1.0,4.0,Low,Medium
ACC0015750,0,0.0,1.0,4.0,Low,Medium
ACC0015751,0,0.0,3.0,2.0,Medium,Low
ACC0015752,0,0.0,3.0,3.0,Medium,Medium
ACC0015753,0,0.0,4.0,1.0,Medium,Low
ACC0015754,0,0.0,4.0,3.0,Medium,Medium
ACC0015755,0,0.0,7.0,7.0,High,High
ACC0015756,0,0.0,2.0,2.0,Low,Low
ACC0015757,0,0.0,5.0,4.0,High,Medium
ACC0015758,0,0.0,4.0,2.0,Medium,Low
ACC0015759,0,0.0,1.0,5.0,Low,Medium
ACC0015760,0,0.0,2.0,7.0,Low,High
ACC0015761,0,0.0,0.0,5.0,Low,Medium
ACC0015762,1,77092.99,1.0,4.0,Low,Medium
ACC0015763,1,117355.97,3.0,5.0,Medium,Medium
ACC0015764,0,0.0,6.0,8.0,High,High
ACC0015765,0,0.0,1.0,5.0,Low,Medium
ACC0015766,0,0.0,0.0,9.0,Low,High
ACC0015767,0,0.0,2.0,2.0,Low,Low
ACC0015768,0,0.0,3.0,4.0,Medium,Medium
ACC0015769,1,277244.22,3.0,6.0,Medium,High
ACC0015770,1,120957.42,3.0,2.0,Medium,Low
ACC0015771,1,81630.66,1.0,5.0,Low,Medium
ACC0015772,0,0.0,1.0,4.0,Low,Medium
ACC0015773,0,0.0,1.0,4.0,Low,Medium
ACC0015774,1,38588.42,5.0,5.0,High,Medium
ACC0015775,0,0.0,1.0,3.0,Low,Medium
ACC0015776,0,0.0,6.0,2.0,High,Low
ACC0015777,0,0.0,3.0,4.0,Medium,Medium
ACC0015778,1,82622.98,3.0,2.0,Medium,Low
ACC0015779,1,94399.84,0.0,4.0,Low,Medium
ACC0015780,0,0.0,3.0,5.0,Medium,Medium
ACC0015781,1,144269.9,2.0,8.0,Low,High
ACC0015782,0,0.0,2.0,4.0,Low,Medium
ACC0015783,1,223535.81,4.0,7.0,Medium,High
ACC0015784,0,0.0,4.0,5.0,Medium,Medium
ACC0015785,1,9255.65,3.0,8.0,Medium,High
ACC0015786,1,5598.57,3.0,6.0,Medium,High
ACC0015787,0,0.0,1.0,2.0,Low,Low
ACC0015788,0,0.0,4.0,1.0,Medium,Low
ACC0015789,1,11362.99,1.0,7.0,Low,High
ACC0015790,0,0.0,4.0,7.0,Medium,High
ACC0015791,1,13414.07,1.0,3.0,Low,Medium
ACC0015792,0,0.0,3.0,4.0,Medium,Medium
ACC0015793,0,0.0,2.0,8.0,Low,High
ACC0015794,0,0.0,7.0,1.0,High,Low
ACC0015795,0,0.0,5.0,4.0,High,Medium
ACC0015796,1,68338.94,4.0,7.0,Medium,High
ACC0015797,1,211126.27000000002,1.0,2.0,Low,Low
ACC0015798,1,97448.32,3.0,3.0,Medium,Medium
ACC0015799,1,88434.09,2.0,4.0,Low,Medium
ACC0015800,0,0.0,3.0,4.0,Medium,Medium
ACC0015801,0,0.0,3.0,3.0,Medium,Medium
ACC0015802,0,0.0,1.0,2.0,Low,Low
ACC0015803,0,0.0,1.0,6.0,Low,High
ACC0015804,0,0.0,2.0,4.0,Low,Medium
ACC0015805,1,84527.46,3.0,5.0,Medium,Medium
ACC0015806,1,35317.01,4.0,9.0,Medium,High
ACC0015807,0,0.0,5.0,3.0,High,Medium
ACC0015808,0,0.0,1.0,1.0,Low,Low
ACC0015809,1,304289.7,2.0,8.0,Low,High
ACC0015810,0,0.0,3.0,8.0,Medium,High
ACC0015811,1,189847.96000000002,2.0,3.0,Low,Medium
ACC0015812,0,0.0,1.0,3.0,Low,Medium
ACC0015813,0,0.0,4.0,4.0,Medium,Medium
ACC0015814,0,0.0,2.0,2.0,Low,Low
ACC0015815,1,112795.31,2.0,4.0,Low,Medium
ACC0015816,0,0.0,4.0,8.0,Medium,High
ACC0015817,1,40054.23,2.0,2.0,Low,Low
ACC0015818,1,76719.19,6.0,4.0,High,Medium
ACC0015819,0,0.0,6.0,3.0,High,Medium
ACC0015820,1,264404.12,4.0,5.0,Medium,Medium
ACC0015821,0,0.0,0.0,2.0,Low,Low
ACC0015822,0,0.0,2.0,5.0,Low,Medium
ACC0015823,1,43414.05,5.0,4.0,High,Medium
ACC0015824,0,0.0,6.0,6.0,High,High
ACC0015825,0,0.0,3.0,1.0,Medium,Low
ACC0015826,1,46359.11,3.0,2.0,Medium,Low
ACC0015827,1,28448.62,4.0,6.0,Medium,High
ACC0015828,0,0.0,6.0,2.0,High,Low
ACC0015829,0,0.0,2.0,5.0,Low,Medium
ACC0015830,0,0.0,0.0,6.0,Low,High
ACC0015831,0,0.0,10.0,4.0,High,Medium
ACC0015832,1,34037.12,5.0,4.0,High,Medium
ACC0015833,1,101754.59,2.0,3.0,Low,Medium
ACC0015834,1,81287.19,3.0,5.0,Medium,Medium
ACC0015835,1,143001.73,4.0,0.0,Medium,Low
ACC0015836,0,0.0,2.0,2.0,Low,Low
ACC0015837,0,0.0,4.0,4.0,Medium,Medium
ACC0015838,1,67310.09,5.0,1.0,High,Low
ACC0015839,0,0.0,5.0,4.0,High,Medium
ACC0015840,0,0.0,2.0,0.0,Low,Low
ACC0015841,0,0.0,2.0,4.0,Low,Medium
ACC0015842,1,49851.05,5.0,5.0,High,Medium
ACC0015843,0,0.0,3.0,3.0,Medium,Medium
ACC0015844,0,0.0,3.0,3.0,Medium,Medium
ACC0015845,0,0.0,7.0,3.0,High,Medium
ACC0015846,0,0.0,7.0,5.0,High,Medium
ACC0015847,1,35785.5,5.0,7.0,High,High
ACC0015848,0,0.0,2.0,5.0,Low,Medium
ACC0015849,0,0.0,2.0,2.0,Low,Low
ACC0015850,0,0.0,4.0,1.0,Medium,Low
ACC0015851,1,117231.06,3.0,7.0,Medium,High
ACC0015852,1,97187.28,3.0,6.0,Medium,High
ACC0015853,0,0.0,5.0,2.0,High,Low
ACC0015854,0,0.0,4.0,6.0,Medium,High
ACC0015855,0,0.0,3.0,4.0,Medium,Medium
ACC0015856,1,132060.15,3.0,3.0,Medium,Medium
ACC0015857,0,0.0,4.0,6.0,Medium,High
ACC0015858,1,148635.88,6.0,1.0,High,Low
ACC0015859,0,0.0,3.0,3.0,Medium,Medium
ACC0015860,1,226998.91,2.0,2.0,Low,Low
ACC0015861,0,0.0,1.0,5.0,Low,Medium
ACC0015862,0,0.0,4.0,6.0,Medium,High
ACC0015863,1,42695.98,2.0,4.0,Low,Medium
ACC0015864,0,0.0,1.0,1.0,Low,Low
ACC0015865,0,0.0,1.0,6.0,Low,High
ACC0015866,0,0.0,4.0,4.0,Medium,Medium
ACC0015867,0,0.0,4.0,5.0,Medium,Medium
ACC0015868,0,0.0,1.0,2.0,Low,Low
ACC0015869,0,0.0,2.0,3.0,Low,Medium
ACC0015870,1,195252.75,3.0,4.0,Medium,Medium
ACC0015871,0,0.0,1.0,2.0,Low,Low
ACC0015872,0,0.0,2.0,6.0,Low,High
ACC0015873,1,202548.77,1.0,3.0,Low,Medium
ACC0015874,1,12151.64,4.0,1.0,Medium,Low
ACC0015875,1,143231.25,3.0,0.0,Medium,Low
ACC0015876,1,51178.47,3.0,6.0,Medium,High
ACC0015877,0,0.0,2.0,6.0,Low,High
ACC0015878,1,112026.65,3.0,0.0,Medium,Low
ACC0015879,0,0.0,1.0,3.0,Low,Medium
ACC0015880,1,139897.89,1.0,7.0,Low,High
ACC0015881,0,0.0,1.0,3.0,Low,Medium
ACC0015882,1,19787.03,2.0,6.0,Low,High
ACC0015883,0,0.0,2.0,6.0,Low,High
ACC0015884,0,0.0,3.0,8.0,Medium,High
ACC0015885,0,0.0,0.0,6.0,Low,High
ACC0015886,1,26102.74,0.0,5.0,Low,Medium
ACC0015887,0,0.0,2.0,5.0,Low,Medium
ACC0015888,0,0.0,2.0,5.0,Low,Medium
ACC0015889,0,0.0,3.0,1.0,Medium,Low
ACC0015890,0,0.0,3.0,5.0,Medium,Medium
ACC0015891,0,0.0,4.0,5.0,Medium,Medium
ACC0015892,0,0.0,2.0,2.0,Low,Low
ACC0015893,1,33230.74,7.0,1.0,High,Low
ACC0015894,1,120273.5,10.0,8.0,High,High
ACC0015895,1,146910.51,2.0,2.0,Low,Low
ACC0015896,0,0.0,3.0,3.0,Medium,Medium
ACC0015897,0,0.0,3.0,6.0,Medium,High
ACC0015898,1,158464.24,3.0,1.0,Medium,Low
ACC0015899,0,0.0,5.0,3.0,High,Medium
ACC0015900,0,0.0,3.0,4.0,Medium,Medium
ACC0015901,1,52114.81,3.0,7.0,Medium,High
ACC0015902,1,96363.57,5.0,7.0,High,High
ACC0015903,0,0.0,3.0,7.0,Medium,High
ACC0015904,0,0.0,2.0,4.0,Low,Medium
ACC0015905,1,39093.75,4.0,5.0,Medium,Medium
ACC0015906,0,0.0,5.0,4.0,High,Medium
ACC0015907,1,121522.76,2.0,6.0,Low,High
ACC0015908,1,160900.37,3.0,4.0,Medium,Medium
ACC0015909,0,0.0,4.0,3.0,Medium,Medium
ACC0015910,1,38265.06,3.0,5.0,Medium,Medium
ACC0015911,1,112293.22,2.0,2.0,Low,Low
ACC0015912,0,0.0,2.0,3.0,Low,Medium
ACC0015913,0,0.0,2.0,0.0,Low,Low
ACC0015914,1,221246.34,1.0,3.0,Low,Medium
ACC0015915,1,68053.25,6.0,6.0,High,High
ACC0015916,0,0.0,2.0,3.0,Low,Medium
ACC0015917,0,0.0,2.0,1.0,Low,Low
ACC0015918,0,0.0,3.0,3.0,Medium,Medium
ACC0015919,1,122404.43,5.0,5.0,High,Medium
ACC0015920,1,51002.82,3.0,4.0,Medium,Medium
ACC0015921,1,162471.06,5.0,3.0,High,Medium
ACC0015922,0,0.0,2.0,6.0,Low,High
ACC0015923,1,140901.88,5.0,6.0,High,High
ACC0015924,1,258343.36,6.0,0.0,High,Low
ACC0015925,1,180181.97999999998,2.0,2.0,Low,Low
ACC0015926,0,0.0,3.0,5.0,Medium,Medium
ACC0015927,0,0.0,3.0,6.0,Medium,High
ACC0015928,1,60187.99,2.0,3.0,Low,Medium
ACC0015929,0,0.0,4.0,5.0,Medium,Medium
ACC0015930,1,24820.71,2.0,5.0,Low,Medium
ACC0015931,0,0.0,3.0,7.0,Medium,High
ACC0015932,0,0.0,3.0,3.0,Medium,Medium
ACC0015933,0,0.0,3.0,1.0,Medium,Low
ACC0015934,1,2511.2,3.0,2.0,Medium,Low
ACC0015935,1,61561.96,6.0,6.0,High,High
ACC0015936,0,0.0,4.0,7.0,Medium,High
ACC0015937,1,6803.58,0.0,2.0,Low,Low
ACC0015938,0,0.0,5.0,3.0,High,Medium
ACC0015939,0,0.0,3.0,2.0,Medium,Low
ACC0015940,1,50676.61,4.0,6.0,Medium,High
ACC0015941,0,0.0,5.0,3.0,High,Medium
ACC0015942,0,0.0,3.0,3.0,Medium,Medium
ACC0015943,1,42933.44,6.0,4.0,High,Medium
ACC0015944,0,0.0,3.0,6.0,Medium,High
ACC0015945,1,104631.62,1.0,7.0,Low,High
ACC0015946,1,261111.88999999998,5.0,2.0,High,Low
ACC0015947,0,0.0,4.0,4.0,Medium,Medium
ACC0015948,1,78239.31,3.0,6.0,Medium,High
ACC0015949,1,14634.02,5.0,2.0,High,Low
ACC0015950,1,41130.61,2.0,5.0,Low,Medium
ACC0015951,0,0.0,4.0,0.0,Medium,Low
ACC0015952,0,0.0,6.0,4.0,High,Medium
ACC0015953,0,0.0,3.0,5.0,Medium,Medium
ACC0015954,1,122547.19,3.0,2.0,Medium,Low
ACC0015955,0,0.0,1.0,3.0,Low,Medium
ACC0015956,1,58918.51,2.0,6.0,Low,High
ACC0015957,1,129973.21,6.0,3.0,High,Medium
ACC0015958,1,189167.06,3.0,4.0,Medium,Medium
ACC0015959,0,0.0,4.0,8.0,Medium,High
ACC0015960,0,0.0,6.0,2.0,High,Low
ACC0015961,0,0.0,2.0,4.0,Low,Medium
ACC0015962,0,0.0,1.0,7.0,Low,High
ACC0015963,1,29829.239999999998,3.0,8.0,Medium,High
ACC0015964,0,0.0,3.0,5.0,Medium,Medium
ACC0015965,0,0.0,3.0,5.0,Medium,Medium
ACC0015966,0,0.0,6.0,4.0,High,Medium
ACC0015967,0,0.0,1.0,3.0,Low,Medium
ACC0015968,1,11098.07,1.0,5.0,Low,Medium
ACC0015969,1,40096.12,1.0,2.0,Low,Low
ACC0015970,0,0.0,1.0,1.0,Low,Low
ACC0015971,0,0.0,4.0,6.0,Medium,High
ACC0015972,0,0.0,1.0,3.0,Low,Medium
ACC0015973,0,0.0,3.0,3.0,Medium,Medium
ACC0015974,1,51148.23,7.0,5.0,High,Medium
ACC0015975,0,0.0,3.0,5.0,Medium,Medium
ACC0015976,0,0.0,6.0,4.0,High,Medium
ACC0015977,0,0.0,2.0,4.0,Low,Medium
ACC0015978,0,0.0,3.0,2.0,Medium,Low
ACC0015979,1,60662.52,5.0,3.0,High,Medium
ACC0015980,0,0.0,2.0,3.0,Low,Medium
ACC0015981,1,87460.47,2.0,4.0,Low,Medium
ACC0015982,1,145260.28,1.0,2.0,Low,Low
ACC0015983,0,0.0,6.0,2.0,High,Low
ACC0015984,0,0.0,3.0,4.0,Medium,Medium
ACC0015985,0,0.0,4.0,4.0,Medium,Medium
ACC0015986,1,83110.09,4.0,4.0,Medium,Medium
ACC0015987,0,0.0,2.0,2.0,Low,Low
ACC0015988,1,86700.75,2.0,3.0,Low,Medium
ACC0015989,1,72072.4,1.0,7.0,Low,High
ACC0015990,1,73644.31,4.0,4.0,Medium,Medium
ACC0015991,1,245037.05,2.0,7.0,Low,High
ACC0015992,0,0.0,3.0,1.0,Medium,Low
ACC0015993,1,114900.16,1.0,4.0,Low,Medium
ACC0015994,0,0.0,1.0,5.0,Low,Medium
ACC0015995,0,0.0,5.0,7.0,High,High
ACC0015996,0,0.0,3.0,3.0,Medium,Medium
ACC0015997,0,0.0,3.0,3.0,Medium,Medium
ACC0015998,1,159954.06,3.0,4.0,Medium,Medium
ACC0015999,0,0.0,2.0,6.0,Low,High
ACC0016000,0,0.0,3.0,3.0,Medium,Medium
ACC0016001,0,0.0,1.0,2.0,Low,Low
ACC0016002,1,40512.56,2.0,4.0,Low,Medium
ACC0016003,0,0.0,2.0,6.0,Low,High
ACC0016004,0,0.0,7.0,3.0,High,Medium
ACC0016005,1,62482.52,4.0,3.0,Medium,Medium
ACC0016006,1,160577.84999999998,1.0,5.0,Low,Medium
ACC0016007,0,0.0,4.0,2.0,Medium,Low
ACC0016008,0,0.0,0.0,2.0,Low,Low
ACC0016009,1,95213.09,1.0,4.0,Low,Medium
ACC0016010,0,0.0,1.0,7.0,Low,High
ACC0016011,0,0.0,5.0,5.0,High,Medium
ACC0016012,1,89135.84,2.0,3.0,Low,Medium
ACC0016013,0,0.0,3.0,2.0,Medium,Low
ACC0016014,0,0.0,1.0,2.0,Low,Low
ACC0016015,0,0.0,3.0,5.0,Medium,Medium
ACC0016016,0,0.0,0.0,5.0,Low,Medium
ACC0016017,0,0.0,9.0,4.0,High,Medium
ACC0016018,0,0.0,3.0,4.0,Medium,Medium
ACC0016019,0,0.0,5.0,3.0,High,Medium
ACC0016020,1,99224.37,3.0,7.0,Medium,High
ACC0016021,1,91534.56,2.0,2.0,Low,Low
ACC0016022,0,0.0,2.0,9.0,Low,High
ACC0016023,0,0.0,2.0,1.0,Low,Low
ACC0016024,0,0.0,1.0,2.0,Low,Low
ACC0016025,1,143580.93,2.0,3.0,Low,Medium
ACC0016026,1,60580.64,4.0,7.0,Medium,High
ACC0016027,1,149746.43,4.0,3.0,Medium,Medium
ACC0016028,0,0.0,3.0,5.0,Medium,Medium
ACC0016029,1,32852.83,3.0,3.0,Medium,Medium
ACC0016030,0,0.0,2.0,4.0,Low,Medium
ACC0016031,1,52174.47,0.0,5.0,Low,Medium
ACC0016032,1,100030.16,3.0,7.0,Medium,High
ACC0016033,0,0.0,3.0,6.0,Medium,High
ACC0016034,1,64294.11,2.0,4.0,Low,Medium
ACC0016035,0,0.0,8.0,5.0,High,Medium
ACC0016036,1,67688.95,0.0,7.0,Low,High
ACC0016037,0,0.0,0.0,6.0,Low,High
ACC0016038,0,0.0,8.0,4.0,High,Medium
ACC0016039,1,112021.5,3.0,2.0,Medium,Low
ACC0016040,0,0.0,5.0,5.0,High,Medium
ACC0016041,0,0.0,1.0,5.0,Low,Medium
ACC0016042,1,104319.36,4.0,3.0,Medium,Medium
ACC0016043,1,36022.29,4.0,3.0,Medium,Medium
ACC0016044,0,0.0,4.0,5.0,Medium,Medium
ACC0016045,1,41961.76,3.0,3.0,Medium,Medium
ACC0016046,1,20593.41,4.0,4.0,Medium,Medium
ACC0016047,1,12973.65,4.0,3.0,Medium,Medium
ACC0016048,0,0.0,3.0,3.0,Medium,Medium
ACC0016049,1,77057.63,2.0,6.0,Low,High
ACC0016050,1,118417.07999999999,6.0,5.0,High,Medium
ACC0016051,1,15009.26,3.0,6.0,Medium,High
ACC0016052,1,125842.03,3.0,3.0,Medium,Medium
ACC0016053,0,0.0,5.0,6.0,High,High
ACC0016054,0,0.0,8.0,6.0,High,High
ACC0016055,0,0.0,2.0,2.0,Low,Low
ACC0016056,0,0.0,3.0,4.0,Medium,Medium
ACC0016057,0,0.0,5.0,7.0,High,High
ACC0016058,1,98130.88,0.0,3.0,Low,Medium
ACC0016059,0,0.0,0.0,3.0,Low,Medium
ACC0016060,0,0.0,1.0,5.0,Low,Medium
ACC0016061,1,101339.84,5.0,6.0,High,High
ACC0016062,0,0.0,3.0,2.0,Medium,Low
ACC0016063,0,0.0,1.0,4.0,Low,Medium
ACC0016064,0,0.0,3.0,3.0,Medium,Medium
ACC0016065,1,47480.07,0.0,0.0,Low,Low
ACC0016066,1,32877.89,4.0,2.0,Medium,Low
ACC0016067,0,0.0,2.0,8.0,Low,High
ACC0016068,0,0.0,3.0,1.0,Medium,Low
ACC0016069,0,0.0,1.0,4.0,Low,Medium
ACC0016070,1,79171.59,1.0,4.0,Low,Medium
ACC0016071,0,0.0,3.0,3.0,Medium,Medium
ACC0016072,1,40612.66,3.0,7.0,Medium,High
ACC0016073,0,0.0,2.0,3.0,Low,Medium
ACC0016074,0,0.0,3.0,6.0,Medium,High
ACC0016075,1,159815.18,3.0,3.0,Medium,Medium
ACC0016076,0,0.0,2.0,2.0,Low,Low
ACC0016077,0,0.0,5.0,5.0,High,Medium
ACC0016078,0,0.0,4.0,5.0,Medium,Medium
ACC0016079,1,108890.52,4.0,5.0,Medium,Medium
ACC0016080,0,0.0,5.0,2.0,High,Low
ACC0016081,0,0.0,3.0,5.0,Medium,Medium
ACC0016082,0,0.0,1.0,2.0,Low,Low
ACC0016083,1,15769.91,5.0,5.0,High,Medium
ACC0016084,0,0.0,5.0,1.0,High,Low
ACC0016085,1,31695.27,1.0,5.0,Low,Medium
ACC0016086,1,14217.75,4.0,3.0,Medium,Medium
ACC0016087,1,119001.1,5.0,1.0,High,Low
ACC0016088,0,0.0,2.0,7.0,Low,High
ACC0016089,1,112311.13,4.0,2.0,Medium,Low
ACC0016090,0,0.0,2.0,3.0,Low,Medium
ACC0016091,0,0.0,1.0,2.0,Low,Low
ACC0016092,0,0.0,1.0,6.0,Low,High
ACC0016093,1,122547.44,5.0,3.0,High,Medium
ACC0016094,0,0.0,2.0,4.0,Low,Medium
ACC0016095,1,146596.07,2.0,6.0,Low,High
ACC0016096,0,0.0,3.0,2.0,Medium,Low
ACC0016097,0,0.0,4.0,1.0,Medium,Low
ACC0016098,0,0.0,1.0,2.0,Low,Low
ACC0016099,0,0.0,2.0,4.0,Low,Medium
ACC0016100,1,79372.46,4.0,3.0,Medium,Medium
ACC0016101,1,13189.06,2.0,5.0,Low,Medium
ACC0016102,1,59514.03,4.0,3.0,Medium,Medium
ACC0016103,0,0.0,4.0,3.0,Medium,Medium
ACC0016104,1,40865.78,6.0,2.0,High,Low
ACC0016105,0,0.0,4.0,7.0,Medium,High
ACC0016106,0,0.0,5.0,7.0,High,High
ACC0016107,1,24521.41,3.0,5.0,Medium,Medium
ACC0016108,0,0.0,3.0,1.0,Medium,Low
ACC0016109,1,95836.21,1.0,3.0,Low,Medium
ACC0016110,0,0.0,3.0,10.0,Medium,High
ACC0016111,1,88174.65,3.0,3.0,Medium,Medium
ACC0016112,0,0.0,6.0,2.0,High,Low
ACC0016113,1,109230.6,5.0,2.0,High,Low
ACC0016114,0,0.0,3.0,3.0,Medium,Medium
ACC0016115,0,0.0,3.0,2.0,Medium,Low
ACC0016116,0,0.0,1.0,3.0,Low,Medium
ACC0016117,0,0.0,4.0,6.0,Medium,High
ACC0016118,1,77350.53,3.0,4.0,Medium,Medium
ACC0016119,0,0.0,2.0,3.0,Low,Medium
ACC0016120,0,0.0,5.0,5.0,High,Medium
ACC0016121,0,0.0,2.0,4.0,Low,Medium
ACC0016122,1,40348.08,5.0,1.0,High,Low
ACC0016123,1,258190.13,4.0,1.0,Medium,Low
ACC0016124,1,89276.91,4.0,2.0,Medium,Low
ACC0016125,1,28367.97,3.0,3.0,Medium,Medium
ACC0016126,0,0.0,5.0,2.0,High,Low
ACC0016127,0,0.0,6.0,3.0,High,Medium
ACC0016128,0,0.0,4.0,5.0,Medium,Medium
ACC0016129,1,93710.14,1.0,2.0,Low,Low
ACC0016130,1,149217.24,2.0,2.0,Low,Low
ACC0016131,0,0.0,3.0,6.0,Medium,High
ACC0016132,1,221467.34000000003,7.0,5.0,High,Medium
ACC0016133,1,199293.44,3.0,5.0,Medium,Medium
ACC0016134,0,0.0,1.0,5.0,Low,Medium
ACC0016135,0,0.0,2.0,4.0,Low,Medium
ACC0016136,1,42451.39,1.0,6.0,Low,High
ACC0016137,0,0.0,2.0,4.0,Low,Medium
ACC0016138,0,0.0,4.0,6.0,Medium,High
ACC0016139,0,0.0,3.0,6.0,Medium,High
ACC0016140,0,0.0,3.0,1.0,Medium,Low
ACC0016141,1,182963.11,2.0,3.0,Low,Medium
ACC0016142,1,49336.52,2.0,2.0,Low,Low
ACC0016143,1,191375.22999999998,2.0,5.0,Low,Medium
ACC0016144,0,0.0,0.0,6.0,Low,High
ACC0016145,0,0.0,4.0,5.0,Medium,Medium
ACC0016146,0,0.0,2.0,5.0,Low,Medium
ACC0016147,1,89575.12,6.0,2.0,High,Low
ACC0016148,0,0.0,0.0,1.0,Low,Low
ACC0016149,0,0.0,5.0,4.0,High,Medium
ACC0016150,0,0.0,3.0,3.0,Medium,Medium
ACC0016151,1,32257.42,3.0,3.0,Medium,Medium
ACC0016152,0,0.0,0.0,3.0,Low,Medium
ACC0016153,0,0.0,6.0,5.0,High,Medium
ACC0016154,0,0.0,1.0,4.0,Low,Medium
ACC0016155,0,0.0,3.0,5.0,Medium,Medium
ACC0016156,0,0.0,3.0,1.0,Medium,Low
ACC0016157,0,0.0,0.0,3.0,Low,Medium
ACC0016158,1,26782.35,4.0,1.0,Medium,Low
ACC0016159,0,0.0,4.0,3.0,Medium,Medium
ACC0016160,1,211137.82,2.0,8.0,Low,High
ACC0016161,1,40681.14,5.0,2.0,High,Low
ACC0016162,0,0.0,1.0,8.0,Low,High
ACC0016163,0,0.0,4.0,1.0,Medium,Low
ACC0016164,0,0.0,2.0,9.0,Low,High
ACC0016165,0,0.0,1.0,4.0,Low,Medium
ACC0016166,1,88803.72,0.0,2.0,Low,Low
ACC0016167,1,185516.96000000002,4.0,0.0,Medium,Low
ACC0016168,1,181512.55,2.0,0.0,Low,Low
ACC0016169,1,165099.16999999998,4.0,3.0,Medium,Medium
ACC0016170,1,141487.76,4.0,3.0,Medium,Medium
ACC0016171,0,0.0,6.0,4.0,High,Medium
ACC0016172,0,0.0,2.0,5.0,Low,Medium
ACC0016173,1,148997.43000000002,3.0,3.0,Medium,Medium
ACC0016174,0,0.0,1.0,3.0,Low,Medium
ACC0016175,1,67810.54,3.0,3.0,Medium,Medium
ACC0016176,1,116081.9,2.0,2.0,Low,Low
ACC0016177,1,110845.11,1.0,2.0,Low,Low
ACC0016178,0,0.0,1.0,8.0,Low,High
ACC0016179,0,0.0,2.0,9.0,Low,High
ACC0016180,1,248436.86,6.0,6.0,High,High
ACC0016181,1,140361.02000000002,2.0,8.0,Low,High
ACC0016182,1,276046.32,2.0,3.0,Low,Medium
ACC0016183,0,0.0,5.0,3.0,High,Medium
ACC0016184,0,0.0,3.0,3.0,Medium,Medium
ACC0016185,1,104824.19,1.0,6.0,Low,High
ACC0016186,1,101468.04000000001,1.0,4.0,Low,Medium
ACC0016187,1,75082.84,1.0,7.0,Low,High
ACC0016188,1,116494.29,2.0,4.0,Low,Medium
ACC0016189,1,83026.36,5.0,2.0,High,Low
ACC0016190,1,145372.15,2.0,4.0,Low,Medium
ACC0016191,1,143894.29,7.0,1.0,High,Low
ACC0016192,0,0.0,1.0,4.0,Low,Medium
ACC0016193,1,2419.17,5.0,7.0,High,High
ACC0016194,0,0.0,1.0,2.0,Low,Low
ACC0016195,0,0.0,5.0,4.0,High,Medium
ACC0016196,1,220126.7,0.0,3.0,Low,Medium
ACC0016197,0,0.0,3.0,1.0,Medium,Low
ACC0016198,0,0.0,2.0,4.0,Low,Medium
ACC0016199,1,196611.44,3.0,5.0,Medium,Medium
ACC0016200,0,0.0,3.0,6.0,Medium,High
ACC0016201,0,0.0,2.0,4.0,Low,Medium
ACC0016202,0,0.0,0.0,5.0,Low,Medium
ACC0016203,1,69412.22,5.0,3.0,High,Medium
ACC0016204,1,28436.43,3.0,5.0,Medium,Medium
ACC0016205,1,9535.35,5.0,5.0,High,Medium
ACC0016206,1,112082.93,2.0,8.0,Low,High
ACC0016207,1,50127.32,3.0,6.0,Medium,High
ACC0016208,1,130720.85,4.0,7.0,Medium,High
ACC0016209,0,0.0,1.0,2.0,Low,Low
ACC0016210,0,0.0,1.0,0.0,Low,Low
ACC0016211,0,0.0,4.0,4.0,Medium,Medium
ACC0016212,1,72014.99,2.0,6.0,Low,High
ACC0016213,1,12305.68,5.0,3.0,High,Medium
ACC0016214,1,97021.87,3.0,4.0,Medium,Medium
ACC0016215,1,170988.21000000002,3.0,4.0,Medium,Medium
ACC0016216,1,240837.37,2.0,3.0,Low,Medium
ACC0016217,1,134594.94999999998,3.0,4.0,Medium,Medium
ACC0016218,1,137796.29,2.0,4.0,Low,Medium
ACC0016219,0,0.0,2.0,4.0,Low,Medium
ACC0016220,0,0.0,2.0,8.0,Low,High
ACC0016221,0,0.0,1.0,0.0,Low,Low
ACC0016222,1,111578.86,2.0,1.0,Low,Low
ACC0016223,0,0.0,4.0,4.0,Medium,Medium
ACC0016224,1,59577.62,6.0,4.0,High,Medium
ACC0016225,1,62757.6,2.0,4.0,Low,Medium
ACC0016226,0,0.0,0.0,4.0,Low,Medium
ACC0016227,0,0.0,4.0,4.0,Medium,Medium
ACC0016228,1,65413.25,3.0,2.0,Medium,Low
ACC0016229,0,0.0,0.0,5.0,Low,Medium
ACC0016230,1,3652.4,2.0,1.0,Low,Low
ACC0016231,0,0.0,0.0,2.0,Low,Low
ACC0016232,1,84278.89,3.0,4.0,Medium,Medium
ACC0016233,1,205347.48,2.0,5.0,Low,Medium
ACC0016234,1,105857.65,2.0,6.0,Low,High
ACC0016235,0,0.0,3.0,3.0,Medium,Medium
ACC0016236,1,124231.77,2.0,4.0,Low,Medium
ACC0016237,1,279291.52,1.0,4.0,Low,Medium
ACC0016238,0,0.0,1.0,0.0,Low,Low
ACC0016239,1,25019.98,2.0,6.0,Low,High
ACC0016240,0,0.0,2.0,4.0,Low,Medium
ACC0016241,0,0.0,3.0,3.0,Medium,Medium
ACC0016242,0,0.0,7.0,3.0,High,Medium
ACC0016243,0,0.0,3.0,4.0,Medium,Medium
ACC0016244,0,0.0,1.0,2.0,Low,Low
ACC0016245,1,223164.95,2.0,6.0,Low,High
