payment_id,account_id,event_at_parsed,amount,payment_status,call_id,call_event_at,agent_id,campaign_id,vendor_id,call_status,hours_since_prior_call
PAYMENT0024565,ACC0023826,2026-04-25 14:44:38,94051.36,SUCCESS,,,,,,,
PAYMENT0020456,ACC0012502,2026-04-25 15:07:26,138450.29,SUCCESS,,,,,,,
PAYMENT0019872,ACC0022674,2026-04-25 15:08:13,95462.41,SUCCESS,CALL0078977,2026-03-15 12:25:03,AGT0000268,CMP0000033,VND0000009,BUSY,986.7194444444444
PAYMENT0016523,ACC0029729,2026-04-25 15:12:19,72561.17,SUCCESS,CALL0051318,2026-02-26 16:29:47,AGT0000411,CMP0000022,VND0000011,VOICEMAIL,1390.7088888888889
PAYMENT0024923,ACC0029368,2026-04-25 15:26:29,142511.42,SUCCESS,CALL0033355,2026-04-20 11:00:17,AGT0000476,CMP0000015,VND0000005,VOICEMAIL,124.43666666666667
PAYMENT0010141,ACC0019865,2026-04-25 15:49:52,70868.17,SUCCESS,CALL0010463,2026-04-16 06:16:54,AGT0000404,CMP0000083,VND0000007,VOICEMAIL,225.54944444444445
PAYMENT0008953,ACC0012895,2026-04-25 16:11:22,14631.64,SUCCESS,CALL0063386,2026-04-11 22:10:25,AGT0000088,CMP0000056,VND0000008,BUSY,330.0158333333333
PAYMENT0023080,ACC0025523,2026-04-25 16:14:45,26185.31,SUCCESS,,,,,,,
PAYMENT0019461,ACC0003650,2026-04-25 17:10:46,16776.63,SUCCESS,CALL0034802,2026-03-21 10:03:28,AGT0000960,CMP0000043,VND0000010,FAILED,847.1216666666667
PAYMENT0021005,ACC0015941,2026-04-25 17:18:01,72801.16,PENDING,CALL0024364,2026-03-03 20:04:08,AGT0000356,CMP0000109,VND0000015,ANSWERED,1269.231388888889
PAYMENT0002102,ACC0015624,2026-04-25 17:26:41,70497.3,SUCCESS,CALL0005646,2026-03-05 14:26:07,AGT0000317,CMP0000110,VND0000014,BUSY,1227.0094444444444
PAYMENT0001463,ACC0024863,2026-04-25 17:42:44,29207.93,SUCCESS,,,,,,,
PAYMENT0000774,ACC0011078,2026-04-25 17:43:41,36546.15,SUCCESS,CALL0047728,2026-01-24 10:50:29,AGT0000679,CMP0000022,VND0000011,BUSY,2190.8866666666668
PAYMENT0024237,ACC0008173,2026-04-25 17:48:43,94797.44,SUCCESS,CALL0040200,2026-02-13 00:47:13,AGT0000769,CMP0000036,VND0000012,NO_ANSWER,1721.025
PAYMENT0005054,ACC0011478,2026-04-25 18:04:45,67006.13,SUCCESS,,,,,,,
PAYMENT0013867,ACC0009960,2026-04-25 18:06:44,53505.67,PENDING,CALL0076574,2026-01-11 15:16:54,AGT0000318,CMP0000012,VND0000002,VOICEMAIL,2498.8305555555557
PAYMENT0019528,ACC0008123,2026-04-25 18:21:13,7195.12,PENDING,CALL0022450,2026-02-18 11:53:57,AGT0000175,CMP0000052,VND0000001,VOICEMAIL,1590.4544444444443
PAYMENT0000578,ACC0029245,2026-04-25 18:21:57,58999.8,SUCCESS,CALL0078116,2026-04-19 04:47:54,AGT0000162,CMP0000079,VND0000012,VOICEMAIL,157.5675
PAYMENT0012667,ACC0000852,2026-04-25 18:36:22,44368.91,SUCCESS,,,,,,,
PAYMENT0004724,ACC0029761,2026-04-25 18:44:22,8633.83,PENDING,CALL0066354,2026-04-15 03:11:55,AGT0000429,CMP0000079,VND0000005,FAILED,255.54083333333332
PAYMENT0006503,ACC0012025,2026-04-25 18:46:09,5995.68,REVERSED,,,,,,,
PAYMENT0021738,ACC0009267,2026-04-25 19:00:12,144430.0,SUCCESS,CALL0072058,2026-03-23 02:04:28,AGT0000658,CMP0000099,VND0000012,ANSWERED,808.9288888888889
PAYMENT0000096,ACC0026223,2026-04-25 19:02:38,68516.14,SUCCESS,CALL0035494,2026-01-03 12:03:48,AGT0000885,CMP0000072,VND0000010,BUSY,2694.9805555555554
PAYMENT0022400,ACC0022218,2026-04-25 19:11:58,124675.17,SUCCESS,CALL0025172,2026-03-03 09:29:38,AGT0000716,CMP0000018,VND0000008,ANSWERED,1281.7055555555555
PAYMENT0013324,ACC0000635,2026-04-25 19:24:33,121227.26,SUCCESS,CALL0041664,2026-04-07 00:46:52,AGT0000874,CMP0000106,VND0000006,NO_ANSWER,450.62805555555553
PAYMENT0014749,ACC0009268,2026-04-25 19:39:30,111011.72,FAILED,CALL0061972,2026-04-01 00:59:40,AGT0000424,CMP0000054,VND0000007,FAILED,594.6638888888889
PAYMENT0019306,ACC0020830,2026-04-25 20:16:22,51732.58,FAILED,CALL0014965,2026-01-13 10:28:37,AGT0000970,CMP0000098,VND0000009,BUSY,2457.795833333333
PAYMENT0005344,ACC0009039,2026-04-25 20:20:43,72327.96,SUCCESS,CALL0048026,2026-01-30 22:43:37,AGT0000527,CMP0000082,VND0000006,VOICEMAIL,2037.6183333333333
PAYMENT0001518,ACC0007605,2026-04-25 20:26:22,116329.05,PENDING,,,,,,,
PAYMENT0004995,ACC0008216,2026-04-25 21:37:54,1276.32,SUCCESS,CALL0016215,2026-03-07 09:03:32,AGT0000715,CMP0000014,VND0000011,VOICEMAIL,1188.5727777777777
PAYMENT0008620,ACC0011087,2026-04-25 21:55:27,100229.45,SUCCESS,CALL0004240,2026-04-01 12:14:56,AGT0000143,CMP0000012,VND0000001,VOICEMAIL,585.6752777777778
PAYMENT0012497,ACC0024428,2026-04-25 22:32:41,11500.58,SUCCESS,CALL0005558,2026-01-16 10:56:01,AGT0000062,CMP0000027,VND0000004,ANSWERED,2387.6111111111113
PAYMENT0024599,ACC0024196,2026-04-25 22:53:48,52883.43,SUCCESS,CALL0039857,2026-04-12 07:44:38,AGT0000344,CMP0000045,VND0000005,FAILED,327.15277777777777
PAYMENT0023126,ACC0006460,2026-04-25 23:19:06,93970.21,SUCCESS,CALL0055180,2026-03-25 21:16:45,AGT0000285,CMP0000062,VND0000011,FAILED,746.0391666666667
PAYMENT0007935,ACC0008442,2026-04-25 23:49:22,137867.75,SUCCESS,,,,,,,
PAYMENT0018206,ACC0016773,2026-04-25 23:50:53,56737.75,PENDING,CALL0015500,2026-04-11 23:03:04,AGT0000382,CMP0000018,VND0000003,NO_ANSWER,336.7969444444444
PAYMENT0001268,ACC0003045,2026-04-25 23:57:08,48630.86,SUCCESS,,,,,,,
PAYMENT0014769,ACC0014009,2026-04-26 00:02:34,23422.06,SUCCESS,CALL0010088,2026-02-04 20:35:41,AGT0000774,CMP0000052,VND0000008,VOICEMAIL,1923.4480555555556
PAYMENT0017902,ACC0013812,2026-04-26 00:07:17,133388.23,SUCCESS,,,,,,,
PAYMENT0017225,ACC0001893,2026-04-26 00:54:22,17537.8,SUCCESS,CALL0087158,2026-03-24 02:38:55,AGT0000558,CMP0000062,VND0000008,NO_ANSWER,790.2575
PAYMENT0012427,ACC0010396,2026-04-26 00:55:44,17701.36,SUCCESS,CALL0070815,2026-04-24 22:58:18,AGT0000256,CMP0000099,VND0000004,VOICEMAIL,25.95722222222222
PAYMENT0006595,ACC0029228,2026-04-26 01:06:34,40766.96,SUCCESS,CALL0057169,2026-04-24 13:10:06,AGT0000124,CMP0000084,VND0000014,BUSY,35.94111111111111
PAYMENT0002984,ACC0027383,2026-04-26 01:13:11,67786.39,SUCCESS,CALL0045015,2026-02-07 06:04:03,AGT0000539,CMP0000102,VND0000011,FAILED,1867.1522222222222
PAYMENT0008315,ACC0013283,2026-04-26 01:46:27,137227.65,SUCCESS,CALL0079638,2026-04-05 22:51:02,,CMP0000063,VND0000010,BUSY,482.9236111111111
PAYMENT0024416,ACC0018169,2026-04-26 02:34:29,90785.52,PENDING,CALL0084383,2026-04-06 02:36:38,AGT0000952,CMP0000020,VND0000004,VOICEMAIL,479.96416666666664
PAYMENT0024789,ACC0026173,2026-04-26 02:43:08,73287.1,SUCCESS,CALL0020938,2026-04-24 15:07:32,AGT0000897,CMP0000107,VND0000007,FAILED,35.593333333333334
PAYMENT0005005,ACC0026007,2026-04-26 02:53:11,130395.71,SUCCESS,CALL0039837,2026-04-17 07:22:08,AGT0000551,CMP0000007,VND0000001,VOICEMAIL,211.5175
PAYMENT0003637,ACC0020919,2026-04-26 03:21:31,31517.57,SUCCESS,CALL0078957,2026-04-18 23:45:42,AGT0000137,CMP0000049,VND0000007,BUSY,171.59694444444443
PAYMENT0022456,ACC0007749,2026-04-26 03:21:56,16912.95,SUCCESS,CALL0013853,2026-01-30 10:34:30,AGT0000547,CMP0000020,VND0000010,ANSWERED,2056.7905555555553
PAYMENT0017681,ACC0024478,2026-04-26 03:23:57,116932.54,SUCCESS,CALL0064050,2026-03-06 18:55:30,AGT0000689,CMP0000030,VND0000002,BUSY,1208.4741666666666
PAYMENT0018305,ACC0012405,2026-04-26 03:31:10,63113.08,SUCCESS,CALL0072197,2026-03-20 06:08:27,,CMP0000108,VND0000005,NO_ANSWER,885.3786111111111
PAYMENT0018249,ACC0001113,2026-04-26 03:33:05,76499.12,PENDING,CALL0036843,2026-03-15 23:40:21,AGT0000693,CMP0000055,VND0000011,FAILED,987.8788888888889
PAYMENT0012521,ACC0010290,2026-04-26 03:55:41,32517.46,SUCCESS,CALL0030399,2026-04-14 01:55:27,AGT0000913,CMP0000047,VND0000001,VOICEMAIL,290.00388888888887
PAYMENT0012521,ACC0010290,2026-04-26 03:55:41,32517.46,SUCCESS,CALL0030399,2026-04-14 01:55:27,AGT0000913,CMP0000047,VND0000001,VOICEMAIL,290.00388888888887
PAYMENT0016878,ACC0011007,2026-04-26 04:14:40,37353.52,PENDING,CALL0019892,2026-01-04 16:09:49,AGT0000094,CMP0000094,VND0000002,ANSWERED,2676.0808333333334
PAYMENT0023565,ACC0029704,2026-04-26 04:14:45,132387.4,SUCCESS,CALL0014925,2026-02-14 14:01:37,AGT0000016,CMP0000005,VND0000008,NO_ANSWER,1694.2188888888888
PAYMENT0018410,ACC0000027,2026-04-26 04:45:57,68811.42,PENDING,CALL0050562,2026-02-18 09:30:01,AGT0000998,CMP0000087,VND0000010,ANSWERED,1603.2655555555555
PAYMENT0001129,ACC0024161,2026-04-26 04:52:09,1660.24,SUCCESS,,,,,,,
PAYMENT0007738,ACC0014752,2026-04-26 05:08:14,647.63,SUCCESS,,,,,,,
PAYMENT0006725,ACC0012074,2026-04-26 05:43:17,142227.0,SUCCESS,,,,,,,
PAYMENT0008760,ACC0011876,2026-04-26 05:50:36,123344.57,SUCCESS,CALL0021791,2026-03-02 17:25:08,AGT0000448,CMP0000032,VND0000002,NO_ANSWER,1308.4244444444444
PAYMENT0015195,ACC0000254,2026-04-26 05:56:50,72037.83,SUCCESS,CALL0084095,2026-01-29 04:40:46,AGT0000043,CMP0000014,VND0000006,BUSY,2089.2677777777776
PAYMENT0011212,ACC0015413,2026-04-26 06:34:26,55807.23,SUCCESS,CALL0077704,2026-04-04 22:43:57,AGT0000385,CMP0000104,VND0000005,BUSY,511.8413888888889
PAYMENT0021673,ACC0022376,2026-04-26 07:01:59,21724.72,SUCCESS,CALL0002458,2026-03-24 13:29:06,AGT0000629,CMP0000017,VND0000011,FAILED,785.5480555555556
PAYMENT0001074,ACC0013889,2026-04-26 07:03:00,42111.29,SUCCESS,,,,,,,
PAYMENT0004141,ACC0003118,2026-04-26 07:23:42,60175.23,SUCCESS,CALL0032202,2026-03-17 18:36:46,AGT0000292,CMP0000099,VND0000012,NO_ANSWER,948.7822222222222
PAYMENT0015113,ACC0003131,2026-04-26 07:42:18,146567.18,SUCCESS,CALL0021096,2026-02-15 10:03:01,AGT0000969,CMP0000081,VND0000003,VOICEMAIL,1677.6547222222223
PAYMENT0002436,ACC0007259,2026-04-26 07:52:43,112313.85,SUCCESS,,,,,,,
PAYMENT0011533,ACC0028568,2026-04-26 08:03:55,147776.64,SUCCESS,,,,,,,
PAYMENT0012430,ACC0029404,2026-04-26 08:36:18,83481.42,SUCCESS,CALL0054212,2026-02-07 12:32:12,AGT0000696,CMP0000104,VND0000005,NO_ANSWER,1868.0683333333334
PAYMENT0010575,ACC0002814,2026-04-26 08:45:56,38544.84,PENDING,,,,,,,
PAYMENT0010575,ACC0002814,2026-04-26 08:45:56,38544.84,PENDING,,,,,,,
PAYMENT0020977,ACC0012473,2026-04-26 08:48:54,55156.55,SUCCESS,CALL0047878,2026-01-12 17:43:52,AGT0000659,CMP0000095,VND0000011,VOICEMAIL,2487.083888888889
PAYMENT0002668,ACC0013732,2026-04-26 08:53:28,96080.09,SUCCESS,CALL0044709,2026-04-01 20:12:47,AGT0000238,CMP0000022,VND0000013,NO_ANSWER,588.6780555555556
PAYMENT0013359,ACC0012921,2026-04-26 09:10:39,24753.43,SUCCESS,CALL0082202,2026-02-18 15:33:27,AGT0000282,CMP0000071,VND0000013,ANSWERED,1601.62
PAYMENT0004992,ACC0014297,2026-04-26 09:25:52,110166.55,SUCCESS,CALL0038263,2026-03-16 23:48:49,AGT0000591,CMP0000042,VND0000014,NO_ANSWER,969.6175
PAYMENT0017099,ACC0018455,2026-04-26 09:46:53,138860.27,SUCCESS,,,,,,,
PAYMENT0023346,ACC0020526,2026-04-26 10:19:07,12026.56,SUCCESS,CALL0084791,2026-04-23 05:48:29,AGT0000347,CMP0000101,VND0000010,VOICEMAIL,76.51055555555556
PAYMENT0002570,ACC0021733,2026-04-26 10:29:59,93878.46,SUCCESS,CALL0038133,2026-02-06 20:19:01,AGT0000555,CMP0000080,VND0000005,NO_ANSWER,1886.1827777777778
PAYMENT0009407,ACC0002280,2026-04-26 11:13:50,3474.69,SUCCESS,CALL0027144,2026-03-14 16:15:43,AGT0000589,CMP0000031,VND0000011,BUSY,1026.9686111111112
PAYMENT0019406,ACC0006371,2026-04-26 11:36:50,67387.66,SUCCESS,CALL0000881,2026-04-23 14:03:44,AGT0000498,CMP0000071,VND0000015,BUSY,69.55166666666666
PAYMENT0002607,ACC0010034,2026-04-26 11:49:01,116151.23,PENDING,CALL0013816,2026-01-24 01:40:24,AGT0000775,CMP0000087,VND0000012,BUSY,2218.143611111111
PAYMENT0014009,ACC0020329,2026-04-26 12:56:30,111792.02,SUCCESS,CALL0042749,2026-04-21 03:17:05,AGT0000310,CMP0000068,VND0000004,ANSWERED,129.65694444444443
PAYMENT0018424,ACC0014075,2026-04-26 13:02:13,21915.39,SUCCESS,CALL0055527,2026-03-14 00:40:20,AGT0000361,CMP0000046,VND0000011,FAILED,1044.3647222222223
PAYMENT0007384,ACC0022947,2026-04-26 13:04:43,124222.07,FAILED,CALL0028230,2026-03-04 15:41:27,AGT0000684,CMP0000007,VND0000003,ANSWERED,1269.3877777777777
PAYMENT0006896,ACC0008604,2026-04-26 13:08:28,47880.17,SUCCESS,CALL0038431,2026-01-16 00:14:10,AGT0000999,CMP0000086,VND0000008,BUSY,2412.905
PAYMENT0014517,ACC0026816,2026-04-26 13:55:28,45172.59,SUCCESS,CALL0083290,2026-01-13 21:35:16,AGT0000200,CMP0000010,VND0000008,VOICEMAIL,2464.3366666666666
PAYMENT0003550,ACC0019575,2026-04-26 14:22:11,82853.12,FAILED,CALL0070413,2026-01-14 17:07:32,AGT0000147,CMP0000036,VND0000005,ANSWERED,2445.244166666667
PAYMENT0012611,ACC0024231,2026-04-26 14:23:11,7242.63,REVERSED,CALL0059725,2026-03-11 14:50:25,AGT0000822,CMP0000005,VND0000008,NO_ANSWER,1103.546111111111
PAYMENT0024600,ACC0020812,2026-04-26 14:26:19,39194.8,SUCCESS,CALL0035451,2026-02-20 18:59:16,,CMP0000008,VND0000008,VOICEMAIL,1555.4508333333333
PAYMENT0012293,ACC0014096,2026-04-26 14:51:07,4355.92,REVERSED,CALL0023820,2026-04-09 18:37:45,AGT0000426,CMP0000085,VND0000010,NO_ANSWER,404.22277777777776
PAYMENT0018548,ACC0016868,2026-04-26 14:54:36,26182.03,SUCCESS,CALL0044955,2026-03-27 17:54:01,AGT0000810,CMP0000020,VND0000004,VOICEMAIL,717.0097222222222
PAYMENT0001452,ACC0009040,2026-04-26 15:00:06,111929.77,SUCCESS,,,,,,,
PAYMENT0010871,ACC0021485,2026-04-26 15:02:27,100066.74,SUCCESS,CALL0083834,2026-04-04 02:21:05,AGT0000376,CMP0000040,VND0000009,FAILED,540.6894444444445
PAYMENT0006376,ACC0019501,2026-04-26 15:28:25,125476.39,SUCCESS,,,,,,,
PAYMENT0021440,ACC0011248,2026-04-26 15:30:05,94173.66,SUCCESS,CALL0003845,2026-04-18 14:26:59,AGT0000292,CMP0000070,VND0000010,BUSY,193.05166666666668
PAYMENT0008412,ACC0017644,2026-04-26 15:53:37,51468.22,SUCCESS,CALL0052183,2026-03-24 09:03:15,AGT0000386,CMP0000075,VND0000007,BUSY,798.8394444444444
PAYMENT0014294,ACC0023152,2026-04-26 16:02:13,50868.45,SUCCESS,,,,,,,
PAYMENT0001302,ACC0002844,2026-04-26 16:18:55,106788.45,SUCCESS,,,,,,,
PAYMENT0024135,ACC0018989,2026-04-26 16:24:32,92771.94,PENDING,CALL0010596,2026-03-26 14:41:35,AGT0000169,CMP0000037,VND0000011,VOICEMAIL,745.7158333333333
PAYMENT0022583,ACC0025551,2026-04-26 16:27:21,102591.67,FAILED,CALL0057131,2026-03-24 09:31:23,AGT0000265,CMP0000017,VND0000005,BUSY,798.9327777777778
PAYMENT0015268,ACC0009870,2026-04-26 16:58:50,44711.91,SUCCESS,,,,,,,
PAYMENT0024824,ACC0009527,2026-04-26 17:02:15,51660.03,SUCCESS,CALL0008544,2026-04-18 23:19:25,AGT0000702,CMP0000088,VND0000002,FAILED,185.7138888888889
PAYMENT0007955,ACC0019500,2026-04-26 17:10:50,87351.28,PENDING,CALL0014653,2026-04-04 09:27:10,AGT0000649,CMP0000091,VND0000013,BUSY,535.7277777777778
PAYMENT0003412,ACC0004366,2026-04-26 17:47:38,6551.49,SUCCESS,,,,,,,
PAYMENT0009756,ACC0008638,2026-04-26 18:03:17,82113.96,SUCCESS,CALL0040657,2026-04-15 08:37:40,AGT0000558,CMP0000024,VND0000014,VOICEMAIL,273.4269444444444
PAYMENT0013926,ACC0017584,2026-04-26 18:06:12,123336.69,SUCCESS,,,,,,,
PAYMENT0008792,ACC0029835,2026-04-26 18:27:06,66909.08,SUCCESS,,,,,,,
PAYMENT0024949,ACC0000980,2026-04-26 18:35:50,52193.03,SUCCESS,,,,,,,
PAYMENT0008405,ACC0028632,2026-04-26 18:49:51,63475.03,SUCCESS,CALL0033583,2026-01-22 11:40:11,AGT0000794,CMP0000053,VND0000012,VOICEMAIL,2263.161111111111
PAYMENT0020161,ACC0023942,2026-04-26 18:52:14,69575.26,SUCCESS,CALL0011358,2026-03-23 01:42:54,AGT0000292,CMP0000025,VND0000008,BUSY,833.1555555555556
PAYMENT0019408,ACC0013541,2026-04-26 18:59:05,148801.79,SUCCESS,CALL0012313,2026-03-06 20:13:16,AGT0000532,CMP0000044,VND0000002,BUSY,1222.763611111111
PAYMENT0008730,ACC0028115,2026-04-26 19:09:32,97993.11,SUCCESS,CALL0055885,2026-03-25 11:00:18,AGT0000662,CMP0000049,VND0000004,NO_ANSWER,776.1538888888889
PAYMENT0008730,ACC0028115,2026-04-26 19:09:32,97993.11,SUCCESS,CALL0055885,2026-03-25 11:00:18,AGT0000662,CMP0000049,VND0000004,NO_ANSWER,776.1538888888889
PAYMENT0002651,ACC0023195,2026-04-26 19:17:04,102922.1,SUCCESS,CALL0042466,2026-02-24 02:31:15,AGT0000542,CMP0000034,VND0000004,ANSWERED,1480.763611111111
PAYMENT0015580,ACC0028168,2026-04-26 19:19:39,62449.5,SUCCESS,CALL0046902,2026-02-24 03:12:50,AGT0000434,CMP0000085,VND0000008,VOICEMAIL,1480.1136111111111
PAYMENT0016256,ACC0026554,2026-04-26 19:24:16,53292.89,SUCCESS,CALL0041673,2026-04-04 18:10:06,AGT0000083,CMP0000028,VND0000011,ANSWERED,529.2361111111111
PAYMENT0003755,ACC0003343,2026-04-26 19:29:07,33042.38,SUCCESS,,,,,,,
PAYMENT0021592,ACC0022325,2026-04-26 19:55:04,126393.12,SUCCESS,,,,,,,
PAYMENT0016073,ACC0006520,2026-04-26 20:22:27,57762.79,FAILED,CALL0020594,2026-02-18 20:59:42,AGT0000320,CMP0000099,VND0000014,BUSY,1607.3791666666666
PAYMENT0005110,ACC0004996,2026-04-26 20:33:17,48572.83,FAILED,CALL0047801,2026-04-11 10:54:20,AGT0000126,CMP0000098,VND0000008,BUSY,369.64916666666664
PAYMENT0020885,ACC0004326,2026-04-26 20:33:38,7119.87,FAILED,CALL0065314,2026-03-09 00:37:11,AGT0000859,CMP0000051,VND0000012,ANSWERED,1171.9408333333333
PAYMENT0000341,ACC0013564,2026-04-26 20:37:19,16760.54,REVERSED,CALL0045539,2026-03-22 05:56:58,AGT0000095,CMP0000025,VND0000014,ANSWERED,854.6725
PAYMENT0008098,ACC0008860,2026-04-26 20:58:34,40282.31,PENDING,CALL0030962,2026-03-23 09:06:01,AGT0000913,CMP0000066,VND0000012,ANSWERED,827.8758333333334
PAYMENT0016315,ACC0008734,2026-04-26 21:09:04,127951.83,SUCCESS,CALL0020697,2026-03-30 02:02:34,AGT0000047,CMP0000030,VND0000013,NO_ANSWER,667.1083333333333
PAYMENT0005440,ACC0024279,2026-04-26 21:20:25,69899.52,SUCCESS,CALL0034026,2026-04-26 19:43:50,AGT0000507,CMP0000117,VND0000012,FAILED,1.6097222222222223
PAYMENT0004622,ACC0015070,2026-04-26 21:23:47,23025.53,FAILED,CALL0018954,2026-03-28 09:09:46,AGT0000079,CMP0000072,VND0000002,NO_ANSWER,708.2336111111111
PAYMENT0020086,ACC0028618,2026-04-26 21:23:50,89785.94,PENDING,CALL0071718,2026-01-06 10:53:28,AGT0000425,CMP0000005,VND0000003,NO_ANSWER,2650.5061111111113
PAYMENT0015933,ACC0024451,2026-04-26 21:25:12,51122.77,REVERSED,,,,,,,
PAYMENT0014919,ACC0001306,2026-04-26 21:28:49,44324.35,SUCCESS,CALL0057945,2026-04-11 05:49:48,AGT0000368,CMP0000010,VND0000014,FAILED,375.6502777777778
PAYMENT0024174,ACC0022644,2026-04-26 21:47:44,139756.11,SUCCESS,CALL0031096,2026-02-22 05:57:18,AGT0000782,CMP0000081,VND0000004,VOICEMAIL,1527.8405555555555
PAYMENT0024994,ACC0023526,2026-04-26 21:49:00,128442.33,SUCCESS,,,,,,,
PAYMENT0009645,ACC0020737,2026-04-26 22:32:15,90251.24,SUCCESS,CALL0080686,2026-03-07 21:10:34,AGT0000967,CMP0000091,VND0000010,NO_ANSWER,1201.361388888889
PAYMENT0022978,ACC0026717,2026-04-26 22:35:32,6835.94,SUCCESS,CALL0042476,2026-04-25 23:53:27,AGT0000850,CMP0000012,VND0000007,BUSY,22.70138888888889
PAYMENT0023609,ACC0026585,2026-04-26 22:52:02,73640.3,SUCCESS,CALL0010159,2026-03-17 17:08:29,AGT0000708,CMP0000078,VND0000014,BUSY,965.7258333333333
PAYMENT0000447,ACC0015233,2026-04-26 23:17:16,93762.91,PENDING,CALL0067394,2026-03-19 20:23:04,AGT0000605,CMP0000010,VND0000008,ANSWERED,914.9033333333333
PAYMENT0019166,ACC0008165,2026-04-26 23:19:36,131158.2,SUCCESS,,,,,,,
PAYMENT0007863,ACC0008699,2026-04-26 23:20:46,77524.79,SUCCESS,CALL0050583,2026-04-04 22:31:57,AGT0000389,CMP0000005,VND0000013,ANSWERED,528.8136111111111
PAYMENT0022895,ACC0015698,2026-04-26 23:21:59,11760.57,SUCCESS,,,,,,,
PAYMENT0024481,ACC0017313,2026-04-26 23:31:17,17327.88,PENDING,CALL0033697,2026-04-09 07:37:25,AGT0000320,CMP0000055,VND0000008,FAILED,423.8977777777778
PAYMENT0018540,ACC0022900,2026-04-26 23:55:39,143113.64,FAILED,CALL0082807,2026-01-13 10:59:35,AGT0000694,CMP0000109,VND0000004,FAILED,2484.9344444444446
PAYMENT0000811,ACC0011578,2026-04-27 00:00:34,111981.2,SUCCESS,CALL0055318,2026-01-19 18:46:52,AGT0000440,CMP0000102,VND0000012,BUSY,2333.2283333333335
PAYMENT0024108,ACC0027365,2026-04-27 00:06:24,108280.23,SUCCESS,CALL0023156,2026-01-05 04:29:13,AGT0000550,CMP0000064,VND0000005,ANSWERED,2683.619722222222
PAYMENT0002900,ACC0015309,2026-04-27 00:33:13,102984.29,SUCCESS,,,,,,,
PAYMENT0017687,ACC0017773,2026-04-27 00:34:11,13635.5,SUCCESS,CALL0030628,2026-02-03 16:19:52,AGT0000601,CMP0000023,VND0000008,FAILED,1976.2386111111111
PAYMENT0005520,ACC0017596,2026-04-27 00:43:04,118887.1,PENDING,CALL0045844,2026-02-26 09:27:08,AGT0000051,CMP0000037,VND0000001,ANSWERED,1431.2655555555555
PAYMENT0009463,ACC0022243,2026-04-27 00:58:31,148108.96,SUCCESS,CALL0044812,2026-04-23 22:00:52,AGT0000893,CMP0000015,VND0000005,BUSY,74.96083333333333
PAYMENT0007017,ACC0013073,2026-04-27 01:08:00,50228.55,SUCCESS,,,,,,,
PAYMENT0019693,ACC0006207,2026-04-27 01:12:40,103234.19,FAILED,CALL0001215,2026-02-07 05:44:34,AGT0000830,CMP0000072,VND0000015,VOICEMAIL,1891.4683333333332
PAYMENT0004764,ACC0005263,2026-04-27 01:25:17,20158.15,SUCCESS,CALL0005557,2026-01-17 16:16:27,AGT0000474,CMP0000113,VND0000013,VOICEMAIL,2385.1472222222224
PAYMENT0001003,ACC0019878,2026-04-27 01:32:27,21544.56,FAILED,,,,,,,
PAYMENT0001753,ACC0007133,2026-04-27 01:40:40,58087.14,PENDING,CALL0040063,2026-02-17 18:30:13,AGT0000727,CMP0000072,VND0000002,FAILED,1639.1741666666667
PAYMENT0011381,ACC0029862,2026-04-27 02:07:13,116569.46,SUCCESS,CALL0048694,2026-04-22 11:12:48,AGT0000062,CMP0000031,VND0000007,ANSWERED,110.90694444444445
PAYMENT0003449,ACC0007851,2026-04-27 02:28:54,18141.02,PENDING,CALL0080031,2026-04-20 03:04:42,AGT0000388,CMP0000021,VND0000004,VOICEMAIL,167.40333333333334
PAYMENT0017051,ACC0025087,2026-04-27 02:49:00,133028.59,PENDING,CALL0022867,2026-02-05 06:56:05,AGT0000589,CMP0000084,VND0000003,FAILED,1939.8819444444443
PAYMENT0018111,ACC0028118,2026-04-27 03:00:19,144756.03,FAILED,,,,,,,
PAYMENT0000502,ACC0010615,2026-04-27 03:44:10,148303.52,SUCCESS,,,,,,,
PAYMENT0002066,ACC0023106,2026-04-27 03:50:09,131692.32,SUCCESS,CALL0068224,2026-03-20 00:13:09,AGT0000860,CMP0000027,VND0000006,NO_ANSWER,915.6166666666667
PAYMENT0004860,ACC0009305,2026-04-27 04:03:04,29477.94,SUCCESS,CALL0004887,2026-01-14 10:26:21,AGT0000522,CMP0000081,VND0000002,ANSWERED,2465.6119444444444
PAYMENT0017874,ACC0012884,2026-04-27 04:18:37,85068.76,REVERSED,CALL0053610,2026-03-28 11:15:47,AGT0000214,CMP0000047,VND0000010,NO_ANSWER,713.0472222222222
PAYMENT0006659,ACC0008341,2026-04-27 04:25:25,116497.38,FAILED,CALL0039922,2026-04-14 01:25:16,AGT0000714,CMP0000047,VND0000011,ANSWERED,315.0025
PAYMENT0008811,ACC0003461,2026-04-27 04:26:56,68879.78,SUCCESS,CALL0035251,2026-04-08 12:51:13,AGT0000226,CMP0000112,VND0000011,VOICEMAIL,447.59527777777777
PAYMENT0005841,ACC0004360,2026-04-27 05:04:42,55097.73,SUCCESS,,,,,,,
PAYMENT0009413,ACC0022666,2026-04-27 05:14:38,19564.08,SUCCESS,,,,,,,
PAYMENT0019899,ACC0014896,2026-04-27 05:29:09,34955.79,SUCCESS,CALL0061891,2026-04-15 20:44:00,AGT0000619,CMP0000050,VND0000005,NO_ANSWER,272.7525
