call_id,account_id,borrower_id,event_at,agent_id,campaign_id,direction,vendor_id,call_status,duration_sec,timezone,event_at_parsed,account_timezone,account_timezone_difference_flag
CALL0048260,ACC0011457,BRW0003552,2026-04-27 18:59:16,AGT0000763,CMP0000116,OUTBOUND,VND0000003,NO_ANSWER,688,Asia/Dubai,2026-04-27 18:59:16,Asia/Kolkata,True
CALL0048261,ACC0025998,BRW0001699,2026-02-12 09:35:19,AGT0000492,CMP0000060,OUTBOUND,VND0000010,BUSY,69,UTC,2026-02-12 09:35:19,Asia/Kolkata,True
CALL0048262,ACC0022242,BRW0001079,2026-01-21 22:56:11,AGT0000013,CMP0000103,OUTBOUND,VND0000001,BUSY,846,Asia/Dubai,2026-01-21 22:56:11,UTC,True
CALL0048263,ACC0011120,BRW0002899,2026-01-27 02:12:09,AGT0000704,CMP0000008,INBOUND,VND0000015,FAILED,20,UTC,2026-01-27 02:12:09,Asia/Dubai,True
CALL0048264,ACC0006904,BRW0008455,2026-07-09 00:31:32,AGT0000028,CMP0000026,OUTBOUND,VND0000007,ANSWERED,608,UTC,2026-07-09 00:31:32,Asia/Dubai,True
CALL0048265,ACC0005087,BRW0006675,2026-06-15 01:43:27,AGT0000167,CMP0000032,INBOUND,VND0000001,FAILED,787,Asia/Dubai,2026-06-15 01:43:27,Asia/Kolkata,True
CALL0048266,ACC0029941,BRW0009513,2026-07-14 11:16:02,AGT0000029,CMP0000112,OUTBOUND,VND0000007,NO_ANSWER,874,Asia/Dubai,2026-07-14 11:16:02,Asia/Kolkata,True
CALL0048267,ACC0027269,BRW0006131,2026-03-22 01:30:10,AGT0000877,CMP0000045,OUTBOUND,VND0000001,VOICEMAIL,702,UTC,2026-03-22 01:30:10,Asia/Dubai,True
CALL0048268,ACC0006996,BRW0004300,2026-03-28 08:26:15,AGT0000650,CMP0000014,INBOUND,VND0000003,ANSWERED,323,UTC,2026-03-28 08:26:15,Asia/Kolkata,True
CALL0048270,ACC0019636,BRW0004029,2026-04-20 13:36:33,AGT0000296,CMP0000110,OUTBOUND,VND0000015,BUSY,12,Asia/Dubai,2026-04-20 13:36:33,UTC,True
CALL0048271,ACC0002363,BRW0011493,2026-01-11 08:15:04,AGT0000930,CMP0000013,OUTBOUND,VND0000003,NO_ANSWER,302,UTC,2026-01-11 08:15:04,Asia/Dubai,True
CALL0048274,ACC0029113,BRW0006451,2026-04-03 06:50:39,AGT0000116,CMP0000094,OUTBOUND,VND0000014,VOICEMAIL,595,Asia/Dubai,2026-04-03 06:50:39,Asia/Kolkata,True
CALL0048275,ACC0014328,BRW0006819,2026-04-26 22:41:01,AGT0000699,CMP0000104,OUTBOUND,VND0000013,FAILED,85,Asia/Dubai,2026-04-26 22:41:01,UTC,True
CALL0048277,ACC0029293,BRW0007072,2026-03-04 20:27:43,AGT0000176,CMP0000013,OUTBOUND,VND0000002,ANSWERED,882,UTC,2026-03-04 20:27:43,Asia/Kolkata,True
CALL0048278,ACC0013614,BRW0000475,2026-02-04 04:55:50,AGT0000969,CMP0000042,OUTBOUND,VND0000001,NO_ANSWER,748,UTC,2026-02-04 04:55:50,Asia/Kolkata,True
CALL0048279,ACC0022406,BRW0005900,2026-05-31 11:50:03,AGT0000353,CMP0000054,OUTBOUND,VND0000009,FAILED,713,Asia/Dubai,2026-05-31 11:50:03,UTC,True
CALL0048280,ACC0027796,BRW0005279,2026-02-15 09:10:43,AGT0000638,CMP0000001,OUTBOUND,VND0000008,NO_ANSWER,539,Asia/Kolkata,2026-02-15 09:10:43,UTC,True
CALL0048281,ACC0012517,BRW0008366,2026-02-23 06:06:33,AGT0000128,CMP0000007,OUTBOUND,VND0000013,BUSY,742,UTC,2026-02-23 06:06:33,Asia/Kolkata,True
CALL0048282,ACC0010783,BRW0007616,2026-01-07 18:59:45,AGT0000729,CMP0000110,INBOUND,VND0000002,VOICEMAIL,782,Asia/Dubai,2026-01-07 18:59:45,Asia/Kolkata,True
CALL0048283,ACC0020866,BRW0009213,2026-07-30 10:15:36,AGT0000055,CMP0000102,OUTBOUND,VND0000005,BUSY,641,Asia/Kolkata,2026-07-30 10:15:36,UTC,True
CALL0048285,ACC0011886,BRW0007035,2026-02-23 08:50:56,AGT0000009,CMP0000040,OUTBOUND,VND0000004,NO_ANSWER,37,UTC,2026-02-23 08:50:56,Asia/Kolkata,True
CALL0048287,ACC0001656,BRW0001099,2026-02-15 19:06:44,AGT0000725,CMP0000033,OUTBOUND,VND0000007,VOICEMAIL,211,Asia/Kolkata,2026-02-15 19:06:44,Asia/Dubai,True
CALL0048288,ACC0021690,BRW0002425,2026-07-28 01:55:57,AGT0000217,CMP0000043,OUTBOUND,VND0000014,FAILED,190,Asia/Kolkata,2026-07-28 01:55:57,Asia/Dubai,True
CALL0048290,ACC0007045,BRW0011495,2026-05-17 12:40:22,AGT0000351,CMP0000008,OUTBOUND,VND0000001,NO_ANSWER,346,Asia/Kolkata,2026-05-17 12:40:22,Asia/Dubai,True
CALL0048293,ACC0022899,BRW0009609,2026-07-14 14:58:06,AGT0000619,CMP0000032,OUTBOUND,VND0000002,FAILED,115,UTC,2026-07-14 14:58:06,Asia/Dubai,True
CALL0048294,ACC0016745,BRW0009823,2026-02-21 20:06:53,AGT0000432,CMP0000111,OUTBOUND,VND0000007,NO_ANSWER,558,Asia/Kolkata,2026-02-21 20:06:53,Asia/Dubai,True
CALL0048298,ACC0017838,BRW0011696,2026-02-24 20:11:08,AGT0000396,CMP0000012,OUTBOUND,VND0000014,BUSY,745,UTC,2026-02-24 20:11:08,Asia/Kolkata,True
CALL0048299,ACC0026038,BRW0004650,2026-05-28 03:31:12,AGT0000535,CMP0000065,OUTBOUND,VND0000009,VOICEMAIL,762,UTC,2026-05-28 03:31:12,Asia/Kolkata,True
CALL0048300,ACC0021472,BRW0001715,2026-05-16 18:48:38,AGT0000294,CMP0000074,OUTBOUND,VND0000004,ANSWERED,630,UTC,2026-05-16 18:48:38,Asia/Dubai,True
CALL0048301,ACC0012442,BRW0003568,2026-01-26 06:14:51,AGT0000778,CMP0000009,OUTBOUND,VND0000005,VOICEMAIL,502,Asia/Dubai,2026-01-26 06:14:51,UTC,True
CALL0048302,ACC0001521,BRW0006429,2026-05-08 01:19:52,AGT0000620,CMP0000108,INBOUND,VND0000008,FAILED,620,Asia/Dubai,2026-05-08 01:19:52,Asia/Kolkata,True
CALL0048304,ACC0029627,BRW0004923,2026-04-07 22:00:28,AGT0000237,CMP0000005,OUTBOUND,VND0000007,FAILED,686,UTC,2026-04-07 22:00:28,Asia/Dubai,True
CALL0048305,ACC0004304,BRW0001344,2026-02-26 17:17:25,AGT0000002,CMP0000058,OUTBOUND,VND0000013,BUSY,94,Asia/Kolkata,2026-02-26 17:17:25,Asia/Dubai,True
CALL0048306,ACC0011871,BRW0008962,2026-04-02 00:37:35,AGT0000313,CMP0000024,OUTBOUND,VND0000013,VOICEMAIL,731,UTC,2026-04-02 00:37:35,Asia/Dubai,True
CALL0048307,ACC0018468,BRW0006556,2026-03-03 16:10:00,AGT0000042,CMP0000091,OUTBOUND,VND0000011,ANSWERED,184,Asia/Dubai,2026-03-03 16:10:00,Asia/Kolkata,True
CALL0048308,ACC0011864,BRW0009451,2026-03-31 10:54:51,AGT0000232,CMP0000118,OUTBOUND,VND0000013,NO_ANSWER,625,Asia/Dubai,2026-03-31 10:54:51,Asia/Kolkata,True
CALL0048309,ACC0023413,BRW0001045,2026-05-04 03:15:01,AGT0000547,CMP0000046,INBOUND,VND0000012,FAILED,893,Asia/Dubai,2026-05-04 03:15:01,Asia/Kolkata,True
CALL0048310,ACC0007118,BRW0003957,2026-07-20 06:09:02,AGT0000610,CMP0000076,OUTBOUND,VND0000001,BUSY,893,Asia/Kolkata,2026-07-20 06:09:02,UTC,True
CALL0048317,ACC0012552,BRW0005179,2026-02-02 21:51:19,AGT0000327,CMP0000039,INBOUND,VND0000009,NO_ANSWER,519,UTC,2026-02-02 21:51:19,Asia/Dubai,True
CALL0048319,ACC0005028,BRW0000533,2026-07-27 01:15:52,AGT0000362,CMP0000107,OUTBOUND,VND0000008,BUSY,149,UTC,2026-07-27 01:15:52,Asia/Kolkata,True
CALL0048320,ACC0029007,BRW0006788,2026-01-01 16:01:18,AGT0000147,CMP0000071,OUTBOUND,VND0000007,ANSWERED,343,UTC,2026-01-01 16:01:18,Asia/Kolkata,True
CALL0048321,ACC0002939,BRW0000510,2026-02-27 02:57:33,AGT0000973,CMP0000006,OUTBOUND,VND0000011,NO_ANSWER,476,UTC,2026-02-27 02:57:33,Asia/Dubai,True
CALL0048323,ACC0014450,BRW0004723,2026-05-29 16:12:10,AGT0000203,CMP0000119,OUTBOUND,VND0000010,BUSY,613,Asia/Kolkata,2026-05-29 16:12:10,Asia/Dubai,True
CALL0048324,ACC0022418,BRW0001288,2026-03-25 05:09:46,AGT0000972,CMP0000001,OUTBOUND,VND0000006,BUSY,2,UTC,2026-03-25 05:09:46,Asia/Dubai,True
CALL0048325,ACC0003477,BRW0004240,2026-03-02 13:25:34,AGT0000498,CMP0000078,OUTBOUND,VND0000003,BUSY,104,Asia/Dubai,2026-03-02 13:25:34,Asia/Kolkata,True
CALL0048326,ACC0029110,BRW0009958,2026-04-02 07:30:36,AGT0000994,CMP0000013,OUTBOUND,VND0000008,NO_ANSWER,105,Asia/Kolkata,2026-04-02 07:30:36,UTC,True
CALL0048328,ACC0001005,BRW0002130,2026-04-15 03:56:46,AGT0000058,CMP0000082,OUTBOUND,VND0000004,BUSY,265,Asia/Kolkata,2026-04-15 03:56:46,Asia/Dubai,True
CALL0048329,ACC0005032,BRW0011756,2026-07-23 18:53:07,AGT0000371,CMP0000042,INBOUND,VND0000001,FAILED,863,UTC,2026-07-23 18:53:07,Asia/Kolkata,True
CALL0048332,ACC0003504,BRW0006321,2026-08-04 07:52:45,AGT0000921,CMP0000062,OUTBOUND,VND0000004,VOICEMAIL,460,Asia/Kolkata,2026-08-04 07:52:45,UTC,True
CALL0048333,ACC0010338,BRW0004844,2026-04-04 03:56:33,AGT0000557,CMP0000035,OUTBOUND,VND0000015,VOICEMAIL,53,Asia/Kolkata,2026-04-04 03:56:33,Asia/Dubai,True
CALL0048334,ACC0014486,BRW0001604,2026-06-19 17:46:06,AGT0000841,CMP0000064,OUTBOUND,VND0000013,VOICEMAIL,596,Asia/Kolkata,2026-06-19 17:46:06,UTC,True
CALL0048335,ACC0020509,BRW0003475,2026-05-03 15:55:00,AGT0000608,CMP0000115,OUTBOUND,VND0000012,ANSWERED,669,Asia/Dubai,2026-05-03 15:55:00,UTC,True
CALL0048337,ACC0029623,BRW0007022,2026-08-03 16:26:39,AGT0000285,CMP0000098,OUTBOUND,VND0000009,BUSY,152,Asia/Kolkata,2026-08-03 16:26:39,UTC,True
CALL0048338,ACC0006949,BRW0004440,2026-07-31 10:25:34,AGT0000786,CMP0000102,OUTBOUND,VND0000015,NO_ANSWER,539,Asia/Dubai,2026-07-31 10:25:34,UTC,True
CALL0048339,ACC0011073,BRW0003797,2026-03-05 06:44:56,AGT0000962,CMP0000028,OUTBOUND,VND0000014,BUSY,94,UTC,2026-03-05 06:44:56,Asia/Dubai,True
CALL0048340,ACC0013661,BRW0010301,2026-02-22 13:30:02,AGT0000198,CMP0000083,OUTBOUND,VND0000005,FAILED,324,UTC,2026-02-22 13:30:02,Asia/Dubai,True
CALL0048342,ACC0003572,BRW0005935,2026-01-12 00:05:14,AGT0000672,CMP0000120,OUTBOUND,VND0000015,NO_ANSWER,200,UTC,2026-01-12 00:05:14,Asia/Kolkata,True
CALL0048343,ACC0013084,BRW0007194,2026-02-08 22:53:34,AGT0000109,CMP0000079,OUTBOUND,VND0000007,NO_ANSWER,567,Asia/Kolkata,2026-02-08 22:53:34,UTC,True
CALL0048346,ACC0009296,BRW0008951,2026-02-09 02:42:38,AGT0000625,CMP0000103,OUTBOUND,VND0000004,ANSWERED,47,Asia/Dubai,2026-02-09 02:42:38,UTC,True
CALL0048352,ACC0015452,BRW0004762,2026-06-11 06:07:56,AGT0000594,CMP0000092,OUTBOUND,VND0000002,ANSWERED,798,Asia/Kolkata,2026-06-11 06:07:56,UTC,True
CALL0048353,ACC0024363,BRW0007752,2026-03-20 03:45:03,AGT0000870,CMP0000117,OUTBOUND,VND0000005,NO_ANSWER,509,Asia/Kolkata,2026-03-20 03:45:03,UTC,True
CALL0048354,ACC0013315,BRW0007979,2026-03-15 18:31:31,AGT0000732,CMP0000041,OUTBOUND,VND0000005,ANSWERED,163,UTC,2026-03-15 18:31:31,Asia/Kolkata,True
CALL0048355,ACC0029192,BRW0009024,2026-07-27 00:05:50,AGT0000824,CMP0000100,OUTBOUND,VND0000008,ANSWERED,757,UTC,2026-07-27 00:05:50,Asia/Kolkata,True
CALL0048356,ACC0006056,BRW0009163,2026-01-19 14:58:28,AGT0000808,CMP0000051,OUTBOUND,VND0000009,FAILED,316,Asia/Dubai,2026-01-19 14:58:28,Asia/Kolkata,True
CALL0048357,ACC0012056,BRW0009546,2026-06-12 03:39:32,AGT0000584,CMP0000026,OUTBOUND,VND0000009,FAILED,601,UTC,2026-06-12 03:39:32,Asia/Kolkata,True
CALL0048358,ACC0027858,BRW0003789,2026-01-27 13:43:02,AGT0000425,CMP0000029,OUTBOUND,VND0000004,BUSY,410,UTC,2026-01-27 13:43:02,Asia/Kolkata,True
CALL0048360,ACC0028968,BRW0011323,2026-02-23 06:42:57,AGT0000051,CMP0000084,OUTBOUND,VND0000002,NO_ANSWER,281,Asia/Dubai,2026-02-23 06:42:57,UTC,True
CALL0048361,ACC0012707,BRW0000536,2026-04-23 23:18:12,AGT0000868,CMP0000062,OUTBOUND,VND0000013,VOICEMAIL,791,Asia/Dubai,2026-04-23 23:18:12,UTC,True
CALL0048363,ACC0024444,BRW0011284,2026-05-04 17:34:27,AGT0000566,CMP0000110,OUTBOUND,VND0000004,FAILED,355,Asia/Dubai,2026-05-04 17:34:27,Asia/Kolkata,True
CALL0048364,ACC0015251,BRW0004099,2026-06-17 04:01:34,AGT0000318,CMP0000009,OUTBOUND,VND0000004,VOICEMAIL,86,UTC,2026-06-17 04:01:34,Asia/Kolkata,True
CALL0048366,ACC0004102,BRW0005965,2026-06-08 05:27:47,AGT0000719,CMP0000037,OUTBOUND,VND0000006,FAILED,814,UTC,2026-06-08 05:27:47,Asia/Kolkata,True
CALL0048367,ACC0028351,BRW0002866,2026-02-15 05:33:58,AGT0000614,CMP0000017,OUTBOUND,VND0000010,BUSY,826,Asia/Kolkata,2026-02-15 05:33:58,UTC,True
CALL0048370,ACC0016143,BRW0000196,2026-06-10 00:58:00,AGT0000793,CMP0000080,OUTBOUND,VND0000007,FAILED,157,Asia/Kolkata,2026-06-10 00:58:00,UTC,True
CALL0048371,ACC0002283,BRW0009998,2026-04-12 19:29:43,AGT0000604,CMP0000055,OUTBOUND,VND0000013,NO_ANSWER,602,Asia/Dubai,2026-04-12 19:29:43,Asia/Kolkata,True
CALL0048372,ACC0008578,BRW0011524,2026-02-24 08:51:08,AGT0000603,CMP0000006,INBOUND,VND0000005,FAILED,842,Asia/Dubai,2026-02-24 08:51:08,UTC,True
CALL0048373,ACC0026780,BRW0003344,2026-01-25 22:12:57,AGT0000542,CMP0000120,OUTBOUND,VND0000010,BUSY,744,Asia/Dubai,2026-01-25 22:12:57,Asia/Kolkata,True
CALL0048374,ACC0024887,BRW0001867,2026-05-06 03:21:33,AGT0000611,CMP0000085,OUTBOUND,VND0000009,VOICEMAIL,164,Asia/Kolkata,2026-05-06 03:21:33,UTC,True
CALL0048375,ACC0016419,BRW0010532,2026-04-06 23:37:41,AGT0000161,CMP0000084,OUTBOUND,VND0000013,BUSY,858,Asia/Kolkata,2026-04-06 23:37:41,UTC,True
CALL0048376,ACC0006484,BRW0011112,2026-02-20 00:16:33,AGT0000465,CMP0000112,OUTBOUND,VND0000003,NO_ANSWER,151,UTC,2026-02-20 00:16:33,Asia/Kolkata,True
CALL0048378,ACC0012429,BRW0003057,2026-02-18 10:36:25,AGT0000727,CMP0000061,OUTBOUND,VND0000007,NO_ANSWER,866,Asia/Kolkata,2026-02-18 10:36:25,UTC,True
CALL0048380,ACC0020862,BRW0009011,2026-06-06 22:31:47,AGT0000685,CMP0000090,OUTBOUND,VND0000015,BUSY,438,Asia/Dubai,2026-06-06 22:31:47,Asia/Kolkata,True
CALL0048381,ACC0024999,BRW0001309,2026-01-14 20:34:49,AGT0000902,CMP0000034,OUTBOUND,VND0000011,FAILED,565,Asia/Dubai,2026-01-14 20:34:49,Asia/Kolkata,True
CALL0048382,ACC0022798,BRW0008381,2026-03-06 13:46:24,AGT0000579,CMP0000013,OUTBOUND,VND0000010,BUSY,883,UTC,2026-03-06 13:46:24,Asia/Dubai,True
CALL0048384,ACC0025144,BRW0011263,2026-04-27 08:40:42,AGT0000097,CMP0000109,OUTBOUND,VND0000005,ANSWERED,460,Asia/Kolkata,2026-04-27 08:40:42,UTC,True
CALL0048386,ACC0010075,BRW0002718,2026-08-01 23:51:27,AGT0000032,CMP0000096,OUTBOUND,VND0000001,NO_ANSWER,753,Asia/Kolkata,2026-08-01 23:51:27,Asia/Dubai,True
CALL0048389,ACC0019269,BRW0010715,2026-04-30 09:49:44,AGT0000161,CMP0000004,OUTBOUND,VND0000011,BUSY,165,UTC,2026-04-30 09:49:44,Asia/Kolkata,True
CALL0048390,ACC0027688,BRW0009602,2026-02-08 07:19:10,AGT0000209,CMP0000085,OUTBOUND,VND0000001,FAILED,62,Asia/Dubai,2026-02-08 07:19:10,UTC,True
CALL0048391,ACC0013787,BRW0005279,2026-02-21 11:14:21,AGT0000251,CMP0000099,OUTBOUND,VND0000006,NO_ANSWER,612,UTC,2026-02-21 11:14:21,Asia/Kolkata,True
CALL0048392,ACC0028160,BRW0001629,2026-08-05 17:01:06,AGT0000150,CMP0000035,OUTBOUND,VND0000004,BUSY,886,Asia/Kolkata,2026-08-05 17:01:06,UTC,True
CALL0048393,ACC0003369,BRW0005499,2026-05-01 03:42:45,AGT0000025,CMP0000082,INBOUND,VND0000009,VOICEMAIL,28,UTC,2026-05-01 03:42:45,Asia/Kolkata,True
CALL0048394,ACC0016149,BRW0007351,2026-06-20 23:43:15,AGT0000165,CMP0000075,OUTBOUND,VND0000004,FAILED,430,Asia/Dubai,2026-06-20 23:43:15,UTC,True
CALL0048395,ACC0014988,BRW0007490,2026-02-13 05:21:29,AGT0000892,CMP0000047,OUTBOUND,VND0000015,ANSWERED,772,Asia/Kolkata,2026-02-13 05:21:29,UTC,True
CALL0048396,ACC0027642,BRW0005260,2026-02-04 14:48:12,AGT0000120,CMP0000006,OUTBOUND,VND0000010,FAILED,264,Asia/Kolkata,2026-02-04 14:48:12,UTC,True
CALL0048397,ACC0017952,BRW0006819,2026-01-08 08:54:28,AGT0000148,CMP0000103,OUTBOUND,VND0000005,FAILED,890,Asia/Kolkata,2026-01-08 08:54:28,Asia/Dubai,True
CALL0048398,ACC0007488,BRW0007145,2026-07-09 07:26:34,AGT0000998,CMP0000073,OUTBOUND,VND0000014,ANSWERED,796,UTC,2026-07-09 07:26:34,Asia/Dubai,True
CALL0048399,ACC0026393,BRW0000574,2026-04-22 11:31:12,AGT0000765,CMP0000020,OUTBOUND,VND0000008,BUSY,281,Asia/Dubai,2026-04-22 11:31:12,UTC,True
CALL0048401,ACC0015856,BRW0005144,2026-04-07 07:39:28,AGT0000937,CMP0000111,OUTBOUND,VND0000010,VOICEMAIL,210,Asia/Kolkata,2026-04-07 07:39:28,Asia/Dubai,True
CALL0048402,ACC0005188,BRW0000010,2026-06-08 12:12:43,AGT0000248,CMP0000111,OUTBOUND,VND0000002,BUSY,5,Asia/Dubai,2026-06-08 12:12:43,UTC,True
CALL0048404,ACC0005443,BRW0000872,2026-07-03 11:55:08,AGT0000367,CMP0000081,OUTBOUND,VND0000010,FAILED,309,Asia/Dubai,2026-07-03 11:55:08,UTC,True
CALL0048407,ACC0029428,BRW0008327,2026-08-06 15:03:00,AGT0000439,CMP0000117,OUTBOUND,VND0000004,FAILED,574,Asia/Dubai,2026-08-06 15:03:00,Asia/Kolkata,True
CALL0048409,ACC0012033,BRW0003363,2026-02-21 11:47:08,AGT0000376,CMP0000115,OUTBOUND,VND0000005,BUSY,254,Asia/Kolkata,2026-02-21 11:47:08,Asia/Dubai,True
CALL0048410,ACC0016549,BRW0004105,2026-08-01 15:49:22,AGT0000379,CMP0000052,OUTBOUND,VND0000013,FAILED,182,Asia/Dubai,2026-08-01 15:49:22,Asia/Kolkata,True
CALL0048411,ACC0025321,BRW0004597,2026-08-04 04:07:59,AGT0000495,CMP0000025,OUTBOUND,VND0000004,ANSWERED,401,Asia/Kolkata,2026-08-04 04:07:59,UTC,True
CALL0048413,ACC0002556,BRW0004919,2026-07-14 07:53:58,AGT0000104,CMP0000041,OUTBOUND,VND0000009,FAILED,156,Asia/Kolkata,2026-07-14 07:53:58,Asia/Dubai,True
CALL0048417,ACC0029842,BRW0001876,2026-04-08 04:26:19,AGT0000420,CMP0000114,OUTBOUND,VND0000005,BUSY,304,UTC,2026-04-08 04:26:19,Asia/Dubai,True
CALL0048418,ACC0029006,BRW0008579,2026-04-12 06:26:16,AGT0000346,CMP0000101,OUTBOUND,VND0000010,ANSWERED,669,Asia/Dubai,2026-04-12 06:26:16,Asia/Kolkata,True
CALL0048419,ACC0021155,BRW0008077,2026-07-24 08:38:52,AGT0000223,CMP0000036,OUTBOUND,VND0000004,ANSWERED,853,UTC,2026-07-24 08:38:52,Asia/Kolkata,True
CALL0048421,ACC0008586,BRW0003682,2026-05-21 05:30:40,AGT0000110,CMP0000081,OUTBOUND,VND0000010,ANSWERED,411,UTC,2026-05-21 05:30:40,Asia/Dubai,True
CALL0048423,ACC0000410,BRW0008428,2026-06-28 01:12:57,AGT0000802,CMP0000104,OUTBOUND,VND0000010,ANSWERED,143,Asia/Dubai,2026-06-28 01:12:57,Asia/Kolkata,True
CALL0048424,ACC0007193,BRW0001047,2026-07-05 17:28:17,AGT0000065,CMP0000036,OUTBOUND,VND0000013,ANSWERED,274,UTC,2026-07-05 17:28:17,Asia/Dubai,True
CALL0048425,ACC0016908,BRW0002233,2026-07-30 04:08:07,AGT0000591,CMP0000029,OUTBOUND,VND0000014,BUSY,723,UTC,2026-07-30 04:08:07,Asia/Kolkata,True
CALL0048426,ACC0011481,BRW0000378,2026-01-17 16:57:43,AGT0000997,CMP0000035,OUTBOUND,VND0000010,ANSWERED,525,Asia/Kolkata,2026-01-17 16:57:43,Asia/Dubai,True
CALL0048428,ACC0023368,BRW0010485,2026-03-05 07:19:17,AGT0000580,CMP0000113,OUTBOUND,VND0000002,BUSY,516,Asia/Kolkata,2026-03-05 07:19:17,Asia/Dubai,True
CALL0048430,ACC0021748,BRW0001932,2026-01-07 03:06:16,AGT0000620,CMP0000100,OUTBOUND,VND0000003,NO_ANSWER,131,UTC,2026-01-07 03:06:16,Asia/Kolkata,True
CALL0048433,ACC0015800,BRW0011891,2026-07-02 18:21:31,AGT0000376,CMP0000044,OUTBOUND,VND0000013,ANSWERED,9,UTC,2026-07-02 18:21:31,Asia/Kolkata,True
CALL0048434,ACC0002957,BRW0005529,2026-08-05 04:51:14,AGT0000205,CMP0000082,OUTBOUND,VND0000007,NO_ANSWER,758,Asia/Kolkata,2026-08-05 04:51:14,Asia/Dubai,True
CALL0048437,ACC0002793,BRW0002190,2026-07-22 13:36:11,AGT0000859,CMP0000021,INBOUND,VND0000013,FAILED,161,Asia/Kolkata,2026-07-22 13:36:11,Asia/Dubai,True
CALL0048439,ACC0006845,BRW0005672,2026-03-20 11:14:50,AGT0000409,CMP0000047,OUTBOUND,VND0000008,ANSWERED,257,Asia/Dubai,2026-03-20 11:14:50,UTC,True
CALL0048441,ACC0005972,BRW0001709,2026-06-07 11:11:43,AGT0000478,CMP0000113,OUTBOUND,VND0000003,VOICEMAIL,266,Asia/Kolkata,2026-06-07 11:11:43,UTC,True
CALL0048443,ACC0018586,BRW0006554,2026-07-01 22:11:18,AGT0000523,CMP0000067,OUTBOUND,VND0000008,BUSY,290,Asia/Kolkata,2026-07-01 22:11:18,Asia/Dubai,True
CALL0048444,ACC0028031,BRW0011112,2026-03-23 00:58:55,AGT0000745,CMP0000007,OUTBOUND,VND0000013,VOICEMAIL,194,UTC,2026-03-23 00:58:55,Asia/Dubai,True
CALL0048445,ACC0017290,BRW0006521,2026-07-27 06:45:49,AGT0000567,CMP0000033,OUTBOUND,VND0000010,FAILED,14,UTC,2026-07-27 06:45:49,Asia/Dubai,True
CALL0048447,ACC0029987,BRW0006353,2026-06-07 05:13:52,AGT0000240,CMP0000013,OUTBOUND,VND0000013,BUSY,457,Asia/Dubai,2026-06-07 05:13:52,Asia/Kolkata,True
CALL0048448,ACC0004278,BRW0007201,2026-07-21 13:44:37,AGT0000914,CMP0000002,OUTBOUND,VND0000001,ANSWERED,134,UTC,2026-07-21 13:44:37,Asia/Dubai,True
CALL0048449,ACC0025488,BRW0008236,2026-02-24 08:33:42,AGT0000976,CMP0000027,OUTBOUND,VND0000002,FAILED,140,Asia/Dubai,2026-02-24 08:33:42,Asia/Kolkata,True
CALL0048451,ACC0016556,BRW0002461,2026-01-12 01:33:06,AGT0000908,CMP0000103,OUTBOUND,VND0000011,VOICEMAIL,896,Asia/Dubai,2026-01-12 01:33:06,Asia/Kolkata,True
CALL0048452,ACC0002849,BRW0000211,2026-07-04 07:53:31,AGT0000799,CMP0000035,OUTBOUND,VND0000002,FAILED,249,Asia/Kolkata,2026-07-04 07:53:31,UTC,True
CALL0048454,ACC0024952,BRW0002759,2026-07-13 15:33:32,AGT0000718,CMP0000033,OUTBOUND,VND0000004,FAILED,801,Asia/Kolkata,2026-07-13 15:33:32,UTC,True
CALL0048456,ACC0025389,BRW0003238,2026-05-03 19:31:29,AGT0000523,CMP0000024,INBOUND,VND0000011,VOICEMAIL,609,Asia/Kolkata,2026-05-03 19:31:29,Asia/Dubai,True
CALL0048457,ACC0022821,BRW0004786,2026-04-03 16:20:13,AGT0000272,CMP0000054,OUTBOUND,VND0000004,ANSWERED,424,Asia/Kolkata,2026-04-03 16:20:13,UTC,True
CALL0048459,ACC0017126,BRW0010771,2026-07-18 00:58:22,AGT0000796,CMP0000082,OUTBOUND,VND0000012,NO_ANSWER,597,UTC,2026-07-18 00:58:22,Asia/Kolkata,True
CALL0048460,ACC0004761,BRW0009140,2026-05-05 21:10:02,AGT0000023,CMP0000067,OUTBOUND,VND0000015,FAILED,523,Asia/Kolkata,2026-05-05 21:10:02,UTC,True
CALL0048462,ACC0023069,BRW0011535,2026-03-05 10:53:06,AGT0000244,CMP0000006,OUTBOUND,VND0000011,NO_ANSWER,342,Asia/Kolkata,2026-03-05 10:53:06,UTC,True
CALL0048463,ACC0009275,BRW0000647,2026-03-23 05:02:45,AGT0000986,CMP0000083,OUTBOUND,VND0000011,ANSWERED,10,Asia/Dubai,2026-03-23 05:02:45,Asia/Kolkata,True
CALL0048464,ACC0028821,BRW0003973,2026-03-12 18:06:00,AGT0000974,CMP0000092,INBOUND,VND0000001,FAILED,95,Asia/Dubai,2026-03-12 18:06:00,Asia/Kolkata,True
CALL0048465,ACC0029438,BRW0007283,2026-03-20 19:30:29,AGT0000683,CMP0000085,OUTBOUND,VND0000013,FAILED,207,Asia/Kolkata,2026-03-20 19:30:29,UTC,True
CALL0048467,ACC0007310,BRW0000072,2026-07-12 01:09:45,AGT0000370,CMP0000113,OUTBOUND,VND0000010,ANSWERED,156,Asia/Kolkata,2026-07-12 01:09:45,UTC,True
CALL0048468,ACC0008852,BRW0005577,2026-06-06 01:22:15,AGT0000194,CMP0000099,OUTBOUND,VND0000005,FAILED,725,Asia/Kolkata,2026-06-06 01:22:15,UTC,True
