call_id,account_id,borrower_id,event_at,agent_id,campaign_id,direction,vendor_id,call_status,duration_sec,timezone,_source_row_number,event_at_standardized,event_date,event_month,timestamp_parse_failed,account_borrower_id,borrower_account_mismatch_flag,account_timezone,account_timezone_comparison_flag,unknown_agent_flag,unknown_campaign_flag
CALL0045511,ACC0023998,BRW0008913,2026-04-30 06:25:50,AGT0000011,CMP0000100,OUTBOUND,VND0000002,VOICEMAIL,616,Asia/Dubai,45511,2026-04-30 06:25:50,2026-04-30,2026-04,False,,False,UTC,True,False,False
CALL0045512,ACC0001885,BRW0001967,2026-04-14 19:56:18,AGT0000601,CMP0000065,OUTBOUND,VND0000009,BUSY,807,UTC,45512,2026-04-14 19:56:18,2026-04-14,2026-04,False,BRW0000550,True,Asia/Kolkata,True,False,False
CALL0045513,ACC0026092,BRW0001993,2026-02-21 19:22:55,AGT0000766,CMP0000006,OUTBOUND,VND0000006,VOICEMAIL,804,Asia/Kolkata,45513,2026-02-21 19:22:55,2026-02-21,2026-02,False,BRW0001781,True,Asia/Dubai,True,False,False
CALL0045514,ACC0012359,BRW0010645,2026-08-05 19:31:15,AGT0000564,CMP0000044,OUTBOUND,VND0000012,VOICEMAIL,451,Asia/Dubai,45514,2026-08-05 19:31:15,2026-08-05,2026-08,False,BRW0011633,True,Asia/Kolkata,True,False,False
CALL0045515,ACC0008556,BRW0001776,2026-06-02 08:55:42,,CMP0000078,OUTBOUND,VND0000003,BUSY,782,Asia/Kolkata,45515,2026-06-02 08:55:42,2026-06-02,2026-06,False,BRW0008716,True,Asia/Dubai,True,False,False
CALL0045516,ACC0008202,BRW0004275,2026-05-26 20:21:09,AGT0000156,CMP0000011,OUTBOUND,VND0000009,ANSWERED,195,UTC,45516,2026-05-26 20:21:09,2026-05-26,2026-05,False,BRW0007122,True,Asia/Kolkata,True,False,False
CALL0045517,ACC0016956,BRW0007764,2026-02-17 08:16:53,AGT0000775,CMP0000047,OUTBOUND,VND0000010,BUSY,290,Asia/Kolkata,45517,2026-02-17 08:16:53,2026-02-17,2026-02,False,BRW0009671,True,Asia/Kolkata,False,False,False
CALL0045518,ACC0013311,BRW0006802,2026-06-27 14:13:59,AGT0000312,CMP0000098,OUTBOUND,VND0000001,FAILED,747,Asia/Kolkata,45518,2026-06-27 14:13:59,2026-06-27,2026-06,False,BRW0009200,True,UTC,True,False,False
CALL0045519,ACC0029345,BRW0008531,2026-01-04 13:45:45,AGT0000289,CMP0000061,OUTBOUND,VND0000008,ANSWERED,334,Asia/Dubai,45519,2026-01-04 13:45:45,2026-01-04,2026-01,False,BRW0005010,True,Asia/Kolkata,True,False,False
CALL0045520,ACC0023901,BRW0009425,2026-01-31 11:11:14,AGT0000713,CMP0000052,OUTBOUND,VND0000006,BUSY,565,UTC,45520,2026-01-31 11:11:14,2026-01-31,2026-01,False,BRW0009458,True,UTC,False,False,False
CALL0045521,ACC0025348,BRW0002276,2026-04-02 00:48:32,AGT0000102,CMP0000084,OUTBOUND,VND0000011,FAILED,150,Asia/Kolkata,45521,2026-04-02 00:48:32,2026-04-02,2026-04,False,BRW0004752,True,Asia/Kolkata,False,False,False
CALL0045522,ACC0027180,BRW0010220,2026-06-27 21:43:13,AGT0000026,CMP0000014,OUTBOUND,VND0000009,BUSY,549,UTC,45522,2026-06-27 21:43:13,2026-06-27,2026-06,False,BRW0007291,True,Asia/Dubai,True,False,False
CALL0045523,ACC0007664,BRW0003774,2026-01-03 12:38:52,AGT0000710,CMP0000095,OUTBOUND,VND0000009,VOICEMAIL,518,Asia/Dubai,45523,2026-01-03 12:38:52,2026-01-03,2026-01,False,BRW0002177,True,Asia/Kolkata,True,False,False
CALL0045524,ACC0029332,BRW0011815,2026-03-25 08:35:48,AGT0000532,CMP0000014,OUTBOUND,VND0000009,ANSWERED,495,Asia/Dubai,45524,2026-03-25 08:35:48,2026-03-25,2026-03,False,BRW0002712,True,Asia/Kolkata,True,False,False
CALL0045525,ACC0004946,BRW0008428,2026-01-04 05:33:55,AGT0000581,CMP0000014,OUTBOUND,VND0000014,FAILED,579,Asia/Kolkata,45525,2026-01-04 05:33:55,2026-01-04,2026-01,False,BRW0005146,True,Asia/Dubai,True,False,False
CALL0045526,ACC0020831,BRW0009433,2026-07-16 12:36:28,AGT0000063,CMP0000076,OUTBOUND,VND0000008,ANSWERED,788,Asia/Kolkata,45526,2026-07-16 12:36:28,2026-07-16,2026-07,False,BRW0010975,True,UTC,True,False,False
CALL0045527,ACC0026966,BRW0004445,2026-04-25 04:25:38,AGT0000644,CMP0000034,OUTBOUND,VND0000004,ANSWERED,689,Asia/Dubai,45527,2026-04-25 04:25:38,2026-04-25,2026-04,False,BRW0007274,True,Asia/Dubai,False,False,False
CALL0045528,ACC0027591,BRW0006018,2026-04-21 12:36:25,AGT0000345,CMP0000085,OUTBOUND,VND0000011,VOICEMAIL,513,UTC,45528,2026-04-21 12:36:25,2026-04-21,2026-04,False,BRW0010540,True,Asia/Dubai,True,False,False
CALL0045529,ACC0023941,BRW0003700,2026-07-15 00:00:29,AGT0000918,CMP0000039,OUTBOUND,VND0000014,NO_ANSWER,789,UTC,45529,2026-07-15 00:00:29,2026-07-15,2026-07,False,BRW0003765,True,Asia/Dubai,True,False,False
CALL0045530,ACC0028675,BRW0005255,2026-03-12 09:54:37,AGT0000302,CMP0000059,OUTBOUND,VND0000007,FAILED,611,Asia/Dubai,45530,2026-03-12 09:54:37,2026-03-12,2026-03,False,BRW0001601,True,UTC,True,False,False
CALL0045531,ACC0009983,BRW0009550,2026-03-17 02:26:02,AGT0000789,CMP0000029,OUTBOUND,VND0000001,BUSY,324,Asia/Kolkata,45531,2026-03-17 02:26:02,2026-03-17,2026-03,False,BRW0002727,True,Asia/Kolkata,False,False,False
CALL0045532,ACC0002894,BRW0004101,2026-02-20 11:46:43,AGT0000594,CMP0000106,OUTBOUND,VND0000011,NO_ANSWER,817,UTC,45532,2026-02-20 11:46:43,2026-02-20,2026-02,False,BRW0010661,True,Asia/Kolkata,True,False,False
CALL0045533,ACC0003512,BRW0005981,2026-05-03 20:07:08,AGT0000577,CMP0000018,OUTBOUND,VND0000004,VOICEMAIL,585,UTC,45533,2026-05-03 20:07:08,2026-05-03,2026-05,False,BRW0008985,True,Asia/Kolkata,True,False,False
CALL0045534,ACC0001710,BRW0004476,2026-03-26 13:19:53,AGT0000817,CMP0000053,INBOUND,VND0000012,BUSY,618,Asia/Dubai,45534,2026-03-26 13:19:53,2026-03-26,2026-03,False,BRW0008453,True,Asia/Kolkata,True,False,False
CALL0045535,ACC0007525,BRW0008367,2026-05-26 11:26:12,AGT0000028,CMP0000045,OUTBOUND,VND0000014,ANSWERED,566,Asia/Kolkata,45535,2026-05-26 11:26:12,2026-05-26,2026-05,False,BRW0009815,True,UTC,True,False,False
CALL0045536,ACC0014312,BRW0002240,2026-06-21 08:41:19,AGT0000032,CMP0000013,OUTBOUND,VND0000009,BUSY,729,UTC,45536,2026-06-21 08:41:19,2026-06-21,2026-06,False,BRW0007986,True,UTC,False,False,False
CALL0045537,ACC0007759,BRW0003791,2026-01-14 01:01:36,AGT0000519,CMP0000016,OUTBOUND,VND0000012,VOICEMAIL,317,UTC,45537,2026-01-14 01:01:36,2026-01-14,2026-01,False,BRW0005209,True,UTC,False,False,False
CALL0045538,ACC0022620,BRW0007412,2026-02-12 03:51:09,AGT0000831,CMP0000004,OUTBOUND,VND0000003,VOICEMAIL,101,Asia/Dubai,45538,2026-02-12 03:51:09,2026-02-12,2026-02,False,BRW0003030,True,Asia/Kolkata,True,False,False
CALL0045539,ACC0013564,BRW0001485,2026-03-22 05:56:58,AGT0000095,CMP0000025,OUTBOUND,VND0000014,ANSWERED,76,Asia/Kolkata,45539,2026-03-22 05:56:58,2026-03-22,2026-03,False,BRW0011777,True,UTC,True,False,False
CALL0045540,ACC0018594,BRW0007278,2026-02-20 03:15:21,AGT0000250,CMP0000091,OUTBOUND,VND0000003,NO_ANSWER,699,Asia/Dubai,45540,2026-02-20 03:15:21,2026-02-20,2026-02,False,BRW0005143,True,UTC,True,False,False
CALL0045541,ACC0007827,BRW0003265,2026-07-13 04:22:09,AGT0000667,CMP0000118,OUTBOUND,VND0000014,VOICEMAIL,652,Asia/Dubai,45541,2026-07-13 04:22:09,2026-07-13,2026-07,False,BRW0006478,True,Asia/Kolkata,True,False,False
CALL0045542,ACC0020893,BRW0007379,2026-02-13 06:54:01,AGT0000394,CMP0000048,OUTBOUND,VND0000009,BUSY,686,UTC,45542,2026-02-13 06:54:01,2026-02-13,2026-02,False,BRW0002054,True,Asia/Kolkata,True,False,False
CALL0045543,ACC0005376,BRW0010040,2026-06-15 02:53:03,AGT0000466,CMP0000106,OUTBOUND,VND0000002,VOICEMAIL,446,UTC,45543,2026-06-15 02:53:03,2026-06-15,2026-06,False,BRW0008479,True,UTC,False,False,False
CALL0045544,ACC0013769,BRW0009294,2026-04-13 19:48:37,AGT0000401,CMP0000117,INBOUND,VND0000007,NO_ANSWER,71,Asia/Dubai,45544,2026-04-13 19:48:37,2026-04-13,2026-04,False,BRW0007066,True,UTC,True,False,False
CALL0045545,ACC0012833,BRW0003895,2026-02-04 10:17:05,AGT0000160,CMP0000058,OUTBOUND,VND0000007,FAILED,245,Asia/Kolkata,45545,2026-02-04 10:17:05,2026-02-04,2026-02,False,BRW0004694,True,UTC,True,False,False
CALL0045546,ACC0005964,BRW0003273,2026-03-30 15:54:07,AGT0000649,CMP0000005,OUTBOUND,VND0000006,VOICEMAIL,46,UTC,45546,2026-03-30 15:54:07,2026-03-30,2026-03,False,BRW0009257,True,Asia/Dubai,True,False,False
CALL0045547,ACC0028738,BRW0011680,2026-04-14 16:00:20,AGT0000611,CMP0000046,OUTBOUND,VND0000002,VOICEMAIL,819,Asia/Dubai,45547,2026-04-14 16:00:20,2026-04-14,2026-04,False,BRW0003489,True,Asia/Dubai,False,False,False
CALL0045548,ACC0002264,BRW0008188,2026-06-12 22:15:14,AGT0000794,CMP0000009,OUTBOUND,VND0000010,FAILED,173,Asia/Kolkata,45548,2026-06-12 22:15:14,2026-06-12,2026-06,False,BRW0000273,True,Asia/Kolkata,False,False,False
CALL0045549,ACC0012744,BRW0001861,2026-02-04 01:08:14,AGT0000253,CMP0000049,OUTBOUND,VND0000013,FAILED,860,UTC,45549,2026-02-04 01:08:14,2026-02-04,2026-02,False,BRW0011460,True,Asia/Dubai,True,False,False
CALL0045550,ACC0013421,BRW0005937,2026-02-12 20:35:31,AGT0000062,CMP0000117,OUTBOUND,VND0000003,ANSWERED,431,Asia/Kolkata,45550,2026-02-12 20:35:31,2026-02-12,2026-02,False,BRW0002943,True,UTC,True,False,False
CALL0045551,ACC0026313,BRW0007820,2026-02-22 10:59:04,AGT0000805,CMP0000062,OUTBOUND,VND0000003,ANSWERED,311,Asia/Kolkata,45551,2026-02-22 10:59:04,2026-02-22,2026-02,False,BRW0010609,True,Asia/Kolkata,False,False,False
CALL0045552,ACC0018929,BRW0000765,2026-03-03 19:23:38,AGT0000106,CMP0000101,OUTBOUND,VND0000012,FAILED,778,Asia/Kolkata,45552,2026-03-03 19:23:38,2026-03-03,2026-03,False,BRW0004089,True,UTC,True,False,False
CALL0045553,ACC0006877,BRW0002799,2026-01-09 07:12:00,AGT0000227,CMP0000021,OUTBOUND,VND0000009,VOICEMAIL,817,Asia/Kolkata,45553,2026-01-09 07:12:00,2026-01-09,2026-01,False,BRW0001900,True,UTC,True,False,False
CALL0045554,ACC0016643,BRW0001293,2026-07-12 20:37:37,AGT0000600,CMP0000018,OUTBOUND,VND0000012,BUSY,708,Asia/Kolkata,45554,2026-07-12 20:37:37,2026-07-12,2026-07,False,BRW0010460,True,Asia/Dubai,True,False,False
CALL0045555,ACC0000129,BRW0008605,2026-02-12 16:04:12,AGT0000397,CMP0000015,OUTBOUND,VND0000005,NO_ANSWER,539,Asia/Dubai,45555,2026-02-12 16:04:12,2026-02-12,2026-02,False,BRW0004875,True,Asia/Dubai,False,False,False
CALL0045556,ACC0020638,BRW0000944,2026-02-06 22:28:27,AGT0000645,CMP0000025,OUTBOUND,VND0000014,NO_ANSWER,716,Asia/Kolkata,45556,2026-02-06 22:28:27,2026-02-06,2026-02,False,BRW0005187,True,Asia/Dubai,True,False,False
CALL0045557,ACC0007679,BRW0002214,2026-07-28 12:57:58,AGT0000479,CMP0000023,OUTBOUND,VND0000006,VOICEMAIL,485,UTC,45557,2026-07-28 12:57:58,2026-07-28,2026-07,False,BRW0005624,True,Asia/Kolkata,True,False,False
CALL0045558,ACC0027706,BRW0009991,2026-02-26 10:25:47,AGT0000504,CMP0000018,OUTBOUND,VND0000007,ANSWERED,129,Asia/Dubai,45558,2026-02-26 10:25:47,2026-02-26,2026-02,False,BRW0000642,True,UTC,True,False,False
CALL0045559,ACC0010201,BRW0001449,2026-02-27 12:00:42,AGT0000406,CMP0000092,OUTBOUND,VND0000011,NO_ANSWER,296,Asia/Kolkata,45559,2026-02-27 12:00:42,2026-02-27,2026-02,False,BRW0003850,True,Asia/Dubai,True,False,False
CALL0045560,ACC0029411,BRW0002860,2026-05-26 16:50:29,AGT0000691,CMP0000024,OUTBOUND,VND0000001,ANSWERED,551,Asia/Dubai,45560,2026-05-26 16:50:29,2026-05-26,2026-05,False,BRW0004656,True,Asia/Dubai,False,False,False
CALL0045561,ACC0000088,BRW0009797,2026-03-12 08:12:48,AGT0000014,CMP0000087,OUTBOUND,VND0000009,NO_ANSWER,421,UTC,45561,2026-03-12 08:12:48,2026-03-12,2026-03,False,BRW0008804,True,Asia/Kolkata,True,False,False
CALL0045562,ACC0014511,BRW0005734,2026-02-13 01:46:12,AGT0000401,CMP0000005,OUTBOUND,VND0000011,VOICEMAIL,367,Asia/Dubai,45562,2026-02-13 01:46:12,2026-02-13,2026-02,False,BRW0002136,True,UTC,True,False,False
CALL0045563,ACC0007478,BRW0001445,2026-04-20 09:15:00,AGT0000214,CMP0000041,OUTBOUND,VND0000002,VOICEMAIL,156,Asia/Kolkata,45563,2026-04-20 09:15:00,2026-04-20,2026-04,False,BRW0004689,True,UTC,True,False,False
CALL0045564,ACC0008673,BRW0004245,2026-02-24 04:42:07,AGT0000395,CMP0000094,OUTBOUND,VND0000012,VOICEMAIL,498,Asia/Dubai,45564,2026-02-24 04:42:07,2026-02-24,2026-02,False,BRW0002775,True,UTC,True,False,False
CALL0045565,ACC0011742,BRW0004999,2026-06-02 01:51:38,AGT0000194,CMP0000069,OUTBOUND,VND0000002,ANSWERED,477,Asia/Kolkata,45565,2026-06-02 01:51:38,2026-06-02,2026-06,False,BRW0008288,True,UTC,True,False,False
CALL0045566,ACC0020526,BRW0006027,2026-04-20 01:46:17,AGT0000857,CMP0000022,OUTBOUND,VND0000012,ANSWERED,271,Asia/Kolkata,45566,2026-04-20 01:46:17,2026-04-20,2026-04,False,BRW0007763,True,Asia/Kolkata,False,False,False
CALL0045567,ACC0005366,BRW0011504,2026-04-04 21:49:02,AGT0000956,CMP0000095,OUTBOUND,VND0000005,VOICEMAIL,541,UTC,45567,2026-04-04 21:49:02,2026-04-04,2026-04,False,BRW0009316,True,Asia/Dubai,True,False,False
CALL0045568,ACC0029562,BRW0000296,2026-03-26 08:09:20,,CMP0000079,OUTBOUND,VND0000005,ANSWERED,253,Asia/Dubai,45568,2026-03-26 08:09:20,2026-03-26,2026-03,False,BRW0004262,True,Asia/Dubai,False,False,False
CALL0045569,ACC0009760,BRW0008829,2026-01-16 02:41:05,AGT0000459,CMP0000077,OUTBOUND,VND0000007,ANSWERED,383,Asia/Kolkata,45569,2026-01-16 02:41:05,2026-01-16,2026-01,False,BRW0002589,True,UTC,True,False,False
CALL0045570,ACC0009868,BRW0001400,2026-01-03 20:13:35,,CMP0000051,INBOUND,VND0000010,FAILED,480,Asia/Kolkata,45570,2026-01-03 20:13:35,2026-01-03,2026-01,False,BRW0008422,True,Asia/Kolkata,False,False,False
CALL0045571,ACC0028474,BRW0005875,2026-04-18 16:00:17,AGT0000863,CMP0000071,OUTBOUND,VND0000014,FAILED,745,Asia/Dubai,45571,2026-04-18 16:00:17,2026-04-18,2026-04,False,BRW0007161,True,Asia/Dubai,False,False,False
CALL0045572,ACC0012629,BRW0003828,2026-02-15 10:24:21,AGT0000962,CMP0000001,OUTBOUND,VND0000005,ANSWERED,883,Asia/Dubai,45572,2026-02-15 10:24:21,2026-02-15,2026-02,False,BRW0011926,True,Asia/Dubai,False,False,False
CALL0045573,ACC0010328,BRW0003519,2026-04-26 08:11:54,AGT0000842,CMP0000062,OUTBOUND,VND0000004,FAILED,252,UTC,45573,2026-04-26 08:11:54,2026-04-26,2026-04,False,,False,Asia/Dubai,True,False,False
CALL0045574,ACC0026926,BRW0002610,2026-05-04 15:46:17,AGT0000399,CMP0000107,OUTBOUND,VND0000001,FAILED,768,Asia/Dubai,45574,2026-05-04 15:46:17,2026-05-04,2026-05,False,BRW0002040,True,UTC,True,False,False
CALL0045575,ACC0020368,BRW0001391,2026-04-08 16:49:55,AGT0000182,CMP0000021,OUTBOUND,VND0000014,FAILED,428,Asia/Dubai,45575,2026-04-08 16:49:55,2026-04-08,2026-04,False,BRW0008782,True,Asia/Kolkata,True,False,False
CALL0045576,ACC0015805,BRW0009789,2026-07-19 06:42:42,AGT0000711,CMP0000039,OUTBOUND,VND0000012,ANSWERED,755,UTC,45576,2026-07-19 06:42:42,2026-07-19,2026-07,False,BRW0005114,True,Asia/Dubai,True,False,False
CALL0045577,ACC0016447,BRW0000696,2026-03-27 18:51:37,AGT0000357,CMP0000097,OUTBOUND,VND0000003,VOICEMAIL,462,Asia/Kolkata,45577,2026-03-27 18:51:37,2026-03-27,2026-03,False,BRW0008881,True,Asia/Kolkata,False,False,False
CALL0045578,ACC0006562,BRW0005270,2026-05-23 22:31:51,AGT0000805,CMP0000015,OUTBOUND,VND0000001,VOICEMAIL,376,UTC,45578,2026-05-23 22:31:51,2026-05-23,2026-05,False,BRW0011833,True,Asia/Dubai,True,False,False
CALL0045579,ACC0018463,BRW0011001,2026-05-19 19:02:41,AGT0000069,CMP0000056,OUTBOUND,VND0000005,BUSY,646,UTC,45579,2026-05-19 19:02:41,2026-05-19,2026-05,False,BRW0006014,True,Asia/Kolkata,True,False,False
CALL0045580,ACC0003835,BRW0000439,2026-05-05 02:52:00,AGT0000611,CMP0000092,OUTBOUND,VND0000014,ANSWERED,817,UTC,45580,2026-05-05 02:52:00,2026-05-05,2026-05,False,BRW0005350,True,Asia/Kolkata,True,False,False
CALL0045581,ACC0023789,BRW0009981,2026-03-23 17:20:41,,CMP0000096,OUTBOUND,VND0000010,VOICEMAIL,689,UTC,45581,2026-03-23 17:20:41,2026-03-23,2026-03,False,BRW0003429,True,Asia/Dubai,True,False,False
CALL0045582,ACC0004446,BRW0004006,2026-05-10 19:44:30,AGT0000914,CMP0000026,OUTBOUND,VND0000011,ANSWERED,560,UTC,45582,2026-05-10 19:44:30,2026-05-10,2026-05,False,BRW0009776,True,Asia/Kolkata,True,False,False
CALL0045583,ACC0016163,BRW0005279,2026-04-03 19:48:39,AGT0000994,CMP0000073,OUTBOUND,VND0000006,FAILED,447,Asia/Kolkata,45583,2026-04-03 19:48:39,2026-04-03,2026-04,False,BRW0005225,True,Asia/Dubai,True,False,False
CALL0045584,ACC0012251,BRW0004828,2026-02-07 04:14:31,AGT0000545,CMP0000067,INBOUND,VND0000004,ANSWERED,42,Asia/Dubai,45584,2026-02-07 04:14:31,2026-02-07,2026-02,False,BRW0003779,True,Asia/Kolkata,True,False,False
CALL0045585,ACC0020642,BRW0001163,2026-05-13 07:41:30,AGT0000484,CMP0000093,OUTBOUND,VND0000006,BUSY,417,Asia/Dubai,45585,2026-05-13 07:41:30,2026-05-13,2026-05,False,BRW0000178,True,UTC,True,False,False
CALL0045586,ACC0023805,BRW0000349,2026-03-01 13:01:23,AGT0000608,CMP0000111,OUTBOUND,VND0000002,BUSY,615,Asia/Dubai,45586,2026-03-01 13:01:23,2026-03-01,2026-03,False,BRW0011711,True,Asia/Dubai,False,False,False
CALL0045587,ACC0018545,BRW0004132,2026-01-27 05:59:23,AGT0000294,CMP0000031,OUTBOUND,VND0000010,ANSWERED,452,UTC,45587,2026-01-27 05:59:23,2026-01-27,2026-01,False,BRW0011840,True,Asia/Kolkata,True,False,False
CALL0045588,ACC0000066,BRW0010867,2026-07-22 01:45:15,AGT0000166,CMP0000057,OUTBOUND,VND0000001,NO_ANSWER,622,Asia/Kolkata,45588,2026-07-22 01:45:15,2026-07-22,2026-07,False,BRW0002073,True,UTC,True,False,False
CALL0045589,ACC0014978,BRW0003971,2026-01-25 01:13:52,AGT0000568,CMP0000086,OUTBOUND,VND0000009,FAILED,53,Asia/Dubai,45589,2026-01-25 01:13:52,2026-01-25,2026-01,False,BRW0011446,True,Asia/Dubai,False,False,False
CALL0045590,ACC0009721,BRW0008146,2026-07-02 02:51:31,AGT0000276,CMP0000015,OUTBOUND,VND0000004,FAILED,212,Asia/Kolkata,45590,2026-07-02 02:51:31,2026-07-02,2026-07,False,BRW0009732,True,Asia/Kolkata,False,False,False
CALL0045591,ACC0013338,BRW0010053,2026-02-20 07:51:37,AGT0000852,CMP0000040,OUTBOUND,VND0000002,FAILED,88,Asia/Kolkata,45591,2026-02-20 07:51:37,2026-02-20,2026-02,False,BRW0008258,True,UTC,True,False,False
CALL0045592,ACC0026190,BRW0005822,2026-06-04 00:00:52,AGT0000214,CMP0000084,OUTBOUND,VND0000012,NO_ANSWER,788,Asia/Dubai,45592,2026-06-04 00:00:52,2026-06-04,2026-06,False,BRW0006594,True,Asia/Kolkata,True,False,False
CALL0045593,ACC0020958,BRW0006118,2026-04-15 12:46:25,AGT0000730,CMP0000117,OUTBOUND,VND0000008,NO_ANSWER,29,Asia/Dubai,45593,2026-04-15 12:46:25,2026-04-15,2026-04,False,BRW0005025,True,Asia/Dubai,False,False,False
CALL0045594,ACC0014968,BRW0006252,2026-01-17 13:15:09,AGT0000058,CMP0000025,OUTBOUND,VND0000003,FAILED,171,UTC,45594,2026-01-17 13:15:09,2026-01-17,2026-01,False,BRW0000682,True,Asia/Dubai,True,False,False
CALL0045595,ACC0016434,BRW0004107,2026-02-05 10:08:34,AGT0000640,CMP0000085,OUTBOUND,VND0000003,NO_ANSWER,251,UTC,45595,2026-02-05 10:08:34,2026-02-05,2026-02,False,BRW0000673,True,Asia/Dubai,True,False,False
CALL0045596,ACC0000983,BRW0009048,2026-05-18 10:55:47,AGT0000858,CMP0000017,OUTBOUND,VND0000005,BUSY,460,UTC,45596,2026-05-18 10:55:47,2026-05-18,2026-05,False,BRW0008298,True,Asia/Dubai,True,False,False
CALL0045597,ACC0021899,BRW0005393,2026-03-14 22:48:17,AGT0000926,CMP0000014,INBOUND,VND0000011,BUSY,658,UTC,45597,2026-03-14 22:48:17,2026-03-14,2026-03,False,BRW0008430,True,UTC,False,False,False
CALL0045598,ACC0022929,BRW0007795,2026-06-04 19:22:42,AGT0000776,CMP0000001,INBOUND,VND0000002,FAILED,147,UTC,45598,2026-06-04 19:22:42,2026-06-04,2026-06,False,BRW0002594,True,UTC,False,False,False
CALL0045599,ACC0027950,BRW0006674,2026-05-06 20:49:08,AGT0000486,CMP0000099,OUTBOUND,VND0000007,BUSY,530,UTC,45599,2026-05-06 20:49:08,2026-05-06,2026-05,False,BRW0001158,True,UTC,False,False,False
CALL0045600,ACC0022908,BRW0006421,2026-06-08 04:38:07,AGT0000317,CMP0000083,OUTBOUND,VND0000008,NO_ANSWER,533,Asia/Dubai,45600,2026-06-08 04:38:07,2026-06-08,2026-06,False,BRW0011052,True,Asia/Kolkata,True,False,False
CALL0045601,ACC0013987,BRW0009955,2026-01-15 17:02:20,AGT0000842,CMP0000012,OUTBOUND,VND0000003,ANSWERED,103,UTC,45601,2026-01-15 17:02:20,2026-01-15,2026-01,False,BRW0003733,True,Asia/Dubai,True,False,False
CALL0045602,ACC0015567,BRW0007786,2026-01-05 11:28:27,AGT0000770,CMP0000096,OUTBOUND,VND0000008,FAILED,496,Asia/Kolkata,45602,2026-01-05 11:28:27,2026-01-05,2026-01,False,BRW0000610,True,Asia/Kolkata,False,False,False
CALL0045603,ACC0023026,BRW0010783,2026-03-14 00:11:22,AGT0000827,CMP0000093,OUTBOUND,VND0000002,BUSY,68,Asia/Dubai,45603,2026-03-14 00:11:22,2026-03-14,2026-03,False,BRW0009480,True,Asia/Dubai,False,False,False
CALL0045604,ACC0023551,BRW0006544,2026-05-23 14:33:15,AGT0000189,CMP0000017,OUTBOUND,VND0000004,NO_ANSWER,646,UTC,45604,2026-05-23 14:33:15,2026-05-23,2026-05,False,BRW0001796,True,Asia/Dubai,True,False,False
CALL0045605,ACC0008500,BRW0000275,2026-01-18 06:29:18,AGT0000748,CMP0000109,OUTBOUND,VND0000015,BUSY,437,Asia/Kolkata,45605,2026-01-18 06:29:18,2026-01-18,2026-01,False,BRW0010000,True,UTC,True,False,False
CALL0045606,ACC0014852,BRW0007923,2026-07-19 15:28:09,AGT0000034,CMP0000001,OUTBOUND,VND0000002,BUSY,341,Asia/Kolkata,45606,2026-07-19 15:28:09,2026-07-19,2026-07,False,BRW0001530,True,UTC,True,False,False
CALL0045607,ACC0026846,BRW0005117,2026-07-22 09:10:10,AGT0000042,CMP0000016,OUTBOUND,VND0000010,ANSWERED,756,Asia/Dubai,45607,2026-07-22 09:10:10,2026-07-22,2026-07,False,BRW0011677,True,Asia/Dubai,False,False,False
CALL0045608,ACC0025010,BRW0010010,2026-05-01 11:28:27,AGT0000658,CMP0000100,OUTBOUND,VND0000015,NO_ANSWER,464,Asia/Dubai,45608,2026-05-01 11:28:27,2026-05-01,2026-05,False,BRW0000043,True,Asia/Dubai,False,False,False
CALL0045609,ACC0027639,BRW0007427,2026-07-06 17:59:38,AGT0000327,CMP0000007,INBOUND,VND0000010,ANSWERED,344,Asia/Kolkata,45609,2026-07-06 17:59:38,2026-07-06,2026-07,False,BRW0007180,True,UTC,True,False,False
CALL0045610,ACC0014999,BRW0008323,2026-02-26 19:45:34,AGT0000592,CMP0000033,OUTBOUND,VND0000012,VOICEMAIL,401,Asia/Dubai,45610,2026-02-26 19:45:34,2026-02-26,2026-02,False,BRW0010411,True,Asia/Kolkata,True,False,False
CALL0045611,ACC0022368,BRW0000073,2026-03-09 07:11:22,AGT0000995,CMP0000014,OUTBOUND,VND0000004,FAILED,838,Asia/Kolkata,45611,2026-03-09 07:11:22,2026-03-09,2026-03,False,BRW0009538,True,UTC,True,False,False
CALL0045612,ACC0014383,BRW0009979,2026-01-06 16:16:58,AGT0000988,CMP0000074,OUTBOUND,VND0000001,NO_ANSWER,543,Asia/Kolkata,45612,2026-01-06 16:16:58,2026-01-06,2026-01,False,BRW0004533,True,UTC,True,False,False
CALL0045613,ACC0015678,BRW0000989,2026-04-25 22:46:50,AGT0000430,CMP0000098,OUTBOUND,VND0000012,ANSWERED,834,Asia/Dubai,45613,2026-04-25 22:46:50,2026-04-25,2026-04,False,BRW0006468,True,UTC,True,False,False
CALL0045614,ACC0009369,BRW0011147,2026-03-02 12:13:51,AGT0000021,CMP0000002,OUTBOUND,VND0000005,NO_ANSWER,487,Asia/Kolkata,45614,2026-03-02 12:13:51,2026-03-02,2026-03,False,BRW0004296,True,Asia/Dubai,True,False,False
CALL0045615,ACC0010964,BRW0009891,2026-06-14 14:18:19,AGT0000123,CMP0000021,OUTBOUND,VND0000005,FAILED,760,Asia/Dubai,45615,2026-06-14 14:18:19,2026-06-14,2026-06,False,BRW0000953,True,UTC,True,False,False
