attempt_id,account_id,borrower_id,event_at,call_id,agent_id,attempt_no,vendor_id,attempt_status,_source_row_number,event_at_standardized,event_date,event_month,timestamp_parse_failed
ATTEMPT0069153,ACC0001875,BRW0005066,2026-07-17 21:30:21,CALL0063309,AGT0000888,4,VND0000012,NO_ANSWER,69153,2026-07-17 21:30:21,2026-07-17,2026-07,False
ATTEMPT0069154,ACC0016225,BRW0005630,2026-03-10 19:50:40,CALL0038980,AGT0000136,5,VND0000013,BUSY,69154,2026-03-10 19:50:40,2026-03-10,2026-03,False
ATTEMPT0069155,ACC0027097,BRW0009719,2026-01-03 22:36:42,CALL0051780,AGT0000249,3,VND0000009,FAILED,69155,2026-01-03 22:36:42,2026-01-03,2026-01,False
ATTEMPT0069156,ACC0006530,BRW0007526,2026-07-03 11:13:43,CALL0031435,AGT0000635,1,VND0000004,BUSY,69156,2026-07-03 11:13:43,2026-07-03,2026-07,False
ATTEMPT0069157,ACC0018210,BRW0004486,2026-02-27 09:57:17,CALL0078300,AGT0000661,1,VND0000014,NO_ANSWER,69157,2026-02-27 09:57:17,2026-02-27,2026-02,False
ATTEMPT0069158,ACC0014692,BRW0003416,2026-02-01 03:45:46,CALL0084078,AGT0000941,7,VND0000005,BUSY,69158,2026-02-01 03:45:46,2026-02-01,2026-02,False
ATTEMPT0069159,ACC0025174,BRW0000290,2026-04-07 12:57:20,CALL0033353,AGT0000912,6,VND0000009,FAILED,69159,2026-04-07 12:57:20,2026-04-07,2026-04,False
ATTEMPT0069160,ACC0007229,BRW0008001,2026-02-17 10:43:59,CALL0052105,AGT0000546,6,VND0000013,NO_ANSWER,69160,2026-02-17 10:43:59,2026-02-17,2026-02,False
ATTEMPT0069161,ACC0001701,BRW0006996,2026-06-07 13:54:54,CALL0071526,AGT0000629,4,VND0000001,FAILED,69161,2026-06-07 13:54:54,2026-06-07,2026-06,False
ATTEMPT0069162,ACC0008702,BRW0010094,2026-07-08 12:12:46,CALL0018687,AGT0000867,1,VND0000013,NO_ANSWER,69162,2026-07-08 12:12:46,2026-07-08,2026-07,False
ATTEMPT0069163,ACC0016730,BRW0011483,2026-03-10 23:28:20,CALL0056288,AGT0000465,2,VND0000009,RINGING,69163,2026-03-10 23:28:20,2026-03-10,2026-03,False
ATTEMPT0069164,ACC0017094,BRW0007653,2026-01-15 07:52:48,CALL0053947,AGT0000091,4,VND0000014,CONNECTED,69164,2026-01-15 07:52:48,2026-01-15,2026-01,False
ATTEMPT0069165,ACC0013390,BRW0009130,2026-02-23 22:18:27,CALL0015690,AGT0000715,7,VND0000011,FAILED,69165,2026-02-23 22:18:27,2026-02-23,2026-02,False
ATTEMPT0069166,ACC0009354,BRW0000077,2026-02-12 11:03:01,CALL0073390,AGT0000380,4,VND0000014,CONNECTED,69166,2026-02-12 11:03:01,2026-02-12,2026-02,False
ATTEMPT0069167,ACC0026798,BRW0006065,2026-01-07 12:53:38,CALL0053674,AGT0000507,7,VND0000009,RINGING,69167,2026-01-07 12:53:38,2026-01-07,2026-01,False
ATTEMPT0069168,ACC0007733,BRW0007672,2026-02-07 04:42:12,CALL0018068,AGT0000963,4,VND0000013,NO_ANSWER,69168,2026-02-07 04:42:12,2026-02-07,2026-02,False
ATTEMPT0069169,ACC0014985,BRW0006799,2026-06-29 14:04:28,CALL0015102,AGT0000795,2,VND0000001,NO_ANSWER,69169,2026-06-29 14:04:28,2026-06-29,2026-06,False
ATTEMPT0069170,ACC0019155,BRW0001671,2026-06-25 01:09:23,CALL0003360,AGT0000261,1,VND0000013,NO_ANSWER,69170,2026-06-25 01:09:23,2026-06-25,2026-06,False
ATTEMPT0069171,ACC0026246,BRW0009118,2026-02-19 00:57:42,CALL0056647,AGT0000357,4,VND0000009,NO_ANSWER,69171,2026-02-19 00:57:42,2026-02-19,2026-02,False
ATTEMPT0069172,ACC0004711,BRW0009234,2026-04-09 02:57:23,CALL0060746,AGT0000495,2,VND0000006,FAILED,69172,2026-04-09 02:57:23,2026-04-09,2026-04,False
ATTEMPT0069173,ACC0029479,BRW0006661,2026-03-07 21:45:19,CALL0074035,AGT0000188,3,VND0000002,BUSY,69173,2026-03-07 21:45:19,2026-03-07,2026-03,False
ATTEMPT0069174,ACC0026321,BRW0005884,2026-04-19 23:21:48,CALL0072067,AGT0000783,3,VND0000001,FAILED,69174,2026-04-19 23:21:48,2026-04-19,2026-04,False
ATTEMPT0069175,ACC0015685,BRW0009255,2026-07-22 23:28:10,CALL0029929,AGT0000758,4,VND0000013,FAILED,69175,2026-07-22 23:28:10,2026-07-22,2026-07,False
ATTEMPT0069176,ACC0026650,BRW0001208,2026-01-05 14:28:46,CALL0029801,AGT0000913,6,VND0000009,BUSY,69176,2026-01-05 14:28:46,2026-01-05,2026-01,False
ATTEMPT0069177,ACC0023031,BRW0005485,2026-03-27 13:57:07,CALL0037998,AGT0000409,2,VND0000004,CONNECTED,69177,2026-03-27 13:57:07,2026-03-27,2026-03,False
ATTEMPT0069178,ACC0023298,BRW0000158,2026-05-10 16:06:47,CALL0064653,AGT0000029,7,VND0000007,RINGING,69178,2026-05-10 16:06:47,2026-05-10,2026-05,False
ATTEMPT0069179,ACC0001775,BRW0003067,2026-04-12 05:59:31,CALL0017353,AGT0000148,2,VND0000006,FAILED,69179,2026-04-12 05:59:31,2026-04-12,2026-04,False
ATTEMPT0069180,ACC0000291,BRW0004581,2026-01-28 09:40:16,CALL0016476,AGT0000314,2,VND0000006,CONNECTED,69180,2026-01-28 09:40:16,2026-01-28,2026-01,False
ATTEMPT0069181,ACC0019833,BRW0007183,2026-03-13 21:38:04,CALL0050727,AGT0000858,5,VND0000003,RINGING,69181,2026-03-13 21:38:04,2026-03-13,2026-03,False
ATTEMPT0069182,ACC0021932,BRW0007507,2026-04-11 00:43:51,CALL0010797,AGT0000065,5,VND0000015,NO_ANSWER,69182,2026-04-11 00:43:51,2026-04-11,2026-04,False
ATTEMPT0069183,ACC0027949,BRW0005869,2026-03-19 02:40:11,CALL0067140,AGT0000194,3,VND0000004,BUSY,69183,2026-03-19 02:40:11,2026-03-19,2026-03,False
ATTEMPT0069184,ACC0007730,BRW0009387,2026-03-20 18:08:50,CALL0083465,AGT0000148,7,VND0000015,CONNECTED,69184,2026-03-20 18:08:50,2026-03-20,2026-03,False
ATTEMPT0069185,ACC0018890,BRW0000725,2026-04-02 05:42:59,CALL0021762,AGT0000429,3,VND0000011,BUSY,69185,2026-04-02 05:42:59,2026-04-02,2026-04,False
ATTEMPT0069186,ACC0025301,BRW0011431,2026-05-26 13:19:42,CALL0070388,AGT0000290,4,VND0000010,FAILED,69186,2026-05-26 13:19:42,2026-05-26,2026-05,False
ATTEMPT0069187,ACC0015067,BRW0007845,2026-01-20 02:45:31,CALL0010040,AGT0000574,5,VND0000003,BUSY,69187,2026-01-20 02:45:31,2026-01-20,2026-01,False
ATTEMPT0069188,ACC0012381,BRW0003056,2026-05-17 09:37:19,CALL0037015,AGT0000666,1,VND0000014,NO_ANSWER,69188,2026-05-17 09:37:19,2026-05-17,2026-05,False
ATTEMPT0069189,ACC0006894,BRW0000466,2026-07-12 21:33:06,CALL0066964,AGT0000067,3,VND0000011,CONNECTED,69189,2026-07-12 21:33:06,2026-07-12,2026-07,False
ATTEMPT0069190,ACC0022046,BRW0000301,2026-03-10 14:46:35,CALL0066610,AGT0000340,1,VND0000011,RINGING,69190,2026-03-10 14:46:35,2026-03-10,2026-03,False
ATTEMPT0069191,ACC0019231,BRW0007264,2026-02-15 04:36:05,CALL0039521,AGT0000429,6,VND0000011,NO_ANSWER,69191,2026-02-15 04:36:05,2026-02-15,2026-02,False
ATTEMPT0069192,ACC0025215,BRW0011589,2026-04-09 23:47:10,CALL0089791,AGT0000689,7,VND0000015,FAILED,69192,2026-04-09 23:47:10,2026-04-09,2026-04,False
ATTEMPT0069193,ACC0005792,BRW0010519,2026-01-27 13:41:05,CALL0034697,AGT0000834,3,VND0000004,BUSY,69193,2026-01-27 13:41:05,2026-01-27,2026-01,False
ATTEMPT0069194,ACC0009853,BRW0010504,2026-01-14 09:51:46,CALL0003568,AGT0000397,2,VND0000008,BUSY,69194,2026-01-14 09:51:46,2026-01-14,2026-01,False
ATTEMPT0069195,ACC0016107,BRW0011128,2026-05-30 22:59:10,CALL0000309,AGT0000685,4,VND0000011,FAILED,69195,2026-05-30 22:59:10,2026-05-30,2026-05,False
ATTEMPT0069196,ACC0011965,BRW0002535,2026-03-08 12:04:59,CALL0032770,AGT0000792,5,VND0000001,FAILED,69196,2026-03-08 12:04:59,2026-03-08,2026-03,False
ATTEMPT0069197,ACC0005424,BRW0007122,2026-07-14 23:13:58,CALL0039654,AGT0000711,1,VND0000011,NO_ANSWER,69197,2026-07-14 23:13:58,2026-07-14,2026-07,False
ATTEMPT0069198,ACC0000063,BRW0010794,2026-06-14 22:14:48,CALL0001983,AGT0000476,5,VND0000010,FAILED,69198,2026-06-14 22:14:48,2026-06-14,2026-06,False
ATTEMPT0069199,ACC0012993,BRW0007960,2026-04-20 10:30:29,CALL0008437,AGT0000848,5,VND0000013,RINGING,69199,2026-04-20 10:30:29,2026-04-20,2026-04,False
ATTEMPT0069200,ACC0008284,BRW0002142,2026-04-11 12:08:00,CALL0038517,AGT0000135,2,VND0000014,RINGING,69200,2026-04-11 12:08:00,2026-04-11,2026-04,False
ATTEMPT0069201,ACC0012322,BRW0004160,2026-01-10 03:18:28,CALL0085971,AGT0000477,3,VND0000010,FAILED,69201,2026-01-10 03:18:28,2026-01-10,2026-01,False
ATTEMPT0069202,ACC0002217,BRW0002743,2026-03-11 08:48:05,CALL0051300,AGT0000471,5,VND0000009,FAILED,69202,2026-03-11 08:48:05,2026-03-11,2026-03,False
ATTEMPT0069203,ACC0019330,BRW0004802,2026-02-17 06:14:43,CALL0070508,AGT0000296,7,VND0000006,NO_ANSWER,69203,2026-02-17 06:14:43,2026-02-17,2026-02,False
ATTEMPT0069204,ACC0017724,BRW0002199,2026-08-06 01:11:38,CALL0034601,AGT0000107,6,VND0000011,CONNECTED,69204,2026-08-06 01:11:38,2026-08-06,2026-08,False
ATTEMPT0069205,ACC0011572,BRW0001579,2026-03-24 17:59:25,CALL0076712,AGT0000729,4,VND0000009,CONNECTED,69205,2026-03-24 17:59:25,2026-03-24,2026-03,False
ATTEMPT0069206,ACC0007412,BRW0011579,2026-06-08 02:32:40,CALL0050422,AGT0000392,4,VND0000012,RINGING,69206,2026-06-08 02:32:40,2026-06-08,2026-06,False
ATTEMPT0069207,ACC0011881,BRW0007067,2026-06-10 19:05:08,CALL0024182,AGT0000946,6,VND0000013,FAILED,69207,2026-06-10 19:05:08,2026-06-10,2026-06,False
ATTEMPT0069208,ACC0018114,BRW0008770,2026-07-14 07:42:09,CALL0089777,AGT0000166,7,VND0000006,RINGING,69208,2026-07-14 07:42:09,2026-07-14,2026-07,False
ATTEMPT0069209,ACC0013697,BRW0003380,2026-06-23 07:59:27,CALL0066538,AGT0000868,2,VND0000003,BUSY,69209,2026-06-23 07:59:27,2026-06-23,2026-06,False
ATTEMPT0069210,ACC0029278,BRW0006705,2026-03-31 15:21:23,CALL0007204,AGT0000182,7,VND0000013,FAILED,69210,2026-03-31 15:21:23,2026-03-31,2026-03,False
ATTEMPT0069211,ACC0021345,BRW0001644,2026-02-22 16:03:17,CALL0064016,AGT0000657,2,VND0000001,BUSY,69211,2026-02-22 16:03:17,2026-02-22,2026-02,False
ATTEMPT0069212,ACC0020646,BRW0000788,2026-05-02 10:41:01,CALL0020953,AGT0000121,7,VND0000007,BUSY,69212,2026-05-02 10:41:01,2026-05-02,2026-05,False
ATTEMPT0069213,ACC0000817,BRW0001846,2026-03-16 10:18:22,CALL0088732,AGT0000035,1,VND0000013,RINGING,69213,2026-03-16 10:18:22,2026-03-16,2026-03,False
ATTEMPT0069214,ACC0016961,BRW0001150,2026-07-24 03:36:30,CALL0052456,AGT0000750,4,VND0000015,CONNECTED,69214,2026-07-24 03:36:30,2026-07-24,2026-07,False
ATTEMPT0069215,ACC0028106,BRW0009214,2026-04-18 17:35:29,CALL0042205,AGT0000746,3,VND0000008,BUSY,69215,2026-04-18 17:35:29,2026-04-18,2026-04,False
ATTEMPT0069216,ACC0005082,BRW0007035,2026-03-17 04:47:59,CALL0005213,AGT0000322,7,VND0000006,RINGING,69216,2026-03-17 04:47:59,2026-03-17,2026-03,False
ATTEMPT0069217,ACC0002770,BRW0000913,2026-02-22 05:28:58,CALL0063622,AGT0000339,6,VND0000012,BUSY,69217,2026-02-22 05:28:58,2026-02-22,2026-02,False
ATTEMPT0069218,ACC0010251,BRW0004746,2026-07-07 09:40:58,CALL0058728,AGT0000320,4,VND0000007,BUSY,69218,2026-07-07 09:40:58,2026-07-07,2026-07,False
ATTEMPT0069219,ACC0010519,BRW0003173,2026-02-08 10:54:10,CALL0020845,AGT0000765,7,VND0000003,RINGING,69219,2026-02-08 10:54:10,2026-02-08,2026-02,False
ATTEMPT0069220,ACC0004793,BRW0005739,2026-08-01 19:03:28,CALL0034509,AGT0000437,2,VND0000001,NO_ANSWER,69220,2026-08-01 19:03:28,2026-08-01,2026-08,False
ATTEMPT0069221,ACC0024296,BRW0002474,2026-08-03 22:01:02,CALL0045600,AGT0000115,1,VND0000013,CONNECTED,69221,2026-08-03 22:01:02,2026-08-03,2026-08,False
ATTEMPT0069222,ACC0015266,BRW0009244,2026-06-24 18:00:50,CALL0028866,AGT0000163,6,VND0000001,RINGING,69222,2026-06-24 18:00:50,2026-06-24,2026-06,False
ATTEMPT0069223,ACC0028784,BRW0000382,2026-06-17 03:02:48,CALL0049900,AGT0000096,5,VND0000012,RINGING,69223,2026-06-17 03:02:48,2026-06-17,2026-06,False
ATTEMPT0069224,ACC0006045,BRW0008601,2026-04-13 11:39:59,CALL0061801,AGT0000004,6,VND0000010,NO_ANSWER,69224,2026-04-13 11:39:59,2026-04-13,2026-04,False
ATTEMPT0069225,ACC0023436,BRW0006904,2026-06-30 12:39:28,CALL0089299,AGT0000631,2,VND0000004,CONNECTED,69225,2026-06-30 12:39:28,2026-06-30,2026-06,False
ATTEMPT0069226,ACC0009621,BRW0009215,2026-05-31 18:46:20,CALL0050894,AGT0000055,5,VND0000014,FAILED,69226,2026-05-31 18:46:20,2026-05-31,2026-05,False
ATTEMPT0069227,ACC0003048,BRW0006015,2026-06-05 10:34:28,CALL0018018,AGT0000808,3,VND0000015,RINGING,69227,2026-06-05 10:34:28,2026-06-05,2026-06,False
ATTEMPT0069228,ACC0023503,BRW0007054,2026-05-08 05:38:51,CALL0076725,AGT0000953,2,VND0000012,BUSY,69228,2026-05-08 05:38:51,2026-05-08,2026-05,False
ATTEMPT0069229,ACC0022001,BRW0004444,2026-07-22 21:20:40,CALL0043942,AGT0000227,1,VND0000013,NO_ANSWER,69229,2026-07-22 21:20:40,2026-07-22,2026-07,False
ATTEMPT0069230,ACC0027411,BRW0004170,2026-04-26 10:05:09,CALL0037424,AGT0000445,6,VND0000001,CONNECTED,69230,2026-04-26 10:05:09,2026-04-26,2026-04,False
ATTEMPT0069231,ACC0014368,BRW0000232,2026-07-28 12:22:53,CALL0027073,AGT0000578,2,VND0000011,CONNECTED,69231,2026-07-28 12:22:53,2026-07-28,2026-07,False
ATTEMPT0069232,ACC0029456,BRW0010664,2026-07-15 06:03:44,CALL0055453,AGT0000900,1,VND0000001,BUSY,69232,2026-07-15 06:03:44,2026-07-15,2026-07,False
ATTEMPT0069233,ACC0013083,BRW0000911,2026-05-16 15:40:20,CALL0046550,AGT0000007,2,VND0000004,CONNECTED,69233,2026-05-16 15:40:20,2026-05-16,2026-05,False
ATTEMPT0069234,ACC0022524,BRW0011021,2026-06-08 16:33:53,CALL0030064,AGT0000140,4,VND0000003,RINGING,69234,2026-06-08 16:33:53,2026-06-08,2026-06,False
ATTEMPT0069235,ACC0028227,BRW0011869,2026-03-07 01:49:13,CALL0074825,AGT0000405,5,VND0000009,BUSY,69235,2026-03-07 01:49:13,2026-03-07,2026-03,False
ATTEMPT0069236,ACC0011614,BRW0011705,2026-07-12 11:13:23,CALL0024158,AGT0000858,6,VND0000012,NO_ANSWER,69236,2026-07-12 11:13:23,2026-07-12,2026-07,False
ATTEMPT0069237,ACC0005046,BRW0002391,2026-01-08 13:20:44,CALL0054617,AGT0000646,7,VND0000006,CONNECTED,69237,2026-01-08 13:20:44,2026-01-08,2026-01,False
ATTEMPT0069238,ACC0010603,BRW0009120,2026-01-30 06:40:42,CALL0038633,AGT0000440,5,VND0000003,CONNECTED,69238,2026-01-30 06:40:42,2026-01-30,2026-01,False
ATTEMPT0069239,ACC0018536,BRW0005365,2026-03-17 05:06:40,CALL0003327,AGT0000992,5,VND0000014,NO_ANSWER,69239,2026-03-17 05:06:40,2026-03-17,2026-03,False
ATTEMPT0069240,ACC0021001,BRW0000168,2026-08-01 01:33:59,CALL0016137,AGT0000986,1,VND0000015,RINGING,69240,2026-08-01 01:33:59,2026-08-01,2026-08,False
ATTEMPT0069241,ACC0029602,BRW0008917,2026-03-31 15:38:14,CALL0019541,AGT0000658,4,VND0000013,BUSY,69241,2026-03-31 15:38:14,2026-03-31,2026-03,False
ATTEMPT0069242,ACC0021631,BRW0009138,2026-06-04 06:37:02,CALL0069082,AGT0000012,6,VND0000009,RINGING,69242,2026-06-04 06:37:02,2026-06-04,2026-06,False
ATTEMPT0069243,ACC0027103,BRW0006396,2026-01-23 12:59:39,CALL0030335,AGT0000223,2,VND0000008,RINGING,69243,2026-01-23 12:59:39,2026-01-23,2026-01,False
ATTEMPT0069244,ACC0010964,BRW0007621,2026-06-17 10:16:39,CALL0016860,AGT0000996,5,VND0000011,CONNECTED,69244,2026-06-17 10:16:39,2026-06-17,2026-06,False
ATTEMPT0069245,ACC0003237,BRW0001821,2026-02-17 16:44:09,CALL0017763,AGT0000004,1,VND0000005,NO_ANSWER,69245,2026-02-17 16:44:09,2026-02-17,2026-02,False
ATTEMPT0069246,ACC0004667,BRW0005171,2026-06-15 20:11:40,CALL0085222,AGT0000430,6,VND0000012,BUSY,69246,2026-06-15 20:11:40,2026-06-15,2026-06,False
ATTEMPT0069247,ACC0005383,BRW0007012,2026-01-24 10:41:29,CALL0061963,AGT0000256,1,VND0000015,CONNECTED,69247,2026-01-24 10:41:29,2026-01-24,2026-01,False
ATTEMPT0069248,ACC0028789,BRW0008974,2026-01-11 23:22:12,CALL0015858,AGT0000968,3,VND0000008,RINGING,69248,2026-01-11 23:22:12,2026-01-11,2026-01,False
ATTEMPT0069249,ACC0026456,BRW0006216,2026-04-24 18:45:23,CALL0032969,AGT0000508,7,VND0000001,CONNECTED,69249,2026-04-24 18:45:23,2026-04-24,2026-04,False
ATTEMPT0069250,ACC0028649,BRW0003402,2026-02-16 14:38:57,CALL0084500,AGT0000703,5,VND0000014,CONNECTED,69250,2026-02-16 14:38:57,2026-02-16,2026-02,False
ATTEMPT0069251,ACC0020338,BRW0007968,2026-05-11 12:11:47,CALL0012650,AGT0000888,1,VND0000004,RINGING,69251,2026-05-11 12:11:47,2026-05-11,2026-05,False
ATTEMPT0069252,ACC0007335,BRW0004879,2026-07-24 08:46:53,CALL0043660,AGT0000483,2,VND0000014,NO_ANSWER,69252,2026-07-24 08:46:53,2026-07-24,2026-07,False
ATTEMPT0069253,ACC0001930,BRW0006279,2026-04-25 17:02:22,CALL0039228,AGT0000653,2,VND0000007,FAILED,69253,2026-04-25 17:02:22,2026-04-25,2026-04,False
ATTEMPT0069254,ACC0008154,BRW0010762,2026-04-29 18:58:44,CALL0042140,AGT0000697,5,VND0000012,RINGING,69254,2026-04-29 18:58:44,2026-04-29,2026-04,False
ATTEMPT0069255,ACC0000237,BRW0004366,2026-03-13 20:16:29,CALL0020716,AGT0000924,6,VND0000010,FAILED,69255,2026-03-13 20:16:29,2026-03-13,2026-03,False
ATTEMPT0069256,ACC0004307,BRW0008336,2026-01-02 21:14:01,CALL0072528,AGT0000176,7,VND0000012,CONNECTED,69256,2026-01-02 21:14:01,2026-01-02,2026-01,False
ATTEMPT0069257,ACC0017329,BRW0004609,2026-05-20 16:21:11,CALL0039264,AGT0000313,1,VND0000004,FAILED,69257,2026-05-20 16:21:11,2026-05-20,2026-05,False
ATTEMPT0069258,ACC0009401,BRW0004668,2026-07-17 09:10:14,CALL0048444,AGT0000315,4,VND0000002,CONNECTED,69258,2026-07-17 09:10:14,2026-07-17,2026-07,False
ATTEMPT0069259,ACC0007762,BRW0008014,2026-07-07 06:43:40,CALL0011712,AGT0000664,6,VND0000002,RINGING,69259,2026-07-07 06:43:40,2026-07-07,2026-07,False
ATTEMPT0069260,ACC0028349,BRW0010949,2026-01-31 22:30:15,CALL0010550,AGT0000192,2,VND0000005,NO_ANSWER,69260,2026-01-31 22:30:15,2026-01-31,2026-01,False
ATTEMPT0069261,ACC0005946,BRW0007366,2026-01-04 07:05:49,CALL0002955,AGT0000587,2,VND0000010,RINGING,69261,2026-01-04 07:05:49,2026-01-04,2026-01,False
ATTEMPT0069262,ACC0009565,BRW0009144,2026-05-09 13:13:15,CALL0021960,AGT0000787,6,VND0000002,BUSY,69262,2026-05-09 13:13:15,2026-05-09,2026-05,False
ATTEMPT0069263,ACC0014439,BRW0004097,2026-02-19 08:03:03,CALL0071672,AGT0000517,7,VND0000010,NO_ANSWER,69263,2026-02-19 08:03:03,2026-02-19,2026-02,False
ATTEMPT0069264,ACC0013335,BRW0006412,2026-07-17 10:27:42,CALL0059444,AGT0000681,5,VND0000008,FAILED,69264,2026-07-17 10:27:42,2026-07-17,2026-07,False
ATTEMPT0069265,ACC0013846,BRW0008731,2026-05-17 13:20:43,CALL0069804,AGT0000174,2,VND0000011,FAILED,69265,2026-05-17 13:20:43,2026-05-17,2026-05,False
ATTEMPT0069266,ACC0003717,BRW0004456,2026-03-26 13:34:59,CALL0088009,AGT0000637,6,VND0000005,RINGING,69266,2026-03-26 13:34:59,2026-03-26,2026-03,False
ATTEMPT0069267,ACC0010552,BRW0005742,2026-03-18 16:25:35,CALL0041158,AGT0000951,3,VND0000001,CONNECTED,69267,2026-03-18 16:25:35,2026-03-18,2026-03,False
ATTEMPT0069268,ACC0011278,BRW0004738,2026-02-14 17:43:59,CALL0070148,AGT0000786,6,VND0000006,CONNECTED,69268,2026-02-14 17:43:59,2026-02-14,2026-02,False
ATTEMPT0069269,ACC0019937,BRW0004807,2026-04-09 16:02:12,CALL0028935,AGT0000588,1,VND0000003,BUSY,69269,2026-04-09 16:02:12,2026-04-09,2026-04,False
ATTEMPT0069270,ACC0028991,BRW0010506,2026-02-17 19:13:00,CALL0069256,AGT0000519,6,VND0000011,NO_ANSWER,69270,2026-02-17 19:13:00,2026-02-17,2026-02,False
ATTEMPT0069271,ACC0019076,BRW0009069,2026-06-10 08:26:58,CALL0089868,AGT0000975,7,VND0000003,RINGING,69271,2026-06-10 08:26:58,2026-06-10,2026-06,False
ATTEMPT0069272,ACC0029607,BRW0005119,2026-03-03 02:09:53,CALL0085421,AGT0000419,7,VND0000005,CONNECTED,69272,2026-03-03 02:09:53,2026-03-03,2026-03,False
ATTEMPT0069273,ACC0013032,BRW0003560,2026-03-03 15:34:35,CALL0022919,AGT0000470,3,VND0000002,RINGING,69273,2026-03-03 15:34:35,2026-03-03,2026-03,False
ATTEMPT0069274,ACC0023650,BRW0006885,2026-05-18 10:04:00,CALL0081991,AGT0000118,7,VND0000003,RINGING,69274,2026-05-18 10:04:00,2026-05-18,2026-05,False
ATTEMPT0069275,ACC0024529,BRW0008250,2026-03-05 03:29:25,CALL0019997,AGT0000862,1,VND0000011,CONNECTED,69275,2026-03-05 03:29:25,2026-03-05,2026-03,False
ATTEMPT0069276,ACC0013955,BRW0001698,2026-04-17 11:56:58,CALL0057653,AGT0000340,4,VND0000009,RINGING,69276,2026-04-17 11:56:58,2026-04-17,2026-04,False
ATTEMPT0069277,ACC0013846,BRW0009359,2026-02-28 07:52:30,CALL0012330,AGT0000690,3,VND0000008,CONNECTED,69277,2026-02-28 07:52:30,2026-02-28,2026-02,False
ATTEMPT0069278,ACC0011895,BRW0008425,2026-06-02 07:15:11,CALL0073656,AGT0000544,5,VND0000011,CONNECTED,69278,2026-06-02 07:15:11,2026-06-02,2026-06,False
ATTEMPT0069279,ACC0018792,BRW0009979,2026-04-21 18:10:53,CALL0015733,AGT0000667,2,VND0000004,RINGING,69279,2026-04-21 18:10:53,2026-04-21,2026-04,False
ATTEMPT0069280,ACC0026791,BRW0010905,2026-03-09 04:22:00,CALL0016722,AGT0000342,5,VND0000005,FAILED,69280,2026-03-09 04:22:00,2026-03-09,2026-03,False
ATTEMPT0069281,ACC0025152,BRW0008325,2026-02-12 00:12:21,CALL0076639,AGT0000368,4,VND0000011,NO_ANSWER,69281,2026-02-12 00:12:21,2026-02-12,2026-02,False
ATTEMPT0069282,ACC0016497,BRW0003373,2026-01-19 16:02:03,CALL0088353,AGT0000463,1,VND0000001,NO_ANSWER,69282,2026-01-19 16:02:03,2026-01-19,2026-01,False
ATTEMPT0069283,ACC0008992,BRW0004812,2026-01-23 05:04:12,CALL0007093,AGT0000251,1,VND0000002,RINGING,69283,2026-01-23 05:04:12,2026-01-23,2026-01,False
ATTEMPT0069284,ACC0003638,BRW0003331,2026-06-22 13:00:00,CALL0035176,AGT0000343,2,VND0000011,FAILED,69284,2026-06-22 13:00:00,2026-06-22,2026-06,False
ATTEMPT0069285,ACC0015734,BRW0008204,2026-01-17 02:14:25,CALL0082850,AGT0000349,6,VND0000005,RINGING,69285,2026-01-17 02:14:25,2026-01-17,2026-01,False
ATTEMPT0069286,ACC0005181,BRW0000564,2026-02-24 04:30:58,CALL0047589,AGT0000732,5,VND0000010,CONNECTED,69286,2026-02-24 04:30:58,2026-02-24,2026-02,False
ATTEMPT0069287,ACC0029653,BRW0005757,2026-02-23 10:02:39,CALL0071661,AGT0000456,2,VND0000003,CONNECTED,69287,2026-02-23 10:02:39,2026-02-23,2026-02,False
ATTEMPT0069288,ACC0020242,BRW0003066,2026-04-20 15:30:57,CALL0082608,AGT0000653,3,VND0000012,RINGING,69288,2026-04-20 15:30:57,2026-04-20,2026-04,False
ATTEMPT0069289,ACC0014472,BRW0002801,2026-01-17 05:47:16,CALL0083770,AGT0000930,2,VND0000004,CONNECTED,69289,2026-01-17 05:47:16,2026-01-17,2026-01,False
ATTEMPT0069290,ACC0007405,BRW0001776,2026-08-03 07:02:37,CALL0018103,AGT0000610,1,VND0000006,CONNECTED,69290,2026-08-03 07:02:37,2026-08-03,2026-08,False
ATTEMPT0069291,ACC0018289,BRW0003274,2026-07-13 23:07:09,CALL0069644,AGT0000650,4,VND0000009,BUSY,69291,2026-07-13 23:07:09,2026-07-13,2026-07,False
ATTEMPT0069292,ACC0020364,BRW0005643,2026-03-23 08:42:40,CALL0047369,AGT0000857,6,VND0000007,CONNECTED,69292,2026-03-23 08:42:40,2026-03-23,2026-03,False
ATTEMPT0069293,ACC0010427,BRW0005005,2026-07-26 14:33:17,CALL0008569,AGT0000308,4,VND0000006,CONNECTED,69293,2026-07-26 14:33:17,2026-07-26,2026-07,False
ATTEMPT0069294,ACC0022414,BRW0010077,2026-03-01 08:44:13,CALL0029262,AGT0000893,1,VND0000015,NO_ANSWER,69294,2026-03-01 08:44:13,2026-03-01,2026-03,False
ATTEMPT0069295,ACC0004311,BRW0004728,2026-01-10 12:28:27,CALL0027991,AGT0000756,2,VND0000008,NO_ANSWER,69295,2026-01-10 12:28:27,2026-01-10,2026-01,False
ATTEMPT0069296,ACC0019924,BRW0000638,2026-06-01 07:08:51,CALL0052763,AGT0000646,6,VND0000013,FAILED,69296,2026-06-01 07:08:51,2026-06-01,2026-06,False
