session_id,agent_id,login_at,channel,device_id,timezone,logout_at,_source_row_number,login_at_standardized,logout_at_standardized,session_duration_minutes,invalid_session_time
SES0007602,AGT0000902,2026-03-18 09:14:50,FIELD,DEV01410,Asia/Kolkata,2026-03-18 15:18:00,7602,2026-03-18 09:14:50,2026-03-18 15:18:00,363.1666666666667,False
SES0007603,AGT0000197,2026-07-10 07:04:27,FIELD,DEV00639,UTC,2026-07-10 13:46:15,7603,2026-07-10 07:04:27,2026-07-10 13:46:15,401.8,False
SES0007604,AGT0000315,2026-07-11 04:54:37,SMS,DEV01249,UTC,2026-07-11 06:04:06,7604,2026-07-11 04:54:37,2026-07-11 06:04:06,69.48333333333333,False
SES0007605,AGT0000192,2026-04-08 22:16:37,FIELD,DEV00366,Asia/Kolkata,2026-04-09 05:55:13,7605,2026-04-08 22:16:37,2026-04-09 05:55:13,458.6,False
SES0007606,AGT0000001,2026-06-05 06:04:47,SMS,DEV00264,Asia/Kolkata,2026-06-05 06:52:56,7606,2026-06-05 06:04:47,2026-06-05 06:52:56,48.15,False
SES0007607,AGT0000411,2026-07-22 12:29:49,VOICE,DEV00271,Asia/Kolkata,2026-07-22 17:35:26,7607,2026-07-22 12:29:49,2026-07-22 17:35:26,305.6166666666667,False
SES0007608,AGT0000445,2026-01-16 09:07:41,VOICE,DEV00119,UTC,2026-01-16 10:04:34,7608,2026-01-16 09:07:41,2026-01-16 10:04:34,56.88333333333333,False
SES0007609,AGT0000681,2026-07-01 02:28:02,SMS,DEV01396,UTC,2026-07-01 07:02:07,7609,2026-07-01 02:28:02,2026-07-01 07:02:07,274.0833333333333,False
SES0007610,AGT0000516,2026-05-15 17:46:03,FIELD,DEV00691,UTC,2026-05-15 22:07:23,7610,2026-05-15 17:46:03,2026-05-15 22:07:23,261.3333333333333,False
SES0007611,AGT0000306,2026-03-19 16:43:25,VOICE,DEV01143,Asia/Kolkata,2026-03-19 20:09:10,7611,2026-03-19 16:43:25,2026-03-19 20:09:10,205.75,False
SES0007612,AGT0000269,2026-06-30 07:01:34,FIELD,DEV01256,Asia/Kolkata,2026-06-30 13:22:01,7612,2026-06-30 07:01:34,2026-06-30 13:22:01,380.45,False
SES0007613,AGT0000629,2026-04-30 16:56:13,FIELD,DEV00333,Asia/Kolkata,2026-05-01 01:45:44,7613,2026-04-30 16:56:13,2026-05-01 01:45:44,529.5166666666667,False
SES0007614,AGT0000859,2026-02-23 08:13:56,SMS,DEV00908,Asia/Kolkata,2026-02-23 12:34:02,7614,2026-02-23 08:13:56,2026-02-23 12:34:02,260.1,False
SES0007615,AGT0000673,2026-06-06 18:10:09,VOICE,DEV00896,Asia/Kolkata,2026-06-06 20:32:38,7615,2026-06-06 18:10:09,2026-06-06 20:32:38,142.48333333333332,False
SES0007616,AGT0000766,2026-03-12 12:29:25,FIELD,DEV00360,Asia/Kolkata,2026-03-12 17:41:13,7616,2026-03-12 12:29:25,2026-03-12 17:41:13,311.8,False
SES0007617,AGT0000138,2026-07-10 14:28:15,FIELD,DEV01250,Asia/Kolkata,2026-07-10 23:30:54,7617,2026-07-10 14:28:15,2026-07-10 23:30:54,542.65,False
SES0007618,AGT0000806,2026-07-08 03:22:02,FIELD,DEV00217,UTC,2026-07-08 08:55:54,7618,2026-07-08 03:22:02,2026-07-08 08:55:54,333.8666666666667,False
SES0007619,AGT0000940,2026-05-24 19:48:41,FIELD,DEV01381,UTC,2026-05-24 23:19:05,7619,2026-05-24 19:48:41,2026-05-24 23:19:05,210.4,False
SES0007620,AGT0000114,2026-02-17 17:22:29,FIELD,DEV01167,UTC,2026-02-18 00:59:38,7620,2026-02-17 17:22:29,2026-02-18 00:59:38,457.15,False
SES0007621,AGT0000332,2026-01-03 10:00:36,FIELD,DEV00181,Asia/Kolkata,2026-01-03 12:43:48,7621,2026-01-03 10:00:36,2026-01-03 12:43:48,163.2,False
SES0007622,AGT0000003,2026-02-06 10:12:19,FIELD,DEV00289,Asia/Kolkata,2026-02-06 12:45:58,7622,2026-02-06 10:12:19,2026-02-06 12:45:58,153.65,False
SES0007623,AGT0000030,2026-02-09 03:00:35,SMS,DEV00896,Asia/Kolkata,2026-02-09 06:43:19,7623,2026-02-09 03:00:35,2026-02-09 06:43:19,222.73333333333332,False
SES0007624,AGT0000448,2026-05-12 14:23:23,FIELD,DEV00924,Asia/Kolkata,2026-05-12 17:44:45,7624,2026-05-12 14:23:23,2026-05-12 17:44:45,201.36666666666667,False
SES0007625,AGT0000603,2026-03-11 14:49:26,SMS,DEV00712,UTC,2026-03-11 23:03:16,7625,2026-03-11 14:49:26,2026-03-11 23:03:16,493.8333333333333,False
SES0007626,AGT0000816,2026-04-13 18:34:34,SMS,DEV01331,Asia/Kolkata,2026-04-13 19:05:06,7626,2026-04-13 18:34:34,2026-04-13 19:05:06,30.533333333333335,False
SES0007627,AGT0000063,2026-03-29 13:41:07,SMS,DEV00797,Asia/Kolkata,2026-03-29 20:00:55,7627,2026-03-29 13:41:07,2026-03-29 20:00:55,379.8,False
SES0007628,AGT0000875,2026-03-03 10:10:58,WHATSAPP,DEV00829,Asia/Kolkata,2026-03-03 18:18:17,7628,2026-03-03 10:10:58,2026-03-03 18:18:17,487.31666666666666,False
SES0007629,AGT0000675,2026-01-21 01:42:41,WHATSAPP,DEV00849,Asia/Kolkata,2026-01-21 09:32:44,7629,2026-01-21 01:42:41,2026-01-21 09:32:44,470.05,False
SES0007630,AGT0000258,2026-03-08 20:36:19,SMS,DEV01237,UTC,2026-03-08 23:27:45,7630,2026-03-08 20:36:19,2026-03-08 23:27:45,171.43333333333334,False
SES0007631,AGT0000454,2026-05-07 00:19:03,WHATSAPP,DEV01147,Asia/Kolkata,2026-05-07 07:13:11,7631,2026-05-07 00:19:03,2026-05-07 07:13:11,414.1333333333333,False
SES0007632,AGT0000927,2026-06-03 07:30:01,VOICE,DEV00692,UTC,2026-06-03 08:11:40,7632,2026-06-03 07:30:01,2026-06-03 08:11:40,41.65,False
SES0007633,AGT0000965,2026-03-11 01:51:53,SMS,DEV00712,Asia/Kolkata,2026-03-11 08:14:07,7633,2026-03-11 01:51:53,2026-03-11 08:14:07,382.23333333333335,False
SES0007634,AGT0000673,2026-02-24 03:01:42,WHATSAPP,DEV00852,UTC,2026-02-24 08:13:05,7634,2026-02-24 03:01:42,2026-02-24 08:13:05,311.3833333333333,False
SES0007635,AGT0000553,2026-03-19 04:44:04,WHATSAPP,DEV00255,UTC,2026-03-19 13:36:25,7635,2026-03-19 04:44:04,2026-03-19 13:36:25,532.35,False
SES0007636,AGT0000539,2026-07-20 13:57:09,VOICE,DEV00284,UTC,2026-07-20 22:55:43,7636,2026-07-20 13:57:09,2026-07-20 22:55:43,538.5666666666667,False
SES0007637,AGT0000145,2026-07-26 07:30:55,SMS,DEV01425,Asia/Kolkata,2026-07-26 10:20:28,7637,2026-07-26 07:30:55,2026-07-26 10:20:28,169.55,False
SES0007638,AGT0000807,2026-02-19 09:36:48,WHATSAPP,DEV00536,UTC,2026-02-19 11:37:01,7638,2026-02-19 09:36:48,2026-02-19 11:37:01,120.21666666666667,False
SES0007639,AGT0000124,2026-07-22 00:03:23,FIELD,DEV00711,UTC,2026-07-22 05:46:34,7639,2026-07-22 00:03:23,2026-07-22 05:46:34,343.18333333333334,False
SES0007640,AGT0000919,2026-07-31 02:20:19,SMS,DEV00707,Asia/Kolkata,2026-07-31 05:00:24,7640,2026-07-31 02:20:19,2026-07-31 05:00:24,160.08333333333334,False
SES0007641,AGT0000196,2026-02-21 14:33:37,VOICE,DEV01232,Asia/Kolkata,2026-02-21 21:24:45,7641,2026-02-21 14:33:37,2026-02-21 21:24:45,411.1333333333333,False
SES0007642,AGT0000792,2026-03-20 18:18:16,WHATSAPP,DEV01486,UTC,2026-03-20 23:00:50,7642,2026-03-20 18:18:16,2026-03-20 23:00:50,282.56666666666666,False
SES0007643,AGT0000704,2026-03-17 14:39:58,FIELD,DEV00637,Asia/Kolkata,2026-03-17 20:59:16,7643,2026-03-17 14:39:58,2026-03-17 20:59:16,379.3,False
SES0007644,AGT0000172,2026-05-12 09:01:35,SMS,DEV01237,UTC,2026-05-12 13:18:22,7644,2026-05-12 09:01:35,2026-05-12 13:18:22,256.78333333333336,False
SES0007645,AGT0000613,2026-02-22 06:27:59,FIELD,DEV00838,Asia/Kolkata,2026-02-22 08:48:45,7645,2026-02-22 06:27:59,2026-02-22 08:48:45,140.76666666666668,False
SES0007646,AGT0000335,2026-05-06 23:03:36,FIELD,DEV01372,Asia/Kolkata,2026-05-07 03:31:34,7646,2026-05-06 23:03:36,2026-05-07 03:31:34,267.96666666666664,False
SES0007647,AGT0000535,2026-07-25 18:06:21,SMS,DEV00302,Asia/Kolkata,2026-07-25 19:09:21,7647,2026-07-25 18:06:21,2026-07-25 19:09:21,63.0,False
SES0007648,AGT0000671,2026-02-26 22:25:43,SMS,DEV00706,UTC,2026-02-27 00:56:35,7648,2026-02-26 22:25:43,2026-02-27 00:56:35,150.86666666666667,False
SES0007649,AGT0000857,2026-01-09 02:19:30,VOICE,DEV00666,UTC,2026-01-09 03:14:15,7649,2026-01-09 02:19:30,2026-01-09 03:14:15,54.75,False
SES0007650,AGT0000170,2026-01-08 12:30:31,SMS,DEV00549,UTC,2026-01-08 21:40:27,7650,2026-01-08 12:30:31,2026-01-08 21:40:27,549.9333333333333,False
SES0007651,AGT0000291,2026-05-25 20:28:51,SMS,DEV01214,Asia/Kolkata,2026-05-25 21:42:59,7651,2026-05-25 20:28:51,2026-05-25 21:42:59,74.13333333333334,False
SES0007652,AGT0000455,2026-06-30 22:04:34,FIELD,DEV00619,UTC,2026-07-01 04:38:41,7652,2026-06-30 22:04:34,2026-07-01 04:38:41,394.1166666666667,False
SES0007653,AGT0000511,2026-05-24 11:00:18,WHATSAPP,DEV00758,UTC,2026-05-24 20:33:09,7653,2026-05-24 11:00:18,2026-05-24 20:33:09,572.85,False
SES0007654,AGT0000961,2026-05-14 22:10:39,WHATSAPP,DEV01240,Asia/Kolkata,2026-05-15 08:09:45,7654,2026-05-14 22:10:39,2026-05-15 08:09:45,599.1,False
SES0007655,AGT0000972,2026-05-24 07:47:24,SMS,DEV01309,UTC,2026-05-24 12:14:03,7655,2026-05-24 07:47:24,2026-05-24 12:14:03,266.65,False
SES0007656,AGT0000361,2026-06-05 01:07:23,VOICE,DEV00688,Asia/Kolkata,2026-06-05 04:16:24,7656,2026-06-05 01:07:23,2026-06-05 04:16:24,189.01666666666668,False
SES0007657,AGT0000915,2026-07-24 21:36:57,WHATSAPP,DEV00764,UTC,2026-07-25 03:41:45,7657,2026-07-24 21:36:57,2026-07-25 03:41:45,364.8,False
SES0007658,AGT0000285,2026-07-31 01:39:37,SMS,DEV01417,Asia/Kolkata,2026-07-31 11:23:29,7658,2026-07-31 01:39:37,2026-07-31 11:23:29,583.8666666666667,False
SES0007659,AGT0000425,2026-03-27 14:00:29,FIELD,DEV00721,UTC,2026-03-27 22:27:10,7659,2026-03-27 14:00:29,2026-03-27 22:27:10,506.68333333333334,False
SES0007660,AGT0000476,2026-06-26 22:18:17,SMS,DEV01159,UTC,2026-06-27 07:05:29,7660,2026-06-26 22:18:17,2026-06-27 07:05:29,527.2,False
SES0007661,AGT0000344,2026-02-25 04:32:25,FIELD,DEV00471,UTC,2026-02-25 10:15:49,7661,2026-02-25 04:32:25,2026-02-25 10:15:49,343.4,False
SES0007662,AGT0000347,2026-07-30 01:53:17,VOICE,DEV01435,Asia/Kolkata,2026-07-30 07:21:04,7662,2026-07-30 01:53:17,2026-07-30 07:21:04,327.78333333333336,False
SES0007663,AGT0000050,2026-07-27 09:59:38,FIELD,DEV00599,UTC,2026-07-27 10:32:23,7663,2026-07-27 09:59:38,2026-07-27 10:32:23,32.75,False
SES0007664,AGT0000596,2026-02-03 14:46:30,FIELD,DEV00330,Asia/Kolkata,2026-02-04 00:40:07,7664,2026-02-03 14:46:30,2026-02-04 00:40:07,593.6166666666667,False
SES0007665,AGT0000250,2026-01-31 02:48:31,WHATSAPP,DEV00335,Asia/Kolkata,2026-01-31 10:40:37,7665,2026-01-31 02:48:31,2026-01-31 10:40:37,472.1,False
SES0007666,AGT0000882,2026-03-22 16:34:51,WHATSAPP,DEV00232,UTC,2026-03-22 23:38:48,7666,2026-03-22 16:34:51,2026-03-22 23:38:48,423.95,False
SES0007667,AGT0000084,2026-05-12 02:57:41,WHATSAPP,DEV00604,UTC,2026-05-12 04:17:34,7667,2026-05-12 02:57:41,2026-05-12 04:17:34,79.88333333333334,False
SES0007668,AGT0000849,2026-01-24 07:04:31,SMS,DEV00716,Asia/Kolkata,2026-01-24 16:27:48,7668,2026-01-24 07:04:31,2026-01-24 16:27:48,563.2833333333333,False
SES0007669,AGT0000838,2026-02-04 07:00:11,VOICE,DEV00506,UTC,2026-02-04 13:53:30,7669,2026-02-04 07:00:11,2026-02-04 13:53:30,413.31666666666666,False
SES0007670,AGT0000577,2026-04-16 09:31:02,SMS,DEV01486,Asia/Kolkata,2026-04-16 17:10:40,7670,2026-04-16 09:31:02,2026-04-16 17:10:40,459.6333333333333,False
SES0007671,AGT0000871,2026-06-13 07:11:24,WHATSAPP,DEV01264,Asia/Kolkata,2026-06-13 10:47:58,7671,2026-06-13 07:11:24,2026-06-13 10:47:58,216.56666666666666,False
SES0007672,AGT0000043,2026-02-28 13:35:48,WHATSAPP,DEV00847,UTC,2026-02-28 20:03:01,7672,2026-02-28 13:35:48,2026-02-28 20:03:01,387.21666666666664,False
SES0007673,AGT0000958,2026-01-19 14:59:51,WHATSAPP,DEV00991,UTC,2026-01-19 17:16:48,7673,2026-01-19 14:59:51,2026-01-19 17:16:48,136.95,False
SES0007674,AGT0000997,2026-05-28 09:15:43,SMS,DEV00089,UTC,2026-05-28 15:32:19,7674,2026-05-28 09:15:43,2026-05-28 15:32:19,376.6,False
SES0007675,AGT0000099,2026-07-30 21:42:08,FIELD,DEV01172,UTC,2026-07-31 03:54:33,7675,2026-07-30 21:42:08,2026-07-31 03:54:33,372.4166666666667,False
SES0007676,AGT0000532,2026-01-22 17:44:05,WHATSAPP,DEV01122,UTC,2026-01-22 23:07:39,7676,2026-01-22 17:44:05,2026-01-22 23:07:39,323.56666666666666,False
SES0007677,AGT0000919,2026-01-24 12:25:20,VOICE,DEV00205,Asia/Kolkata,2026-01-24 13:39:02,7677,2026-01-24 12:25:20,2026-01-24 13:39:02,73.7,False
SES0007678,AGT0000370,2026-08-06 14:44:22,SMS,DEV00070,UTC,2026-08-06 19:27:06,7678,2026-08-06 14:44:22,2026-08-06 19:27:06,282.73333333333335,False
SES0007679,AGT0000739,2026-07-02 03:15:32,FIELD,DEV00229,UTC,2026-07-02 05:47:14,7679,2026-07-02 03:15:32,2026-07-02 05:47:14,151.7,False
SES0007680,AGT0000267,2026-04-11 14:23:59,SMS,DEV00082,Asia/Kolkata,2026-04-11 15:27:54,7680,2026-04-11 14:23:59,2026-04-11 15:27:54,63.916666666666664,False
SES0007681,AGT0000408,2026-05-29 16:27:22,WHATSAPP,DEV01093,Asia/Kolkata,2026-05-29 21:56:40,7681,2026-05-29 16:27:22,2026-05-29 21:56:40,329.3,False
SES0007682,AGT0000403,2026-02-08 03:44:05,WHATSAPP,DEV00177,UTC,2026-02-08 13:01:29,7682,2026-02-08 03:44:05,2026-02-08 13:01:29,557.4,False
SES0007683,AGT0000847,2026-05-15 11:26:42,SMS,DEV00185,Asia/Kolkata,2026-05-15 15:45:21,7683,2026-05-15 11:26:42,2026-05-15 15:45:21,258.65,False
SES0007684,AGT0000468,2026-04-23 18:45:12,VOICE,DEV00963,UTC,2026-04-24 02:15:14,7684,2026-04-23 18:45:12,2026-04-24 02:15:14,450.03333333333336,False
SES0007685,AGT0000363,2026-03-06 03:30:34,FIELD,DEV00652,UTC,2026-03-06 09:18:07,7685,2026-03-06 03:30:34,2026-03-06 09:18:07,347.55,False
SES0007686,AGT0000077,2026-06-21 11:35:17,VOICE,DEV00222,UTC,2026-06-21 17:50:10,7686,2026-06-21 11:35:17,2026-06-21 17:50:10,374.8833333333333,False
SES0007687,AGT0000718,2026-01-29 09:41:03,SMS,DEV01440,UTC,2026-01-29 14:33:49,7687,2026-01-29 09:41:03,2026-01-29 14:33:49,292.76666666666665,False
SES0007688,AGT0000995,2026-03-14 07:21:01,FIELD,DEV01058,UTC,2026-03-14 09:03:50,7688,2026-03-14 07:21:01,2026-03-14 09:03:50,102.81666666666666,False
SES0007689,AGT0000751,2026-06-27 18:35:59,FIELD,DEV00133,UTC,2026-06-27 22:56:07,7689,2026-06-27 18:35:59,2026-06-27 22:56:07,260.1333333333333,False
SES0007690,AGT0000604,2026-04-27 02:02:31,SMS,DEV00626,UTC,2026-04-27 06:58:28,7690,2026-04-27 02:02:31,2026-04-27 06:58:28,295.95,False
SES0007691,AGT0000758,2026-07-16 18:32:57,FIELD,DEV00064,Asia/Kolkata,2026-07-16 19:48:31,7691,2026-07-16 18:32:57,2026-07-16 19:48:31,75.56666666666666,False
SES0007692,AGT0000299,2026-02-17 13:38:47,WHATSAPP,DEV01166,UTC,2026-02-17 20:49:31,7692,2026-02-17 13:38:47,2026-02-17 20:49:31,430.73333333333335,False
SES0007693,AGT0000529,2026-03-23 17:04:12,SMS,DEV01395,UTC,2026-03-23 22:24:31,7693,2026-03-23 17:04:12,2026-03-23 22:24:31,320.31666666666666,False
SES0007694,AGT0000913,2026-03-12 11:55:26,WHATSAPP,DEV00407,Asia/Kolkata,2026-03-12 17:07:28,7694,2026-03-12 11:55:26,2026-03-12 17:07:28,312.03333333333336,False
SES0007695,AGT0000819,2026-07-10 01:19:15,SMS,DEV01041,UTC,2026-07-10 02:34:39,7695,2026-07-10 01:19:15,2026-07-10 02:34:39,75.4,False
SES0007696,AGT0000307,2026-03-23 02:31:55,VOICE,DEV01266,UTC,2026-03-23 07:28:26,7696,2026-03-23 02:31:55,2026-03-23 07:28:26,296.51666666666665,False
SES0007697,AGT0000098,2026-03-14 15:35:20,SMS,DEV00512,UTC,2026-03-14 19:35:31,7697,2026-03-14 15:35:20,2026-03-14 19:35:31,240.18333333333334,False
SES0007698,AGT0000887,2026-05-13 05:35:45,WHATSAPP,DEV00353,UTC,2026-05-13 14:02:06,7698,2026-05-13 05:35:45,2026-05-13 14:02:06,506.35,False
SES0007699,AGT0000248,2026-02-07 19:13:18,VOICE,DEV00142,Asia/Kolkata,2026-02-07 23:36:55,7699,2026-02-07 19:13:18,2026-02-07 23:36:55,263.6166666666667,False
SES0007700,AGT0000276,2026-04-03 20:12:32,SMS,DEV01088,UTC,2026-04-04 00:02:44,7700,2026-04-03 20:12:32,2026-04-04 00:02:44,230.2,False
SES0007701,AGT0000879,2026-04-24 01:44:49,FIELD,DEV00237,UTC,2026-04-24 10:07:36,7701,2026-04-24 01:44:49,2026-04-24 10:07:36,502.78333333333336,False
SES0007702,AGT0000196,2026-03-18 04:17:20,WHATSAPP,DEV00667,UTC,2026-03-18 08:52:18,7702,2026-03-18 04:17:20,2026-03-18 08:52:18,274.96666666666664,False
SES0007703,AGT0000565,2026-01-01 04:17:53,FIELD,DEV01426,UTC,2026-01-01 13:22:27,7703,2026-01-01 04:17:53,2026-01-01 13:22:27,544.5666666666667,False
SES0007704,AGT0000654,2026-02-27 22:12:01,SMS,DEV01232,Asia/Kolkata,2026-02-28 05:32:22,7704,2026-02-27 22:12:01,2026-02-28 05:32:22,440.35,False
SES0007705,AGT0000343,2026-01-14 16:54:40,FIELD,DEV00983,Asia/Kolkata,2026-01-14 23:54:53,7705,2026-01-14 16:54:40,2026-01-14 23:54:53,420.21666666666664,False
SES0007706,AGT0000872,2026-04-19 06:37:37,SMS,DEV01259,UTC,2026-04-19 10:46:57,7706,2026-04-19 06:37:37,2026-04-19 10:46:57,249.33333333333334,False
SES0007707,AGT0000899,2026-06-08 00:18:40,WHATSAPP,DEV01215,UTC,2026-06-08 03:16:56,7707,2026-06-08 00:18:40,2026-06-08 03:16:56,178.26666666666668,False
SES0007708,AGT0000563,2026-02-09 09:08:56,SMS,DEV01311,UTC,2026-02-09 13:16:22,7708,2026-02-09 09:08:56,2026-02-09 13:16:22,247.43333333333334,False
SES0007709,AGT0000153,2026-06-26 06:27:24,VOICE,DEV00308,UTC,2026-06-26 10:08:02,7709,2026-06-26 06:27:24,2026-06-26 10:08:02,220.63333333333333,False
SES0007710,AGT0000017,2026-07-30 09:38:00,SMS,DEV00078,UTC,2026-07-30 18:44:45,7710,2026-07-30 09:38:00,2026-07-30 18:44:45,546.75,False
SES0007711,AGT0000475,2026-03-17 15:15:58,WHATSAPP,DEV00087,UTC,2026-03-18 00:47:15,7711,2026-03-17 15:15:58,2026-03-18 00:47:15,571.2833333333333,False
SES0007712,AGT0000965,2026-05-17 22:40:22,WHATSAPP,DEV00851,Asia/Kolkata,2026-05-18 03:58:23,7712,2026-05-17 22:40:22,2026-05-18 03:58:23,318.01666666666665,False
SES0007713,AGT0000564,2026-06-16 04:00:36,SMS,DEV01474,UTC,2026-06-16 09:44:03,7713,2026-06-16 04:00:36,2026-06-16 09:44:03,343.45,False
SES0007714,AGT0000123,2026-07-19 06:19:29,FIELD,DEV01010,Asia/Kolkata,2026-07-19 07:21:17,7714,2026-07-19 06:19:29,2026-07-19 07:21:17,61.8,False
SES0007715,AGT0000644,2026-06-16 17:22:39,FIELD,DEV00573,UTC,2026-06-16 22:07:16,7715,2026-06-16 17:22:39,2026-06-16 22:07:16,284.6166666666667,False
SES0007716,AGT0000060,2026-06-24 09:18:27,FIELD,DEV00071,UTC,2026-06-24 13:44:50,7716,2026-06-24 09:18:27,2026-06-24 13:44:50,266.3833333333333,False
SES0007717,AGT0000435,2026-02-26 23:40:29,VOICE,DEV01449,UTC,2026-02-27 09:31:54,7717,2026-02-26 23:40:29,2026-02-27 09:31:54,591.4166666666666,False
SES0007718,AGT0000463,2026-06-23 17:51:22,WHATSAPP,DEV01178,UTC,2026-06-24 00:38:15,7718,2026-06-23 17:51:22,2026-06-24 00:38:15,406.8833333333333,False
SES0007719,AGT0000362,2026-01-25 20:23:00,FIELD,DEV01015,UTC,2026-01-25 21:43:15,7719,2026-01-25 20:23:00,2026-01-25 21:43:15,80.25,False
SES0007720,AGT0000550,2026-01-12 06:12:29,VOICE,DEV00106,UTC,2026-01-12 09:25:34,7720,2026-01-12 06:12:29,2026-01-12 09:25:34,193.08333333333334,False
SES0007721,AGT0000341,2026-03-02 05:07:33,VOICE,DEV00145,UTC,2026-03-02 14:07:46,7721,2026-03-02 05:07:33,2026-03-02 14:07:46,540.2166666666667,False
SES0007722,AGT0000603,2026-06-02 06:00:51,SMS,DEV01310,Asia/Kolkata,2026-06-02 07:31:13,7722,2026-06-02 06:00:51,2026-06-02 07:31:13,90.36666666666666,False
SES0007723,AGT0000811,2026-02-23 04:43:20,WHATSAPP,DEV00027,Asia/Kolkata,2026-02-23 06:19:59,7723,2026-02-23 04:43:20,2026-02-23 06:19:59,96.65,False
SES0007724,AGT0000871,2026-01-10 15:04:33,VOICE,DEV00301,UTC,2026-01-11 00:43:43,7724,2026-01-10 15:04:33,2026-01-11 00:43:43,579.1666666666666,False
SES0007725,AGT0000835,2026-07-03 00:57:06,VOICE,DEV00196,Asia/Kolkata,2026-07-03 09:20:42,7725,2026-07-03 00:57:06,2026-07-03 09:20:42,503.6,False
SES0007726,AGT0000265,2026-01-09 21:27:53,FIELD,DEV00437,UTC,2026-01-09 23:04:16,7726,2026-01-09 21:27:53,2026-01-09 23:04:16,96.38333333333334,False
SES0007727,AGT0000678,2026-03-25 14:43:33,SMS,DEV00392,UTC,2026-03-25 19:03:55,7727,2026-03-25 14:43:33,2026-03-25 19:03:55,260.3666666666667,False
SES0007728,AGT0000393,2026-05-08 16:41:07,WHATSAPP,DEV00082,Asia/Kolkata,2026-05-08 21:31:49,7728,2026-05-08 16:41:07,2026-05-08 21:31:49,290.7,False
SES0007729,AGT0000853,2026-01-25 14:17:32,FIELD,DEV00338,Asia/Kolkata,2026-01-25 16:12:23,7729,2026-01-25 14:17:32,2026-01-25 16:12:23,114.85,False
SES0007730,AGT0000372,2026-01-08 17:08:31,FIELD,DEV01228,UTC,2026-01-08 18:57:51,7730,2026-01-08 17:08:31,2026-01-08 18:57:51,109.33333333333333,False
SES0007731,AGT0000806,2026-08-04 23:18:27,SMS,DEV00723,Asia/Kolkata,2026-08-05 03:48:50,7731,2026-08-04 23:18:27,2026-08-05 03:48:50,270.3833333333333,False
SES0007732,AGT0000723,2026-03-15 06:23:57,SMS,DEV00076,UTC,2026-03-15 15:12:36,7732,2026-03-15 06:23:57,2026-03-15 15:12:36,528.65,False
SES0007733,AGT0000371,2026-05-12 20:47:12,VOICE,DEV00617,Asia/Kolkata,2026-05-12 21:51:18,7733,2026-05-12 20:47:12,2026-05-12 21:51:18,64.1,False
SES0007734,AGT0000534,2026-04-23 15:04:52,VOICE,DEV00419,UTC,2026-04-23 21:40:11,7734,2026-04-23 15:04:52,2026-04-23 21:40:11,395.31666666666666,False
SES0007735,AGT0000873,2026-01-06 10:01:40,WHATSAPP,DEV00196,Asia/Kolkata,2026-01-06 14:13:45,7735,2026-01-06 10:01:40,2026-01-06 14:13:45,252.08333333333334,False
SES0007736,AGT0000600,2026-03-15 23:20:49,SMS,DEV00707,UTC,2026-03-16 02:07:18,7736,2026-03-15 23:20:49,2026-03-16 02:07:18,166.48333333333332,False
SES0007737,AGT0000139,2026-03-27 23:03:19,VOICE,DEV00496,UTC,2026-03-28 05:22:30,7737,2026-03-27 23:03:19,2026-03-28 05:22:30,379.18333333333334,False
SES0007738,AGT0000135,2026-07-19 12:42:40,SMS,DEV01102,Asia/Kolkata,2026-07-19 13:27:51,7738,2026-07-19 12:42:40,2026-07-19 13:27:51,45.18333333333333,False
SES0007739,AGT0000379,2026-03-04 20:22:35,SMS,DEV00698,Asia/Kolkata,2026-03-04 21:56:21,7739,2026-03-04 20:22:35,2026-03-04 21:56:21,93.76666666666667,False
SES0007740,AGT0000900,2026-07-14 07:08:42,SMS,DEV00373,UTC,2026-07-14 10:22:27,7740,2026-07-14 07:08:42,2026-07-14 10:22:27,193.75,False
SES0007741,AGT0000479,2026-04-11 08:59:10,VOICE,DEV00350,UTC,2026-04-11 15:11:46,7741,2026-04-11 08:59:10,2026-04-11 15:11:46,372.6,False
SES0007742,AGT0000978,2026-06-24 12:49:09,WHATSAPP,DEV01235,UTC,2026-06-24 17:24:43,7742,2026-06-24 12:49:09,2026-06-24 17:24:43,275.56666666666666,False
SES0007743,AGT0000287,2026-03-22 08:37:21,WHATSAPP,DEV00431,UTC,2026-03-22 16:35:02,7743,2026-03-22 08:37:21,2026-03-22 16:35:02,477.68333333333334,False
SES0007744,AGT0000551,2026-01-22 01:17:44,WHATSAPP,DEV00740,UTC,2026-01-22 04:52:38,7744,2026-01-22 01:17:44,2026-01-22 04:52:38,214.9,False
SES0007745,AGT0000427,2026-05-04 07:32:18,VOICE,DEV01248,UTC,2026-05-04 13:15:29,7745,2026-05-04 07:32:18,2026-05-04 13:15:29,343.18333333333334,False
SES0007746,AGT0000408,2026-01-24 03:32:45,SMS,DEV01151,Asia/Kolkata,2026-01-24 06:00:12,7746,2026-01-24 03:32:45,2026-01-24 06:00:12,147.45,False
SES0007747,AGT0000706,2026-03-21 18:25:30,FIELD,DEV01278,UTC,2026-03-22 03:07:12,7747,2026-03-21 18:25:30,2026-03-22 03:07:12,521.7,False
SES0007748,AGT0000926,2026-02-11 19:11:13,FIELD,DEV00690,UTC,2026-02-11 20:09:42,7748,2026-02-11 19:11:13,2026-02-11 20:09:42,58.483333333333334,False
