target_id,account_id,campaign_id,target_date,priority,recommended_channel,status,_source_row_number,target_date_standardized,target_month,timestamp_parse_failed,unknown_campaign_flag
TGT0024127,ACC0013195,CMP0000078,2026-02-22,7,FIELD,SKIPPED,24127,2026-02-22,2026-02,False,False
TGT0024128,ACC0006578,CMP0000069,2026-03-05,9,FIELD,EXPIRED,24128,2026-03-05,2026-03,False,False
TGT0024129,ACC0013946,CMP0000046,2026-03-02,2,SMS,QUEUED,24129,2026-03-02,2026-03,False,False
TGT0024130,ACC0021322,CMP0000015,2026-04-13,1,FIELD,EXPIRED,24130,2026-04-13,2026-04,False,False
TGT0024131,ACC0000335,CMP0000018,2026-06-04,2,WHATSAPP,SKIPPED,24131,2026-06-04,2026-06,False,False
TGT0024132,ACC0007948,CMP0000032,2026-03-30,2,SMS,QUEUED,24132,2026-03-30,2026-03,False,False
TGT0024133,ACC0024905,CMP0000114,2026-05-11,3,VOICE,SKIPPED,24133,2026-05-11,2026-05,False,False
TGT0024134,ACC0005396,CMP0000105,2026-04-04,3,VOICE,CONTACTED,24134,2026-04-04,2026-04,False,False
TGT0024135,ACC0000409,CMP0000037,2026-03-20,6,FIELD,CONTACTED,24135,2026-03-20,2026-03,False,False
TGT0024136,ACC0022846,CMP0000102,2026-05-22,4,VOICE,EXPIRED,24136,2026-05-22,2026-05,False,False
TGT0024137,ACC0022214,CMP0000090,2026-06-24,8,SMS,CONTACTED,24137,2026-06-24,2026-06,False,False
TGT0024138,ACC0026715,CMP0000038,2026-04-27,6,WHATSAPP,QUEUED,24138,2026-04-27,2026-04,False,False
TGT0024139,ACC0026528,CMP0000102,2026-07-17,3,FIELD,CONTACTED,24139,2026-07-17,2026-07,False,False
TGT0024140,ACC0010195,CMP0000086,2026-05-15,10,SMS,EXPIRED,24140,2026-05-15,2026-05,False,False
TGT0024141,ACC0016509,CMP0000020,2026-03-02,7,FIELD,EXPIRED,24141,2026-03-02,2026-03,False,False
TGT0024142,ACC0013395,CMP0000078,2026-03-12,7,SMS,EXPIRED,24142,2026-03-12,2026-03,False,False
TGT0024143,ACC0011372,CMP0000024,2026-06-13,10,VOICE,EXPIRED,24143,2026-06-13,2026-06,False,False
TGT0024144,ACC0023177,CMP0000114,2026-01-09,2,WHATSAPP,CONTACTED,24144,2026-01-09,2026-01,False,False
TGT0024145,ACC0017955,CMP0000014,2026-08-02,2,SMS,SKIPPED,24145,2026-08-02,2026-08,False,False
TGT0024146,ACC0023618,CMP0000031,2026-05-13,3,FIELD,EXPIRED,24146,2026-05-13,2026-05,False,False
TGT0024147,ACC0024398,CMP0000038,2026-01-15,8,SMS,CONTACTED,24147,2026-01-15,2026-01,False,False
TGT0024148,ACC0026447,CMP0000018,2026-03-24,9,FIELD,SKIPPED,24148,2026-03-24,2026-03,False,False
TGT0024149,ACC0003078,CMP0000038,2026-02-12,4,SMS,QUEUED,24149,2026-02-12,2026-02,False,False
TGT0024150,ACC0024027,CMP0000059,2026-04-24,4,SMS,SKIPPED,24150,2026-04-24,2026-04,False,False
TGT0024151,ACC0022525,CMP0000052,2026-01-13,7,WHATSAPP,EXPIRED,24151,2026-01-13,2026-01,False,False
TGT0024152,ACC0024671,CMP0000086,2026-01-24,10,SMS,SKIPPED,24152,2026-01-24,2026-01,False,False
TGT0024153,ACC0015383,CMP0000110,2026-02-08,9,VOICE,SKIPPED,24153,2026-02-08,2026-02,False,False
TGT0024154,ACC0007604,CMP0000101,2026-01-16,4,WHATSAPP,EXPIRED,24154,2026-01-16,2026-01,False,False
TGT0024155,ACC0029000,CMP0000106,2026-05-05,1,VOICE,SKIPPED,24155,2026-05-05,2026-05,False,False
TGT0024156,ACC0009093,CMP0000001,2026-02-28,8,SMS,EXPIRED,24156,2026-02-28,2026-02,False,False
TGT0024157,ACC0023303,CMP0000028,2026-02-23,3,WHATSAPP,EXPIRED,24157,2026-02-23,2026-02,False,False
TGT0024158,ACC0015604,CMP0000094,2026-02-28,1,SMS,QUEUED,24158,2026-02-28,2026-02,False,False
TGT0024159,ACC0023705,CMP0000039,2026-07-08,2,SMS,QUEUED,24159,2026-07-08,2026-07,False,False
TGT0024160,ACC0017712,CMP0000105,2026-08-07,4,SMS,EXPIRED,24160,2026-08-07,2026-08,False,False
TGT0024161,ACC0008854,CMP0000053,2026-05-03,2,SMS,SKIPPED,24161,2026-05-03,2026-05,False,False
TGT0024162,ACC0017139,CMP0000063,2026-01-10,9,VOICE,QUEUED,24162,2026-01-10,2026-01,False,False
TGT0024163,ACC0012935,CMP0000026,2026-02-12,8,SMS,QUEUED,24163,2026-02-12,2026-02,False,False
TGT0024164,ACC0011735,CMP0000039,2026-01-25,2,WHATSAPP,EXPIRED,24164,2026-01-25,2026-01,False,False
TGT0024165,ACC0008051,CMP0000014,2026-01-30,2,SMS,CONTACTED,24165,2026-01-30,2026-01,False,False
TGT0024166,ACC0009119,CMP0000048,2026-06-15,1,VOICE,QUEUED,24166,2026-06-15,2026-06,False,False
TGT0024167,ACC0016943,CMP0000068,2026-07-26,3,VOICE,EXPIRED,24167,2026-07-26,2026-07,False,False
TGT0024168,ACC0004221,CMP0000074,2026-05-05,9,WHATSAPP,SKIPPED,24168,2026-05-05,2026-05,False,False
TGT0024169,ACC0010592,CMP0000047,2026-02-13,9,FIELD,CONTACTED,24169,2026-02-13,2026-02,False,False
TGT0024170,ACC0017691,CMP0000047,2026-01-30,2,FIELD,EXPIRED,24170,2026-01-30,2026-01,False,False
TGT0024171,ACC0026659,CMP0000091,2026-01-29,10,WHATSAPP,SKIPPED,24171,2026-01-29,2026-01,False,False
TGT0024172,ACC0019760,CMP0000065,2026-04-23,9,WHATSAPP,QUEUED,24172,2026-04-23,2026-04,False,False
TGT0024173,ACC0027767,CMP0000077,2026-01-04,4,WHATSAPP,EXPIRED,24173,2026-01-04,2026-01,False,False
TGT0024174,ACC0012239,CMP0000035,2026-01-28,10,WHATSAPP,SKIPPED,24174,2026-01-28,2026-01,False,False
TGT0024175,ACC0025777,CMP0000059,2026-01-17,4,VOICE,SKIPPED,24175,2026-01-17,2026-01,False,False
TGT0024176,ACC0021071,CMP0000024,2026-01-06,5,FIELD,CONTACTED,24176,2026-01-06,2026-01,False,False
TGT0024177,ACC0001082,CMP0000017,2026-05-26,1,VOICE,QUEUED,24177,2026-05-26,2026-05,False,False
TGT0024178,ACC0028185,CMP0000115,2026-03-19,2,VOICE,SKIPPED,24178,2026-03-19,2026-03,False,False
TGT0024179,ACC0015525,CMP0000099,2026-05-02,2,WHATSAPP,EXPIRED,24179,2026-05-02,2026-05,False,False
TGT0024180,ACC0022245,CMP0000006,2026-04-13,6,FIELD,QUEUED,24180,2026-04-13,2026-04,False,False
TGT0024181,ACC0001980,CMP0000092,2026-04-17,7,FIELD,SKIPPED,24181,2026-04-17,2026-04,False,False
TGT0024182,ACC0003898,CMP0000050,2026-04-10,2,FIELD,CONTACTED,24182,2026-04-10,2026-04,False,False
TGT0024183,ACC0014185,CMP0000044,2026-05-25,3,WHATSAPP,SKIPPED,24183,2026-05-25,2026-05,False,False
TGT0024184,ACC0005972,CMP0000048,2026-02-17,1,FIELD,QUEUED,24184,2026-02-17,2026-02,False,False
TGT0024185,ACC0025886,CMP0000081,2026-03-03,7,VOICE,EXPIRED,24185,2026-03-03,2026-03,False,False
TGT0024186,ACC0010131,CMP0000060,2026-05-08,6,SMS,CONTACTED,24186,2026-05-08,2026-05,False,False
TGT0024187,ACC0027679,CMP0000104,2026-03-04,2,WHATSAPP,SKIPPED,24187,2026-03-04,2026-03,False,False
TGT0024188,ACC0016857,CMP0000064,2026-07-07,8,SMS,QUEUED,24188,2026-07-07,2026-07,False,False
TGT0024189,ACC0002788,CMP0000051,2026-07-28,6,VOICE,CONTACTED,24189,2026-07-28,2026-07,False,False
TGT0024190,ACC0004137,CMP0000103,2026-03-18,5,FIELD,QUEUED,24190,2026-03-18,2026-03,False,False
TGT0024191,ACC0010483,CMP0000110,2026-01-17,3,FIELD,EXPIRED,24191,2026-01-17,2026-01,False,False
TGT0024192,ACC0017733,CMP0000007,2026-03-12,5,VOICE,CONTACTED,24192,2026-03-12,2026-03,False,False
TGT0024193,ACC0023139,CMP0000109,2026-03-26,2,SMS,QUEUED,24193,2026-03-26,2026-03,False,False
TGT0024194,ACC0015821,CMP0000067,2026-03-06,10,VOICE,CONTACTED,24194,2026-03-06,2026-03,False,False
TGT0024195,ACC0028052,CMP0000060,2026-05-15,1,VOICE,QUEUED,24195,2026-05-15,2026-05,False,False
TGT0024196,ACC0008797,CMP0000065,2026-03-01,8,WHATSAPP,QUEUED,24196,2026-03-01,2026-03,False,False
TGT0024197,ACC0012873,CMP0000118,2026-04-28,5,SMS,SKIPPED,24197,2026-04-28,2026-04,False,False
TGT0024198,ACC0020694,CMP0000077,2026-04-29,6,WHATSAPP,SKIPPED,24198,2026-04-29,2026-04,False,False
TGT0024199,ACC0028850,CMP0000017,2026-04-25,6,WHATSAPP,SKIPPED,24199,2026-04-25,2026-04,False,False
TGT0024200,ACC0014574,CMP0000071,2026-06-09,8,VOICE,EXPIRED,24200,2026-06-09,2026-06,False,False
TGT0024201,ACC0009587,CMP0000043,2026-01-12,4,SMS,EXPIRED,24201,2026-01-12,2026-01,False,False
TGT0024202,ACC0006751,CMP0000058,2026-03-30,7,WHATSAPP,QUEUED,24202,2026-03-30,2026-03,False,False
TGT0024203,ACC0022947,CMP0000067,2026-05-16,1,FIELD,EXPIRED,24203,2026-05-16,2026-05,False,False
TGT0024204,ACC0028053,CMP0000101,2026-02-05,6,WHATSAPP,CONTACTED,24204,2026-02-05,2026-02,False,False
TGT0024205,ACC0023116,CMP0000112,2026-04-04,10,WHATSAPP,EXPIRED,24205,2026-04-04,2026-04,False,False
TGT0024206,ACC0028146,CMP0000058,2026-05-13,7,SMS,EXPIRED,24206,2026-05-13,2026-05,False,False
TGT0024207,ACC0025148,CMP0000080,2026-07-03,5,SMS,SKIPPED,24207,2026-07-03,2026-07,False,False
TGT0024208,ACC0001048,CMP0000025,2026-02-08,10,VOICE,CONTACTED,24208,2026-02-08,2026-02,False,False
TGT0024209,ACC0024576,CMP0000059,2026-04-24,6,FIELD,QUEUED,24209,2026-04-24,2026-04,False,False
TGT0024210,ACC0000477,CMP0000087,2026-05-07,3,VOICE,QUEUED,24210,2026-05-07,2026-05,False,False
TGT0024211,ACC0025067,CMP0000063,2026-01-31,2,SMS,SKIPPED,24211,2026-01-31,2026-01,False,False
TGT0024212,ACC0013050,CMP0000033,2026-06-18,3,SMS,SKIPPED,24212,2026-06-18,2026-06,False,False
TGT0024213,ACC0020520,CMP0000004,2026-02-06,4,FIELD,EXPIRED,24213,2026-02-06,2026-02,False,False
TGT0024214,ACC0020039,CMP0000080,2026-03-16,7,SMS,EXPIRED,24214,2026-03-16,2026-03,False,False
TGT0024215,ACC0005953,CMP0000004,2026-05-04,5,FIELD,SKIPPED,24215,2026-05-04,2026-05,False,False
TGT0024216,ACC0000872,CMP0000092,2026-04-28,2,VOICE,CONTACTED,24216,2026-04-28,2026-04,False,False
TGT0024217,ACC0004058,CMP0000025,2026-04-07,8,SMS,QUEUED,24217,2026-04-07,2026-04,False,False
TGT0024218,ACC0016498,CMP0000066,2026-06-16,8,SMS,CONTACTED,24218,2026-06-16,2026-06,False,False
TGT0024219,ACC0014567,CMP0000090,2026-08-08,8,WHATSAPP,CONTACTED,24219,2026-08-08,2026-08,False,False
TGT0024220,ACC0006120,CMP0000031,2026-03-20,1,SMS,SKIPPED,24220,2026-03-20,2026-03,False,False
TGT0024221,ACC0002927,CMP0000038,2026-04-29,3,FIELD,SKIPPED,24221,2026-04-29,2026-04,False,False
TGT0024222,ACC0010804,CMP0000082,2026-02-18,1,VOICE,EXPIRED,24222,2026-02-18,2026-02,False,False
TGT0024223,ACC0023459,CMP0000113,2026-02-18,5,SMS,QUEUED,24223,2026-02-18,2026-02,False,False
TGT0024224,ACC0001158,CMP0000013,2026-01-17,4,FIELD,CONTACTED,24224,2026-01-17,2026-01,False,False
TGT0024225,ACC0028348,CMP0000099,2026-05-19,8,VOICE,QUEUED,24225,2026-05-19,2026-05,False,False
TGT0024226,ACC0000223,CMP0000062,2026-03-26,3,SMS,CONTACTED,24226,2026-03-26,2026-03,False,False
TGT0024227,ACC0006730,CMP0000110,2026-05-09,3,FIELD,CONTACTED,24227,2026-05-09,2026-05,False,False
TGT0024228,ACC0014158,CMP0000084,2026-07-25,5,SMS,QUEUED,24228,2026-07-25,2026-07,False,False
TGT0024229,ACC0017439,CMP0000013,2026-04-23,10,SMS,CONTACTED,24229,2026-04-23,2026-04,False,False
TGT0024230,ACC0022027,CMP0000106,2026-02-22,3,WHATSAPP,CONTACTED,24230,2026-02-22,2026-02,False,False
TGT0024231,ACC0002107,CMP0000010,2026-05-17,1,WHATSAPP,SKIPPED,24231,2026-05-17,2026-05,False,False
TGT0024232,ACC0018500,CMP0000111,2026-04-10,5,SMS,CONTACTED,24232,2026-04-10,2026-04,False,False
TGT0024233,ACC0017895,CMP0000088,2026-03-20,3,FIELD,CONTACTED,24233,2026-03-20,2026-03,False,False
TGT0024234,ACC0029202,CMP0000098,2026-05-28,8,VOICE,EXPIRED,24234,2026-05-28,2026-05,False,False
TGT0024235,ACC0029559,CMP0000078,2026-02-16,10,FIELD,SKIPPED,24235,2026-02-16,2026-02,False,False
TGT0024236,ACC0000559,CMP0000034,2026-01-23,2,SMS,QUEUED,24236,2026-01-23,2026-01,False,False
TGT0024237,ACC0005301,CMP0000110,2026-07-01,7,WHATSAPP,CONTACTED,24237,2026-07-01,2026-07,False,False
TGT0024238,ACC0014011,CMP0000030,2026-07-28,1,FIELD,QUEUED,24238,2026-07-28,2026-07,False,False
TGT0024239,ACC0000756,CMP0000095,2026-01-07,5,SMS,EXPIRED,24239,2026-01-07,2026-01,False,False
TGT0024240,ACC0025327,CMP0000043,2026-06-28,3,WHATSAPP,CONTACTED,24240,2026-06-28,2026-06,False,False
TGT0024241,ACC0028428,CMP0000102,2026-07-04,7,WHATSAPP,EXPIRED,24241,2026-07-04,2026-07,False,False
TGT0024242,ACC0009882,CMP0000002,2026-03-25,9,FIELD,SKIPPED,24242,2026-03-25,2026-03,False,False
TGT0024243,ACC0024749,CMP0000046,2026-01-22,4,SMS,SKIPPED,24243,2026-01-22,2026-01,False,False
TGT0024244,ACC0011158,CMP0000042,2026-02-24,3,SMS,EXPIRED,24244,2026-02-24,2026-02,False,False
TGT0024245,ACC0002622,CMP0000031,2026-07-28,4,VOICE,QUEUED,24245,2026-07-28,2026-07,False,False
TGT0024246,ACC0024628,CMP0000108,2026-02-23,7,FIELD,SKIPPED,24246,2026-02-23,2026-02,False,False
TGT0024247,ACC0015689,CMP0000099,2026-07-27,2,VOICE,CONTACTED,24247,2026-07-27,2026-07,False,False
TGT0024248,ACC0017936,CMP0000096,2026-04-15,1,WHATSAPP,CONTACTED,24248,2026-04-15,2026-04,False,False
TGT0024249,ACC0009562,CMP0000032,2026-05-02,6,SMS,EXPIRED,24249,2026-05-02,2026-05,False,False
TGT0024250,ACC0000022,CMP0000086,2026-01-03,8,SMS,CONTACTED,24250,2026-01-03,2026-01,False,False
TGT0024251,ACC0014142,CMP0000099,2026-04-28,2,VOICE,EXPIRED,24251,2026-04-28,2026-04,False,False
TGT0024252,ACC0008158,CMP0000003,2026-07-08,7,VOICE,EXPIRED,24252,2026-07-08,2026-07,False,False
TGT0024253,ACC0019316,CMP0000097,2026-01-12,7,VOICE,SKIPPED,24253,2026-01-12,2026-01,False,False
TGT0024254,ACC0022197,CMP0000041,2026-04-09,5,SMS,QUEUED,24254,2026-04-09,2026-04,False,False
TGT0024255,ACC0018278,CMP0000073,2026-04-19,3,FIELD,CONTACTED,24255,2026-04-19,2026-04,False,False
TGT0024256,ACC0004270,CMP0000007,2026-01-10,9,VOICE,CONTACTED,24256,2026-01-10,2026-01,False,False
TGT0024257,ACC0006628,CMP0000026,2026-04-25,6,VOICE,EXPIRED,24257,2026-04-25,2026-04,False,False
TGT0024258,ACC0014422,CMP0000018,2026-07-23,3,VOICE,EXPIRED,24258,2026-07-23,2026-07,False,False
TGT0024259,ACC0028955,CMP0000052,2026-03-20,6,FIELD,QUEUED,24259,2026-03-20,2026-03,False,False
TGT0024260,ACC0002813,CMP0000019,2026-03-14,8,WHATSAPP,QUEUED,24260,2026-03-14,2026-03,False,False
TGT0024261,ACC0003684,CMP0000102,2026-04-15,1,WHATSAPP,EXPIRED,24261,2026-04-15,2026-04,False,False
TGT0024262,ACC0024577,CMP0000004,2026-03-04,6,VOICE,CONTACTED,24262,2026-03-04,2026-03,False,False
TGT0024263,ACC0009697,CMP0000115,2026-04-07,1,FIELD,EXPIRED,24263,2026-04-07,2026-04,False,False
TGT0024264,ACC0015816,CMP0000042,2026-03-07,8,SMS,SKIPPED,24264,2026-03-07,2026-03,False,False
TGT0024265,ACC0015267,CMP0000047,2026-01-13,9,VOICE,CONTACTED,24265,2026-01-13,2026-01,False,False
TGT0024266,ACC0025537,CMP0000042,2026-07-10,2,VOICE,EXPIRED,24266,2026-07-10,2026-07,False,False
TGT0024267,ACC0005815,CMP0000067,2026-07-05,7,VOICE,EXPIRED,24267,2026-07-05,2026-07,False,False
TGT0024268,ACC0020717,CMP0000092,2026-04-22,5,WHATSAPP,CONTACTED,24268,2026-04-22,2026-04,False,False
TGT0024269,ACC0009443,CMP0000006,2026-03-09,2,SMS,QUEUED,24269,2026-03-09,2026-03,False,False
TGT0024270,ACC0002234,CMP0000020,2026-07-22,4,VOICE,SKIPPED,24270,2026-07-22,2026-07,False,False
TGT0024271,ACC0021297,CMP0000076,2026-06-20,5,SMS,SKIPPED,24271,2026-06-20,2026-06,False,False
TGT0024272,ACC0000912,CMP0000024,2026-08-07,2,SMS,QUEUED,24272,2026-08-07,2026-08,False,False
TGT0024273,ACC0022394,CMP0000109,2026-01-17,8,WHATSAPP,SKIPPED,24273,2026-01-17,2026-01,False,False
TGT0024274,ACC0022600,CMP0000003,2026-03-14,9,SMS,CONTACTED,24274,2026-03-14,2026-03,False,False
TGT0024275,ACC0013372,CMP0000068,2026-02-09,10,FIELD,QUEUED,24275,2026-02-09,2026-02,False,False
TGT0024276,ACC0007703,CMP0000057,2026-01-23,4,FIELD,SKIPPED,24276,2026-01-23,2026-01,False,False
TGT0024277,ACC0027273,CMP0000007,2026-05-17,9,SMS,QUEUED,24277,2026-05-17,2026-05,False,False
TGT0024278,ACC0008496,CMP0000093,2026-06-18,5,SMS,EXPIRED,24278,2026-06-18,2026-06,False,False
TGT0024279,ACC0003146,CMP0000018,2026-01-29,4,FIELD,EXPIRED,24279,2026-01-29,2026-01,False,False
TGT0024280,ACC0028873,CMP0000024,2026-07-05,9,VOICE,CONTACTED,24280,2026-07-05,2026-07,False,False
TGT0024281,ACC0008273,CMP0000078,2026-08-06,2,FIELD,QUEUED,24281,2026-08-06,2026-08,False,False
TGT0024282,ACC0002040,CMP0000120,2026-06-09,7,VOICE,EXPIRED,24282,2026-06-09,2026-06,False,False
TGT0024283,ACC0006126,CMP0000023,2026-01-18,4,SMS,QUEUED,24283,2026-01-18,2026-01,False,False
TGT0024284,ACC0022693,CMP0000002,2026-01-12,5,FIELD,QUEUED,24284,2026-01-12,2026-01,False,False
TGT0024285,ACC0018733,CMP0000065,2026-03-10,5,SMS,CONTACTED,24285,2026-03-10,2026-03,False,False
TGT0024286,ACC0014127,CMP0000037,2026-01-31,6,FIELD,CONTACTED,24286,2026-01-31,2026-01,False,False
TGT0024287,ACC0015497,CMP0000053,2026-04-05,6,WHATSAPP,QUEUED,24287,2026-04-05,2026-04,False,False
TGT0024288,ACC0011625,CMP0000073,2026-01-27,10,VOICE,EXPIRED,24288,2026-01-27,2026-01,False,False
TGT0024289,ACC0004542,CMP0000093,2026-02-25,6,FIELD,EXPIRED,24289,2026-02-25,2026-02,False,False
TGT0024290,ACC0013399,CMP0000029,2026-08-02,3,FIELD,SKIPPED,24290,2026-08-02,2026-08,False,False
TGT0024291,ACC0017275,CMP0000085,2026-07-22,6,VOICE,SKIPPED,24291,2026-07-22,2026-07,False,False
TGT0024292,ACC0001829,CMP0000061,2026-05-18,4,FIELD,SKIPPED,24292,2026-05-18,2026-05,False,False
TGT0024293,ACC0028238,CMP0000062,2026-08-03,10,VOICE,EXPIRED,24293,2026-08-03,2026-08,False,False
TGT0024294,ACC0011352,CMP0000070,2026-05-07,6,SMS,SKIPPED,24294,2026-05-07,2026-05,False,False
TGT0024295,ACC0018741,CMP0000066,2026-04-14,8,FIELD,QUEUED,24295,2026-04-14,2026-04,False,False
TGT0024296,ACC0016669,CMP0000116,2026-03-23,5,SMS,SKIPPED,24296,2026-03-23,2026-03,False,False
TGT0024297,ACC0027674,CMP0000113,2026-03-26,10,FIELD,CONTACTED,24297,2026-03-26,2026-03,False,False
TGT0024298,ACC0000297,CMP0000070,2026-07-04,8,FIELD,CONTACTED,24298,2026-07-04,2026-07,False,False
TGT0024299,ACC0021335,CMP0000010,2026-07-19,6,WHATSAPP,SKIPPED,24299,2026-07-19,2026-07,False,False
TGT0024300,ACC0008619,CMP0000075,2026-02-02,9,SMS,CONTACTED,24300,2026-02-02,2026-02,False,False
TGT0024301,ACC0007060,CMP0000109,2026-03-02,4,SMS,QUEUED,24301,2026-03-02,2026-03,False,False
TGT0024302,ACC0023698,CMP0000027,2026-04-03,10,VOICE,EXPIRED,24302,2026-04-03,2026-04,False,False
TGT0024303,ACC0002520,CMP0000064,2026-05-08,8,SMS,CONTACTED,24303,2026-05-08,2026-05,False,False
TGT0024304,ACC0026230,CMP0000059,2026-05-22,10,SMS,QUEUED,24304,2026-05-22,2026-05,False,False
TGT0024305,ACC0008600,CMP0000045,2026-01-09,7,SMS,EXPIRED,24305,2026-01-09,2026-01,False,False
TGT0024306,ACC0015699,CMP0000106,2026-05-07,2,FIELD,CONTACTED,24306,2026-05-07,2026-05,False,False
TGT0024307,ACC0019258,CMP0000033,2026-08-06,8,WHATSAPP,SKIPPED,24307,2026-08-06,2026-08,False,False
TGT0024308,ACC0004351,CMP0000020,2026-01-27,3,WHATSAPP,CONTACTED,24308,2026-01-27,2026-01,False,False
TGT0024309,ACC0012177,CMP0000071,2026-02-20,10,WHATSAPP,EXPIRED,24309,2026-02-20,2026-02,False,False
TGT0024310,ACC0026992,CMP0000069,2026-02-16,7,VOICE,QUEUED,24310,2026-02-16,2026-02,False,False
TGT0024311,ACC0011727,CMP0000104,2026-01-06,5,WHATSAPP,SKIPPED,24311,2026-01-06,2026-01,False,False
TGT0024312,ACC0025843,CMP0000048,2026-01-25,4,SMS,CONTACTED,24312,2026-01-25,2026-01,False,False
TGT0024313,ACC0027763,CMP0000093,2026-01-17,3,VOICE,QUEUED,24313,2026-01-17,2026-01,False,False
TGT0024314,ACC0004623,CMP0000046,2026-04-04,4,VOICE,CONTACTED,24314,2026-04-04,2026-04,False,False
TGT0024315,ACC0019681,CMP0000079,2026-01-22,1,FIELD,SKIPPED,24315,2026-01-22,2026-01,False,False
TGT0024316,ACC0028810,CMP0000065,2026-06-24,10,VOICE,SKIPPED,24316,2026-06-24,2026-06,False,False
TGT0024317,ACC0005785,CMP0000018,2026-06-16,1,SMS,CONTACTED,24317,2026-06-16,2026-06,False,False
TGT0024318,ACC0008167,CMP0000060,2026-02-17,1,VOICE,SKIPPED,24318,2026-02-17,2026-02,False,False
TGT0024319,ACC0024995,CMP0000093,2026-06-10,5,WHATSAPP,EXPIRED,24319,2026-06-10,2026-06,False,False
TGT0024320,ACC0010534,CMP0000029,2026-01-14,6,WHATSAPP,QUEUED,24320,2026-01-14,2026-01,False,False
TGT0024321,ACC0016509,CMP0000010,2026-01-22,1,FIELD,EXPIRED,24321,2026-01-22,2026-01,False,False
TGT0024322,ACC0018493,CMP0000066,2026-04-23,9,FIELD,QUEUED,24322,2026-04-23,2026-04,False,False
TGT0024323,ACC0003028,CMP0000104,2026-02-12,5,SMS,SKIPPED,24323,2026-02-12,2026-02,False,False
TGT0024324,ACC0015913,CMP0000118,2026-04-26,3,SMS,QUEUED,24324,2026-04-26,2026-04,False,False
TGT0024325,ACC0012209,CMP0000087,2026-05-25,9,VOICE,SKIPPED,24325,2026-05-25,2026-05,False,False
TGT0024326,ACC0018419,CMP0000053,2026-08-07,8,VOICE,CONTACTED,24326,2026-08-07,2026-08,False,False
TGT0024327,ACC0005967,CMP0000085,2026-03-18,1,VOICE,CONTACTED,24327,2026-03-18,2026-03,False,False
TGT0024328,ACC0009495,CMP0000054,2026-07-19,9,FIELD,SKIPPED,24328,2026-07-19,2026-07,False,False
TGT0024329,ACC0008147,CMP0000032,2026-08-02,7,SMS,QUEUED,24329,2026-08-02,2026-08,False,False
TGT0024330,ACC0021566,CMP0000098,2026-02-12,3,SMS,SKIPPED,24330,2026-02-12,2026-02,False,False
TGT0024331,ACC0008167,CMP0000066,2026-07-19,1,FIELD,EXPIRED,24331,2026-07-19,2026-07,False,False
TGT0024332,ACC0006062,CMP0000024,2026-04-25,3,SMS,SKIPPED,24332,2026-04-25,2026-04,False,False
TGT0024333,ACC0028415,CMP0000056,2026-06-03,7,FIELD,CONTACTED,24333,2026-06-03,2026-06,False,False
TGT0024334,ACC0008721,CMP0000095,2026-02-15,10,SMS,SKIPPED,24334,2026-02-15,2026-02,False,False
TGT0024335,ACC0024964,CMP0000060,2026-02-26,7,WHATSAPP,EXPIRED,24335,2026-02-26,2026-02,False,False
TGT0024336,ACC0021179,CMP0000071,2026-02-07,6,SMS,EXPIRED,24336,2026-02-07,2026-02,False,False
TGT0024337,ACC0012264,CMP0000055,2026-01-26,7,WHATSAPP,QUEUED,24337,2026-01-26,2026-01,False,False
TGT0024338,ACC0000115,CMP0000117,2026-03-06,1,FIELD,EXPIRED,24338,2026-03-06,2026-03,False,False
TGT0024339,ACC0016754,CMP0000015,2026-04-01,8,SMS,EXPIRED,24339,2026-04-01,2026-04,False,False
TGT0024340,ACC0022407,CMP0000079,2026-07-03,9,FIELD,QUEUED,24340,2026-07-03,2026-07,False,False
TGT0024341,ACC0019778,CMP0000114,2026-01-13,3,WHATSAPP,SKIPPED,24341,2026-01-13,2026-01,False,False
TGT0024342,ACC0009360,CMP0000054,2026-08-08,4,SMS,CONTACTED,24342,2026-08-08,2026-08,False,False
TGT0024343,ACC0025607,CMP0000097,2026-04-09,2,VOICE,QUEUED,24343,2026-04-09,2026-04,False,False
TGT0024344,ACC0022163,CMP0000085,2026-04-26,6,VOICE,QUEUED,24344,2026-04-26,2026-04,False,False
TGT0024345,ACC0001313,CMP0000110,2026-03-12,5,VOICE,QUEUED,24345,2026-03-12,2026-03,False,False
TGT0024346,ACC0013801,CMP0000106,2026-07-25,6,WHATSAPP,QUEUED,24346,2026-07-25,2026-07,False,False
TGT0024347,ACC0020148,CMP0000061,2026-04-29,3,WHATSAPP,CONTACTED,24347,2026-04-29,2026-04,False,False
TGT0024348,ACC0005506,CMP0000005,2026-06-03,3,VOICE,EXPIRED,24348,2026-06-03,2026-06,False,False
TGT0024349,ACC0026879,CMP0000055,2026-05-11,6,FIELD,EXPIRED,24349,2026-05-11,2026-05,False,False
TGT0024350,ACC0018407,CMP0000019,2026-04-30,2,VOICE,QUEUED,24350,2026-04-30,2026-04,False,False
TGT0024351,ACC0003486,CMP0000115,2026-03-08,2,WHATSAPP,QUEUED,24351,2026-03-08,2026-03,False,False
TGT0024352,ACC0003298,CMP0000025,2026-06-04,9,FIELD,QUEUED,24352,2026-06-04,2026-06,False,False
TGT0024353,ACC0023064,CMP0000011,2026-03-17,8,SMS,EXPIRED,24353,2026-03-17,2026-03,False,False
TGT0024354,ACC0013383,CMP0000019,2026-04-15,3,FIELD,SKIPPED,24354,2026-04-15,2026-04,False,False
