account_id,borrower_id,loan_type,principal_amount,outstanding_amount,dpd,risk_segment,status,payment_count,total_payment_amount,recovered_account,total_calls,total_call_duration_sec,total_attempts,disposition_events,call_campaign_count,vendor_count,agent_count,targeting_events,targeting_campaigns,call_exposed,attempt_exposed,targeted_account
ACC0011912,BRW0004449,AUTO,669177.2,658942.59,15,NPA,ACTIVE,0,0.0,0,3,1418,2,1,3,3,3,2,2,1,1,1
ACC0011913,BRW0005857,AUTO,561633.68,294006.65,5,HIGH,PAID,0,0.0,0,3,1656,5,1,3,3,3,3,3,1,1,1
ACC0011914,BRW0004725,CONSUMER,308130.29,70544.26,1,LOW,CLOSED,0,0.0,0,3,2195,4,1,3,3,3,2,2,1,1,1
ACC0011915,BRW0004745,AUTO,556924.96,2555.17,15,LOW,CLOSED,0,0.0,0,3,970,3,1,3,3,3,1,1,1,1,1
ACC0011916,BRW0011309,BNPL,438711.67,264032.42,60,LOW,CLOSED,3,222660.71000000002,1,2,1666,6,1,2,2,2,1,1,1,1,1
ACC0011917,BRW0000043,BNPL,532841.29,247953.29,5,NPA,ACTIVE,0,0.0,0,3,1682,3,2,3,3,3,1,1,1,1,1
ACC0011918,BRW0005667,CREDIT_CARD,253801.28,367346.13,60,MEDIUM,PAID,2,175658.11000000002,1,3,1204,5,2,3,3,3,1,1,1,1,1
ACC0011919,BRW0007760,AUTO,765073.23,315376.8,180,NPA,ACTIVE,0,0.0,0,3,996,3,2,3,2,3,3,3,1,1,1
ACC0011920,BRW0007031,AUTO,662987.64,120782.12,120,LOW,PAID,0,0.0,0,2,676,2,2,2,1,2,0,0,1,1,0
ACC0011921,BRW0009092,BNPL,706622.84,266936.49,1,HIGH,WRITEOFF,2,153323.64,1,3,986,4,0,3,3,3,0,0,1,1,0
ACC0011922,BRW0004944,BNPL,126962.95,313347.75,30,LOW,ACTIVE,1,27573.16,1,3,1903,3,0,3,3,3,3,3,1,1,1
ACC0011923,BRW0000057,CONSUMER,392151.2,681641.79,30,NPA,CLOSED,0,0.0,0,2,1021,4,1,2,2,2,0,0,1,1,0
ACC0011924,BRW0009330,BNPL,40215.49,169934.63,90,LOW,WRITEOFF,0,0.0,0,2,394,4,0,2,2,2,0,0,1,1,0
ACC0011925,BRW0011407,CREDIT_CARD,55793.71,54442.78,15,HIGH,CLOSED,1,72117.74,1,4,1858,2,1,4,4,4,2,2,1,1,1
ACC0011926,BRW0002837,CREDIT_CARD,739263.08,399902.13,180,HIGH,WRITEOFF,0,0.0,0,3,530,9,1,3,3,3,1,1,1,1,1
ACC0011927,BRW0005953,BNPL,495962.62,81128.06,1,MEDIUM,CLOSED,1,135659.12,1,2,876,9,0,2,2,2,2,2,1,1,1
ACC0011928,BRW0009378,PERSONAL,184658.06,645461.02,60,LOW,ACTIVE,1,3057.34,1,1,48,3,3,1,1,1,3,3,1,1,1
ACC0011929,BRW0003742,CONSUMER,44470.09,467523.13,120,NPA,PAID,1,16846.7,1,1,297,3,0,1,1,1,0,0,1,1,0
ACC0011930,BRW0008527,CREDIT_CARD,17123.18,540571.72,45,LOW,WRITEOFF,1,70217.42,0,3,811,2,1,3,3,3,0,0,1,1,0
ACC0011931,BRW0006812,BNPL,622211.44,423672.15,60,LOW,PAID,1,82668.59,1,2,121,6,1,2,2,2,0,0,1,1,0
ACC0011932,BRW0002330,CREDIT_CARD,385246.08,678684.95,1,LOW,CLOSED,1,92125.58,1,2,783,3,0,2,2,2,2,2,1,1,1
ACC0011933,BRW0005096,CONSUMER,409361.27,207821.89,180,HIGH,PAID,0,0.0,0,2,859,5,1,2,2,2,2,2,1,1,1
ACC0011934,BRW0001153,CONSUMER,168780.62,686078.31,5,HIGH,CLOSED,1,57342.46,0,5,2057,6,3,5,5,5,1,1,1,1,1
ACC0011935,BRW0009166,BNPL,310223.0,176845.91,75,LOW,CLOSED,1,78845.69,1,3,1769,1,1,3,3,3,2,2,1,1,1
ACC0011936,BRW0000579,BNPL,132634.68,137028.53,180,MEDIUM,PAID,1,114819.78,1,1,566,8,1,1,1,1,0,0,1,1,0
ACC0011937,,BNPL,303494.58,164861.62,5,NPA,ACTIVE,1,51145.51,1,2,1078,1,0,2,2,2,2,2,1,1,1
ACC0011938,BRW0004310,BNPL,562910.48,487990.31,60,MEDIUM,PAID,2,84240.5,1,4,1604,0,2,4,3,4,3,3,1,0,1
ACC0011939,BRW0008625,AUTO,598853.88,349008.7,5,NPA,WRITEOFF,2,86553.27,0,5,2428,3,0,5,5,5,0,0,1,1,0
ACC0011940,BRW0005809,AUTO,276169.16,211917.96,180,LOW,PAID,2,174284.47999999998,1,2,1135,4,1,2,2,2,1,1,1,1,1
ACC0011941,BRW0008362,BNPL,649507.21,109860.61,5,HIGH,CLOSED,1,74792.39,1,3,1188,2,1,3,3,3,2,2,1,1,1
ACC0011942,BRW0009502,CONSUMER,774694.04,248485.78,75,MEDIUM,PAID,0,0.0,0,6,2616,3,2,6,5,6,1,1,1,1,1
ACC0011943,BRW0004348,AUTO,680689.0,440794.59,180,LOW,WRITEOFF,0,0.0,0,3,1557,4,3,3,3,3,1,1,1,1,1
ACC0011944,BRW0005138,AUTO,435314.58,25542.7,180,HIGH,CLOSED,0,0.0,0,6,3442,3,0,6,5,6,3,3,1,1,1
ACC0011945,BRW0000652,CREDIT_CARD,654098.14,361056.58,60,LOW,CLOSED,1,136238.14,1,3,1538,3,1,3,3,3,2,2,1,1,1
ACC0011946,BRW0002556,AUTO,232433.56,653702.88,15,MEDIUM,ACTIVE,0,0.0,0,3,1290,2,0,3,3,3,2,2,1,1,1
ACC0011947,BRW0005441,CREDIT_CARD,574934.86,366333.68,180,MEDIUM,PAID,0,0.0,0,2,731,2,1,2,2,2,5,5,1,1,1
ACC0011948,BRW0002995,CONSUMER,476934.4,488180.22,180,HIGH,CLOSED,0,0.0,0,3,1898,2,2,3,3,3,3,3,1,1,1
ACC0011949,BRW0007158,CREDIT_CARD,333723.66,465692.76,15,NPA,ACTIVE,1,16906.71,1,3,1688,5,2,3,3,3,2,2,1,1,1
ACC0011950,BRW0001556,CREDIT_CARD,492147.54,279292.59,15,LOW,WRITEOFF,1,134064.49,0,1,38,3,1,1,1,1,4,4,1,1,1
ACC0011951,BRW0001596,CREDIT_CARD,281779.08,510249.55,120,HIGH,WRITEOFF,2,75809.2,1,4,1860,4,0,4,4,4,1,1,1,1,1
ACC0011952,BRW0010327,PERSONAL,598207.67,360929.69,45,LOW,PAID,0,0.0,0,3,2018,2,2,3,3,3,1,1,1,1,1
ACC0011953,BRW0009524,CREDIT_CARD,733523.16,596575.95,0,MEDIUM,CLOSED,0,0.0,0,5,923,3,0,5,5,5,0,0,1,1,0
ACC0011954,BRW0001377,AUTO,565035.78,145544.56,45,HIGH,CLOSED,1,71192.09,1,5,2633,6,1,5,4,5,2,2,1,1,1
ACC0011955,BRW0005351,CONSUMER,582748.38,251193.34,75,LOW,CLOSED,1,27234.73,0,4,1541,2,0,4,3,4,1,1,1,1,1
ACC0011956,BRW0010156,AUTO,180234.78,420821.47,180,LOW,PAID,1,122544.21,1,1,489,3,3,1,1,1,3,3,1,1,1
ACC0011957,BRW0006862,CREDIT_CARD,469464.37,386898.39,120,LOW,CLOSED,1,81050.97,1,1,642,8,1,1,1,1,4,4,1,1,1
ACC0011958,BRW0006598,CONSUMER,174199.97,243700.97,15,HIGH,WRITEOFF,0,0.0,0,2,875,3,1,2,2,2,2,2,1,1,1
ACC0011959,BRW0007073,CREDIT_CARD,625130.13,644393.36,45,LOW,WRITEOFF,2,92335.61,1,6,2784,2,1,6,6,6,3,3,1,1,1
ACC0011960,BRW0006251,AUTO,682009.83,555218.91,90,MEDIUM,CLOSED,2,190078.88,1,3,1568,2,1,3,3,3,2,2,1,1,1
ACC0011961,BRW0003500,CONSUMER,173247.77,442359.29,75,MEDIUM,PAID,1,137139.98,1,2,1619,2,1,2,2,2,1,1,1,1,1
ACC0011962,BRW0003237,AUTO,442057.61,124550.92,5,LOW,WRITEOFF,0,0.0,0,3,1327,4,1,3,3,3,1,1,1,1,1
ACC0011963,BRW0006986,CONSUMER,461858.0,85639.83,1,NPA,ACTIVE,2,141024.55,1,5,2817,3,2,5,5,5,1,1,1,1,1
ACC0011964,BRW0008932,CREDIT_CARD,716191.17,18342.23,90,LOW,CLOSED,2,58334.77,1,2,399,2,2,2,2,2,1,1,1,1,1
ACC0011965,BRW0005375,CREDIT_CARD,784982.01,403578.82,180,LOW,PAID,0,0.0,0,4,1329,4,1,4,4,4,2,2,1,1,1
ACC0011966,BRW0007779,PERSONAL,732956.06,191112.55,5,NPA,WRITEOFF,1,68046.31,1,2,371,5,0,2,2,2,0,0,1,1,0
ACC0011967,BRW0006275,CREDIT_CARD,502649.52,412941.76,5,MEDIUM,WRITEOFF,1,120838.32,1,1,866,3,0,1,1,1,2,2,1,1,1
ACC0011968,BRW0004632,PERSONAL,69756.47,604174.85,1,HIGH,ACTIVE,1,72144.2,1,3,1532,5,1,3,2,3,2,2,1,1,1
ACC0011969,BRW0000566,BNPL,235998.83,365427.39,180,HIGH,PAID,1,130102.65,0,3,1042,2,2,3,3,3,2,2,1,1,1
ACC0011970,BRW0011745,CONSUMER,68393.35,429554.59,0,MEDIUM,CLOSED,0,0.0,0,5,2867,8,0,5,4,4,4,4,1,1,1
ACC0011971,BRW0009206,CONSUMER,562242.46,190656.21,30,MEDIUM,WRITEOFF,0,0.0,0,3,1953,5,3,3,3,3,2,2,1,1,1
ACC0011972,BRW0011890,CONSUMER,404864.24,107074.73,45,LOW,ACTIVE,0,0.0,0,5,2821,5,1,4,5,5,1,1,1,1,1
ACC0011973,BRW0000469,PERSONAL,147328.22,577393.28,1,HIGH,PAID,1,53164.49,0,2,1230,1,1,2,2,2,3,3,1,1,1
ACC0011974,BRW0007263,CREDIT_CARD,246059.84,185931.97,75,LOW,ACTIVE,1,134900.82,1,3,1865,2,3,3,3,3,1,1,1,1,1
ACC0011975,BRW0000360,AUTO,629080.15,43686.97,120,NPA,PAID,0,0.0,0,3,1133,3,2,3,2,3,1,1,1,1,1
ACC0011976,BRW0004312,BNPL,29877.33,14796.98,75,LOW,ACTIVE,0,0.0,0,6,1822,7,2,6,6,6,0,0,1,1,0
ACC0011977,BRW0003989,CREDIT_CARD,361407.78,452136.6,0,MEDIUM,ACTIVE,1,882.13,1,4,810,4,1,4,3,4,2,1,1,1,1
ACC0011978,BRW0010147,CONSUMER,130063.27,426676.08,5,NPA,CLOSED,0,0.0,0,6,2752,3,1,6,5,6,0,0,1,1,0
ACC0011979,BRW0009221,AUTO,168908.42,372046.3,75,LOW,WRITEOFF,0,0.0,0,5,2565,4,2,5,5,5,0,0,1,1,0
ACC0011980,BRW0005983,CONSUMER,372124.1,449446.73,0,HIGH,WRITEOFF,2,169818.58000000002,1,4,2504,3,0,4,4,4,1,1,1,1,1
ACC0011981,BRW0006975,CREDIT_CARD,165084.84,450172.16,45,MEDIUM,CLOSED,0,0.0,0,0,0,4,2,0,0,0,1,1,0,1,1
ACC0011982,BRW0002423,CREDIT_CARD,678479.99,158285.36,180,HIGH,CLOSED,1,71987.65,0,2,381,3,3,2,2,2,1,1,1,1,1
ACC0011983,BRW0004835,CONSUMER,795832.71,84040.09,180,HIGH,CLOSED,0,0.0,0,3,1923,4,1,3,3,3,2,2,1,1,1
ACC0011984,BRW0008426,CREDIT_CARD,646882.07,37616.87,180,MEDIUM,CLOSED,0,0.0,0,3,1238,6,0,2,3,3,1,1,1,1,1
ACC0011985,BRW0011963,CONSUMER,543275.34,287397.52,60,HIGH,ACTIVE,3,198696.89,1,5,1634,4,1,5,5,5,5,5,1,1,1
ACC0011986,BRW0004954,AUTO,65178.48,519773.32,120,NPA,WRITEOFF,1,59582.67,1,3,1732,5,0,3,2,3,3,3,1,1,1
ACC0011987,BRW0010875,PERSONAL,375379.12,555089.79,75,NPA,WRITEOFF,2,114694.68,1,4,1833,5,1,4,4,4,1,1,1,1,1
ACC0011988,BRW0007413,PERSONAL,375307.57,496372.2,120,LOW,WRITEOFF,1,136002.89,1,2,196,4,0,2,2,2,1,1,1,1,1
ACC0011989,BRW0010490,AUTO,449007.78,434329.17,30,MEDIUM,CLOSED,0,0.0,0,5,1675,3,4,5,4,5,3,3,1,1,1
ACC0011990,BRW0011164,AUTO,191147.24,58509.64,90,MEDIUM,WRITEOFF,2,99217.04,1,2,711,4,0,2,2,2,1,1,1,1,1
ACC0011991,BRW0006114,PERSONAL,557352.28,194414.57,30,HIGH,WRITEOFF,0,0.0,0,4,1926,3,0,4,4,4,1,1,1,1,1
ACC0011992,BRW0004504,PERSONAL,154625.15,437309.79,90,MEDIUM,ACTIVE,0,0.0,0,1,723,6,0,1,1,1,2,2,1,1,1
ACC0011993,BRW0006429,AUTO,493685.24,321383.86,5,MEDIUM,ACTIVE,2,215894.59,1,0,0,2,2,0,0,0,2,2,0,1,1
ACC0011994,BRW0010443,CONSUMER,131659.03,256688.33,1,MEDIUM,ACTIVE,0,0.0,0,2,513,4,2,2,1,2,2,2,1,1,1
ACC0011995,BRW0002775,CONSUMER,685328.69,103142.72,45,NPA,WRITEOFF,0,0.0,0,3,1698,6,0,3,3,3,1,1,1,1,1
ACC0011996,BRW0000664,CREDIT_CARD,51744.4,448080.41,45,MEDIUM,ACTIVE,0,0.0,0,1,114,4,2,1,1,1,3,3,1,1,1
ACC0011997,BRW0009901,CREDIT_CARD,19700.28,185850.18,5,NPA,ACTIVE,0,0.0,0,4,1528,4,3,4,4,4,0,0,1,1,0
ACC0011998,BRW0011400,CONSUMER,635461.01,51699.53,1,MEDIUM,ACTIVE,1,142706.71,0,2,1236,2,1,2,2,2,3,3,1,1,1
ACC0011999,BRW0005755,CONSUMER,664162.68,38344.17,0,LOW,PAID,0,0.0,0,3,807,3,2,3,3,3,1,1,1,1,1
ACC0012000,BRW0000946,CONSUMER,604396.53,543186.96,75,NPA,PAID,2,79541.28,1,3,424,3,0,3,3,2,0,0,1,1,0
ACC0012001,BRW0001798,PERSONAL,600036.16,408582.02,45,MEDIUM,WRITEOFF,0,0.0,0,3,2033,2,0,3,3,3,2,2,1,1,1
ACC0012002,BRW0007303,CREDIT_CARD,319451.68,266549.21,45,HIGH,ACTIVE,1,145304.87,1,4,1842,6,2,4,4,4,1,1,1,1,1
ACC0012003,BRW0003518,PERSONAL,105616.7,240448.84,120,NPA,ACTIVE,3,196084.7,1,2,465,3,2,2,2,2,0,0,1,1,0
ACC0012004,BRW0002678,PERSONAL,276458.95,318833.91,60,HIGH,CLOSED,1,68315.18,0,1,651,2,1,1,1,1,2,2,1,1,1
ACC0012005,BRW0000238,CREDIT_CARD,81016.01,482014.34,30,MEDIUM,CLOSED,1,67439.98,0,2,360,4,2,2,2,2,1,1,1,1,1
ACC0012006,BRW0001979,CREDIT_CARD,438032.76,566826.46,1,HIGH,PAID,1,107451.48,1,2,1378,4,1,2,2,2,4,4,1,1,1
ACC0012007,BRW0003333,AUTO,795835.18,47696.57,90,LOW,WRITEOFF,1,61347.02,1,1,14,2,1,1,1,1,2,2,1,1,1
ACC0012008,BRW0000312,AUTO,443320.5,213552.33,0,LOW,PAID,2,195657.12,1,2,835,6,0,2,2,2,1,1,1,1,1
ACC0012009,BRW0004477,PERSONAL,64822.93,190323.94,5,MEDIUM,ACTIVE,0,0.0,0,2,1512,5,0,2,2,2,2,2,1,1,1
ACC0012010,BRW0007002,BNPL,433593.91,584221.86,90,LOW,CLOSED,1,138570.32,1,4,1517,5,1,4,3,4,2,2,1,1,1
ACC0012011,BRW0001867,CONSUMER,148058.77,678264.75,15,HIGH,CLOSED,0,0.0,0,1,832,3,0,1,1,1,3,3,1,1,1
ACC0012012,BRW0000042,AUTO,759714.47,51059.38,60,NPA,CLOSED,0,0.0,0,3,1363,3,2,3,3,3,1,1,1,1,1
ACC0012013,BRW0009112,CREDIT_CARD,158443.96,497340.62,30,HIGH,CLOSED,5,430407.49,1,1,847,6,2,1,1,1,1,1,1,1,1
ACC0012014,BRW0005106,AUTO,485196.79,690033.84,5,MEDIUM,CLOSED,1,46422.12,0,0,0,4,2,0,0,0,1,1,0,1,1
ACC0012015,BRW0008070,PERSONAL,316561.33,585373.31,75,LOW,CLOSED,1,75531.56,0,5,2187,5,1,5,4,5,1,1,1,1,1
ACC0012016,BRW0007411,AUTO,33883.77,131577.38,75,HIGH,WRITEOFF,1,50971.01,0,5,1838,2,1,5,4,5,0,0,1,1,0
ACC0012017,BRW0005674,BNPL,39673.43,464063.91,1,NPA,CLOSED,0,0.0,0,1,600,2,2,1,1,1,3,3,1,1,1
ACC0012018,BRW0001979,BNPL,450582.19,460616.01,45,HIGH,PAID,1,68885.52,1,4,1591,7,0,4,4,3,1,1,1,1,1
ACC0012019,BRW0000181,AUTO,536989.08,29625.3,120,LOW,ACTIVE,2,215352.21,1,2,1572,2,2,2,2,2,0,0,1,1,0
ACC0012020,BRW0007076,CONSUMER,762508.35,389053.66,60,LOW,PAID,0,0.0,0,1,469,7,1,1,1,1,1,1,1,1,1
ACC0012021,BRW0003634,PERSONAL,692082.31,216205.77,90,MEDIUM,CLOSED,1,3948.13,1,3,1624,7,1,3,3,3,1,1,1,1,1
ACC0012022,BRW0011311,CREDIT_CARD,103963.56,387048.29,120,NPA,CLOSED,0,0.0,0,1,209,4,1,1,1,1,2,2,1,1,1
ACC0012023,BRW0002100,PERSONAL,152544.91,204451.0,1,LOW,PAID,1,103172.2,1,5,3274,6,1,5,4,5,2,2,1,1,1
ACC0012024,BRW0010317,CONSUMER,255804.07,362997.25,5,NPA,PAID,2,48582.35,1,3,1168,5,1,3,3,3,2,2,1,1,1
ACC0012025,BRW0000184,BNPL,599413.47,655769.21,180,HIGH,WRITEOFF,1,5995.68,0,0,0,3,1,0,0,0,1,1,0,1,1
ACC0012026,BRW0008477,CREDIT_CARD,190338.76,502032.26,90,MEDIUM,ACTIVE,3,292530.98,1,2,1538,2,0,2,2,2,2,2,1,1,1
ACC0012027,BRW0004273,PERSONAL,336552.75,52846.96,0,HIGH,ACTIVE,0,0.0,0,3,1028,5,0,3,3,3,0,0,1,1,0
ACC0012028,BRW0002502,CREDIT_CARD,488359.54,34332.09,180,MEDIUM,PAID,2,182846.14,1,2,742,5,0,2,2,2,2,2,1,1,1
ACC0012029,BRW0000605,PERSONAL,458074.55,236435.54,0,HIGH,WRITEOFF,1,52421.08,0,7,1826,8,0,6,5,7,3,3,1,1,1
ACC0012030,BRW0006505,CONSUMER,174077.05,272604.35,1,LOW,PAID,0,0.0,0,2,985,2,0,2,2,2,0,0,1,1,0
ACC0012031,BRW0003333,BNPL,512720.25,588353.88,30,LOW,WRITEOFF,0,0.0,0,2,1206,5,0,2,1,2,0,0,1,1,0
ACC0012032,BRW0002018,PERSONAL,771057.41,655300.27,5,LOW,ACTIVE,1,142190.15,1,7,1733,5,2,7,6,6,2,2,1,1,1
ACC0012033,BRW0005975,CONSUMER,349373.67,386155.96,120,MEDIUM,ACTIVE,2,106470.4,1,1,254,4,0,1,1,1,0,0,1,1,0
ACC0012034,BRW0003366,AUTO,519688.99,289184.12,45,LOW,PAID,1,6556.92,1,3,1301,3,1,3,3,3,2,2,1,1,1
ACC0012035,BRW0004355,BNPL,541827.34,666214.14,5,HIGH,ACTIVE,0,0.0,0,6,3696,7,0,6,5,6,2,2,1,1,1
ACC0012036,BRW0006565,BNPL,478659.9,556749.44,45,LOW,CLOSED,2,103185.66,1,4,1343,5,2,4,2,4,0,0,1,1,0
ACC0012037,BRW0003557,PERSONAL,609871.59,608945.3,0,MEDIUM,PAID,0,0.0,0,3,1810,4,3,3,3,3,2,2,1,1,1
ACC0012038,BRW0003013,CREDIT_CARD,17022.73,539922.22,15,HIGH,ACTIVE,0,0.0,0,5,2164,2,2,5,2,5,1,1,1,1,1
ACC0012039,BRW0000472,BNPL,431723.44,552614.58,5,MEDIUM,PAID,2,94036.62,1,4,2175,5,1,4,4,4,3,3,1,1,1
ACC0012040,BRW0008338,BNPL,58494.3,213116.99,90,LOW,PAID,1,31014.56,1,1,519,3,2,1,1,1,1,1,1,1,1
ACC0012041,BRW0002791,AUTO,370673.49,689834.05,5,LOW,CLOSED,0,0.0,0,3,1121,6,1,3,3,3,0,0,1,1,0
ACC0012042,BRW0003157,CREDIT_CARD,749248.98,592993.51,30,HIGH,CLOSED,0,0.0,0,2,1076,3,3,2,2,2,1,1,1,1,1
ACC0012043,BRW0001090,BNPL,57365.61,187175.71,120,MEDIUM,WRITEOFF,2,196214.69,1,1,294,4,0,1,1,1,4,4,1,1,1
ACC0012044,BRW0000749,AUTO,517524.55,173621.29,5,LOW,PAID,1,111328.24,1,5,3657,3,0,5,5,5,1,1,1,1,1
ACC0012045,BRW0008589,BNPL,194134.81,459067.21,75,NPA,PAID,0,0.0,0,4,1555,2,1,4,4,4,0,0,1,1,0
ACC0012046,BRW0001732,CREDIT_CARD,258251.49,91646.24,1,LOW,WRITEOFF,2,198833.97999999998,1,3,1956,6,0,3,2,2,2,2,1,1,1
ACC0012047,BRW0000112,CREDIT_CARD,442191.54,217071.14,0,HIGH,ACTIVE,0,0.0,0,4,2304,3,1,4,3,4,2,2,1,1,1
ACC0012048,BRW0008504,PERSONAL,717180.68,130066.74,30,LOW,PAID,2,107323.25,1,1,625,4,1,1,1,1,1,1,1,1,1
ACC0012049,BRW0010375,CONSUMER,391379.52,297787.68,90,MEDIUM,PAID,1,137748.74,0,3,1004,0,1,3,3,3,2,2,1,0,1
ACC0012050,BRW0011140,CREDIT_CARD,652383.77,117710.16,180,NPA,PAID,0,0.0,0,6,3144,6,2,6,5,6,1,1,1,1,1
ACC0012051,BRW0001627,BNPL,222745.18,543935.84,60,HIGH,WRITEOFF,1,122593.05,1,0,0,3,0,0,0,0,1,1,0,1,1
ACC0012052,BRW0002964,CONSUMER,222947.08,419140.53,90,MEDIUM,ACTIVE,1,7437.84,1,1,706,2,1,1,1,1,0,0,1,1,0
ACC0012053,BRW0004736,AUTO,672367.92,117294.43,0,MEDIUM,ACTIVE,0,0.0,0,5,2690,5,0,5,4,5,1,1,1,1,1
ACC0012054,BRW0007235,PERSONAL,71747.98,126995.16,75,LOW,ACTIVE,1,14265.76,1,0,0,1,0,0,0,0,2,2,0,1,1
ACC0012055,BRW0004176,CONSUMER,797608.59,295536.99,120,HIGH,ACTIVE,0,0.0,0,2,873,1,1,2,2,2,2,2,1,1,1
ACC0012056,BRW0011855,CONSUMER,756580.62,62884.44,75,MEDIUM,ACTIVE,1,62643.72,1,6,2424,2,1,5,5,6,1,1,1,1,1
ACC0012057,BRW0010627,BNPL,40001.62,243230.19,75,HIGH,CLOSED,0,0.0,0,6,2362,0,0,6,5,6,2,2,1,0,1
ACC0012058,BRW0002980,PERSONAL,44025.25,485113.28,90,NPA,PAID,1,90855.06,0,4,1105,4,1,4,4,4,2,2,1,1,1
ACC0012059,BRW0005365,BNPL,48795.77,243021.82,75,HIGH,PAID,1,140349.22,0,3,761,3,1,3,3,3,1,1,1,1,1
ACC0012060,BRW0011178,AUTO,382984.76,433710.76,30,HIGH,WRITEOFF,2,229207.77000000002,1,3,1168,5,0,3,3,3,2,2,1,1,1
ACC0012061,BRW0010793,CONSUMER,594074.26,41132.42,15,MEDIUM,WRITEOFF,1,90580.8,1,3,1611,3,0,3,3,3,3,3,1,1,1
ACC0012062,BRW0001316,PERSONAL,60038.16,399035.86,15,HIGH,WRITEOFF,2,211994.65999999997,1,3,2211,1,1,3,3,3,2,2,1,1,1
ACC0012063,BRW0005955,AUTO,562755.17,193159.44,30,LOW,ACTIVE,0,0.0,0,2,1276,6,1,2,2,2,1,1,1,1,1
ACC0012064,BRW0010645,PERSONAL,620640.61,11063.36,1,MEDIUM,PAID,1,30988.59,0,4,2455,2,3,4,4,4,0,0,1,1,0
ACC0012065,BRW0007552,PERSONAL,126004.61,401712.87,1,HIGH,CLOSED,2,86019.98,1,3,1132,3,1,3,3,3,1,1,1,1,1
ACC0012066,BRW0004866,AUTO,216883.9,334764.68,180,LOW,ACTIVE,3,177695.76,1,2,591,4,1,2,2,2,1,1,1,1,1
ACC0012067,BRW0004096,BNPL,172944.46,110913.11,1,MEDIUM,PAID,2,134030.74,1,2,1266,3,3,2,2,2,2,2,1,1,1
ACC0012068,BRW0007713,CONSUMER,447154.01,472474.48,60,LOW,PAID,0,0.0,0,3,1105,0,1,3,2,3,1,1,1,0,1
ACC0012069,BRW0010954,CONSUMER,522265.09,415276.45,30,NPA,ACTIVE,0,0.0,0,0,0,1,2,0,0,0,1,1,0,1,1
ACC0012070,BRW0003122,PERSONAL,701839.23,41662.88,60,HIGH,PAID,2,179206.06,1,1,454,3,2,1,1,1,1,1,1,1,1
ACC0012071,BRW0006578,AUTO,702761.18,454807.67,90,HIGH,PAID,1,113846.87,1,2,275,6,1,2,2,2,5,5,1,1,1
ACC0012072,BRW0008757,BNPL,218792.44,388508.54,120,LOW,ACTIVE,1,51937.17,0,1,458,2,0,1,1,1,2,2,1,1,1
ACC0012073,BRW0005824,AUTO,284639.29,203697.94,30,LOW,PAID,2,186748.86,1,1,599,4,2,1,1,1,0,0,1,1,0
ACC0012074,BRW0002994,BNPL,503872.79,99905.53,30,MEDIUM,WRITEOFF,3,273961.02,1,1,18,7,2,1,1,1,2,2,1,1,1
ACC0012075,BRW0011964,PERSONAL,797166.52,189656.28,60,NPA,CLOSED,2,144785.9,1,3,657,4,0,3,3,3,1,1,1,1,1
ACC0012076,BRW0008364,CONSUMER,100414.24,171883.28,120,NPA,WRITEOFF,0,0.0,0,1,805,3,2,1,1,1,2,2,1,1,1
ACC0012077,BRW0009982,BNPL,776831.14,292184.23,30,MEDIUM,PAID,1,116096.3,1,1,130,2,1,1,1,1,4,4,1,1,1
ACC0012078,BRW0009472,PERSONAL,309876.43,123970.76,5,LOW,ACTIVE,1,103032.48,1,3,979,4,1,3,2,3,1,1,1,1,1
ACC0012079,BRW0003573,AUTO,97478.82,161782.97,45,MEDIUM,ACTIVE,0,0.0,0,3,1310,5,1,3,3,3,2,2,1,1,1
ACC0012080,BRW0006934,AUTO,758806.72,375461.08,90,HIGH,PAID,1,112201.63,1,1,714,4,1,1,1,1,3,3,1,1,1
ACC0012081,BRW0007990,BNPL,293226.71,493094.31,90,MEDIUM,PAID,2,139343.08000000002,1,7,2887,1,1,7,6,7,1,1,1,1,1
ACC0012082,BRW0009817,BNPL,339911.78,390941.31,90,NPA,PAID,1,6464.97,1,1,868,2,1,1,1,1,0,0,1,1,0
ACC0012083,BRW0002170,CREDIT_CARD,549937.42,484501.11,120,HIGH,PAID,1,51826.58,0,3,1142,4,0,2,3,3,2,2,1,1,1
ACC0012084,BRW0011637,CONSUMER,610211.66,255686.59,75,MEDIUM,WRITEOFF,0,0.0,0,7,3235,7,2,7,5,6,1,1,1,1,1
ACC0012085,BRW0011168,AUTO,200067.18,349755.88,0,MEDIUM,ACTIVE,0,0.0,0,3,2022,5,0,3,3,3,1,1,1,1,1
ACC0012086,BRW0002528,BNPL,235699.59,382219.02,15,LOW,ACTIVE,2,133658.75,1,3,1241,5,2,3,2,3,1,1,1,1,1
ACC0012087,BRW0007207,AUTO,171905.77,288926.74,90,HIGH,ACTIVE,0,0.0,0,2,960,7,0,2,2,2,2,2,1,1,1
ACC0012088,BRW0006299,CONSUMER,397804.65,539415.89,90,LOW,ACTIVE,1,131296.44,0,3,1403,6,1,3,3,3,1,1,1,1,1
ACC0012089,BRW0010794,CONSUMER,323239.99,336096.86,90,NPA,ACTIVE,1,44515.85,1,3,1728,1,3,3,3,3,0,0,1,1,0
ACC0012090,BRW0006139,PERSONAL,300137.62,488953.15,1,NPA,CLOSED,2,151745.82,1,1,502,1,1,1,1,1,1,1,1,1,1
